N	3gram	Medvedev_F_2	Dialekti
1	и т д	5	15
2	с точки зрения	7	9
3	в том что	2	9
4	что иное как	1	8
5	не что иное	1	8
6	по крайней мере	1	7
7	ровно ничего не	1	6
8	не может быть	10	6
9	то же время	5	6
10	в то же	5	6
11	есть не что	1	5
12	сама по себе	1	5
13	для того чтобы	3	5
14	в этом смысле	2	4
15	не в том	3	4
16	что он есть	1	4
17	это и есть	1	4
18	не говоря уже	1	3
19	говоря уже о	1	3
20	ничего не говорят	1	3
21	то или иное	1	3
22	лежит в основе	1	3
23	и в этом	5	3
24	той или другой	1	3
25	же что и	1	3
26	равно как и	1	2
27	же время и	1	2
28	т е что	1	2
29	и в то	3	2
30	сам по себе	3	2
31	в собственном смысле	1	2
32	то и другое	2	2
33	т е в	1	2
34	ничего общего с	1	2
35	но в то	1	2
36	иметь в виду	1	2
37	один из возможных	1	2
38	в свою очередь	1	2
39	тем не менее	1	2
40	теперь мы должны	1	1
41	в чем не	1	1
42	что же такое	1	1
43	не могло не	1	1
44	и пр но	3	1
45	в ней и	1	1
46	прежде всего в	2	1
47	не в их	1	1
48	а не в	1	1
49	что перед нами	1	1
50	к своему пределу	1	1
51	именно в ней	1	1
52	можно говорить лишь	1	1
53	он не может	1	1
54	событие как таковое	1	1
55	на первый план	2	1
56	не было и	2	1
57	и то и	2	1
58	именно в этом	1	1
59	в зависимости от	3	1
60	в той же	1	1
61	можно говорить о	1	1
62	не входит в	2	1
63	в отличие от	2	1
64	не было бы	1	1
65	с тем что	5	1
66	во всей его	1	1
67	что если бы	1	1
68	самого по себе	1	1
69	ни о какой	2	1
70	и не в	2	1
71	т е все	1	1
72	в том случае	2	1
73	возникает вопрос о	1	1
74	из всего этого	3	1
75	что не есть	1	1
76	в данном случае	1	1
77	в конце концов	2	1
78	можно сказать так	1	1
79	и не могли	1	1
80	это не так	1	1
81	так или иначе	1	1
82	такая же как	1	1
83	в связи с	10	1
84	а не как	1	1
85	в виду что	1	1
86	лишь в том	1	1
87	и только так	1	1
88	которые в ней	1	1
89	ней и в	1	1
90	но тем не	1	1
91	вполне совпадает с	1	1
92	в этом случае	1	1
93	связи с этим	3	1
94	хотя бы в	3	1
95	и не может	3	1
96	ни о каком	3	1
97	и прежде всего	2	1
98	историю и ее	1	1
99	но все же	2	1
100	ни в чем	2	1
101	же это не	1	1
102	с другой стороны	3	1
103	совершенно очевидно что	1	1
104	и чтобы тем	1	1
105	начинают говорить о	1	1
106	т е как	2	1
107	не дает возможности	1	1
108	из того что	1	1
109	по себе а	2	1
110	и не входит	2	1
111	том случае если	1	1
