N	4gram	Losev_Vlad_1	Problema
1	ни в каком случае	1	3
2	указывает на то что	1	3
3	дело в том что	4	3
4	каком случае не может	1	2
5	не что иное как	1	2
6	в каком случае не	1	2
7	в истории философии и	1	2
8	как мы увидим ниже	2	2
9	есть не что иное	1	2
10	на самом же деле	1	1
11	по этому поводу с	1	1
12	самом же деле это	1	1
13	и в то же	2	1
14	одно и то же	1	1
15	еще и потому что	2	1
16	как мы уже сказали	2	1
17	не говоря уже о	1	1
18	новое качество в котором	1	1
19	так как он будет	1	1
20	но в то же	1	1
21	мы должны сказать что	1	1
22	везде в таких случаях	1	1
23	в то время как	1	1
24	мы уже видели что	1	1
