N	2gram	Potebnia_M_2	Dialekti
1	не есть	6	47
2	и не	19	30
3	может быть	23	20
4	не только	15	19
5	и в	24	19
6	по себе	15	18
7	и т	6	17
8	а не	18	16
9	в себе	10	15
10	т д	3	15
11	что она	3	14
12	потому что	49	14
13	то что	20	14
14	в том	18	14
15	так как	10	14
16	как бы	9	14
17	вовсе не	9	13
18	то же	12	12
19	но и	9	12
20	значит что	1	12
21	и все	3	12
22	есть всегда	1	11
23	и как	6	10
24	что это	3	10
25	в нем	9	10
26	ни в	1	10
27	как и	7	10
28	том что	8	10
29	стало быть	4	10
30	сказать что	2	10
31	так и	5	10
32	это не	3	10
33	по крайней	5	9
34	никогда не	4	9
35	времени и	1	9
36	крайней мере	5	9
37	же и	1	9
38	не может	12	9
39	она есть	2	9
40	мы уже	1	8
41	в этом	8	8
42	с точки	1	8
43	не в	13	8
44	есть нечто	3	8
45	прежде всего	7	8
46	это есть	1	8
47	и то	3	7
48	есть не	5	7
49	время как	4	7
50	сама по	2	7
51	так что	10	7
52	должно быть	2	7
53	как это	2	7
54	и притом	3	7
55	только тогда	3	7
56	в душе	23	7
57	но что	2	7
58	но это	3	7
59	что в	16	7
60	чтобы не	1	6
61	но не	12	6
62	что они	5	6
63	тогда когда	10	6
64	в то	6	6
65	и вообще	3	6
66	и та	1	6
67	что он	4	6
68	конечно не	1	6
69	не потому	1	6
70	что не	5	6
71	того что	7	6
72	и может	3	6
73	есть и	1	6
74	жизни и	1	6
75	и потому	2	5
76	и это	2	5
77	должна быть	1	5
78	же время	2	5
79	и его	2	5
80	и с	1	5
81	сознания и	1	5
82	о том	5	5
83	и что	4	5
84	можно сказать	1	5
85	но как	1	5
86	не то	2	5
87	что и	11	5
88	тела и	1	5
89	с другой	6	5
90	а именно	1	5
91	и следовательно	2	5
92	в одно	8	5
93	только что	3	5
94	в самом	4	5
95	только в	11	5
96	и есть	2	4
97	еще не	4	4
98	быть в	1	4
99	самом деле	2	4
100	за пределы	2	4
101	в одной	1	4
102	независимо от	9	4
103	все же	5	4
104	нет никакой	1	4
105	только то	1	4
106	как он	4	4
107	и если	4	4
108	при этом	13	4
109	он не	1	4
110	же это	1	4
111	и по	2	4
112	одно и	2	4
113	таким образом	11	4
114	заключается в	1	4
115	а потом	1	4
116	в одном	6	4
117	но он	2	4
118	все это	2	4
119	с ним	5	4
120	и время	1	4
121	по своей	1	4
122	связи с	6	4
123	в таком	4	4
124	в каком	3	4
125	не могут	7	4
126	есть только	6	4
127	что оно	4	4
128	без всякого	1	4
129	в ее	1	4
130	в другом	2	4
131	к нему	1	4
132	и только	6	4
133	как нечто	1	4
134	во времени	2	4
135	уже в	5	4
136	ни с	2	4
137	одно из	3	4
138	то время	4	4
139	от того	5	4
140	нельзя сказать	1	4
141	в связи	2	4
142	могут быть	8	4
143	том смысле	4	4
144	хотя бы	2	4
145	а в	8	4
146	другой стороны	2	4
147	таком случае	2	3
148	сам по	4	3
149	как мы	1	3
150	что если	6	3
151	вопрос о	2	3
152	оно есть	1	3
153	не понятно	2	3
154	в чем	7	3
155	а только	8	3
156	себе и	1	3
157	с этим	7	3
158	от этого	1	3
159	себе как	1	3
160	одно время	4	3
161	всех этих	2	3
162	есть та	1	3
163	же не	1	3
164	об этом	1	3
165	его в	3	3
166	это было	2	3
167	и поэзии	1	3
168	было бы	13	3
169	и уже	5	3
170	между собою	7	3
171	форма и	1	3
172	и тогда	3	3
173	в этих	3	3
174	или вообще	1	3
175	или точнее	1	3
176	что такое	2	3
177	сами по	7	3
178	и более	1	3
179	не менее	5	3
180	ничего не	1	3
181	или как	1	3
182	должны быть	4	3
183	но только	2	3
184	это только	1	3
185	все его	1	3
186	уже не	4	3
187	как они	1	3
188	может иметь	1	3
189	он есть	1	3
190	тех пор	1	3
191	с нею	2	3
192	из них	5	3
193	мы находим	2	3
194	много раз	1	3
195	бы это	1	3
196	о котором	2	3
