N	3gram	Losev_Dial_1	Vladivir
1	в том что	7	9
2	в связи с	1	8
3	во всяком случае	2	6
4	в то время	1	6
5	тем не менее	1	6
6	что же касается	1	5
7	как это мы	2	4
8	по крайней мере	4	4
9	содержит в себе	3	4
10	дело в том	1	3
11	более или менее	3	3
12	с точки зрения	12	3
13	в то же	4	3
14	точно так же	2	3
15	не в том	1	3
16	в конце концов	3	3
17	так или иначе	1	3
18	то что он	1	3
19	то же время	4	3
20	о том что	2	3
21	никакого отношения к	1	3
22	даже больше того	2	2
23	хотя и не	1	2
24	сказать что в	1	2
25	ни в каких	1	2
26	на то что	4	2
27	ко всему этому	1	2
28	можно было бы	4	2
29	никогда не был	1	2
30	сам по себе	6	2
31	в том чтобы	1	2
32	или по крайней	2	2
33	не имеет никакого	3	2
34	а в том	1	2
35	само по себе	5	2
36	было у него	1	2
37	что иное как	1	1
38	так что не	1	1
39	является как нечто	1	1
40	в какой мере	1	1
41	не было ни	1	1
42	его жизни в	1	1
43	а не с	1	1
44	та же самая	1	1
45	и в частности	2	1
46	не нуждаясь ни	1	1
47	но даже и	1	1
48	можно найти много	1	1
49	крайней мере в	1	1
50	совершенно ничего не	2	1
51	как раз и	1	1
52	до сих пор	2	1
53	до последних дней	1	1
54	и в то	2	1
55	нуждаясь ни в	1	1
56	не было бы	2	1
57	только то что	3	1
58	в этом отношении	2	1
59	что в нем	3	1
60	это мы находим	1	1
61	отчет в том	1	1
62	что все это	1	1
63	по себе в	1	1
64	и не в	1	1
65	все же это	1	1
66	и тем не	1	1
67	на меня и	1	1
68	может быть и	3	1
69	в ней не	1	1
70	до известной степени	1	1
71	я этого не	1	1
72	можно сказать о	1	1
73	что это за	1	1
74	в них нет	1	1
75	и в них	1	1
76	но в то	1	1
77	не о самом	1	1
78	я вовсе не	1	1
79	было бы и	2	1
80	только тогда и	1	1
81	все больше и	1	1
82	заключается не в	1	1
83	то время как	1	1
84	с ним и	1	1
85	мы сейчас видим	1	1
86	из других источников	1	1
87	в первую очередь	1	1
88	в разной степени	1	1
89	тем более о	1	1
90	это конечно не	2	1
91	не может быть	3	1
92	может быть названа	1	1
93	что же это	1	1
94	потому что весьма	1	1
95	по себе не	5	1
96	то что я	2	1
97	ничего общего с	3	1
98	сих пор не	1	1
99	у него и	1	1
100	все равно не	1	1
101	и ни в	2	1
102	вместе с ним	1	1
103	свое учение о	2	1
104	имеет никакого отношения	1	1
105	связи с этим	1	1
106	содержат в себе	2	1
107	почему все это	1	1
108	к выводу что	1	1
109	и это тоже	1	1
110	с самого начала	1	1
111	это значит что	9	1
112	точки зрения можно	1	1
113	мы пока не	1	1
114	в самом деле	1	1
115	вплоть до последних	1	1
116	и можно сказать	1	1
117	но все же	1	1
118	с этой стороны	2	1
119	же это за	1	1
120	можно сказать что	3	1
121	к нему с	1	1
122	ни тем более	1	1
123	в этом смысле	3	1
124	больше и больше	1	1
125	то в чем	2	1
126	но это не	1	1
127	и больше ничего	1	1
128	не что иное	1	1
129	чем он сам	1	1
130	и в нем	2	1
131	в сравнении с	1	1
132	для того чтобы	1	1
133	а именно в	1	1
134	к тому же	1	1
135	и т д	19	1
