N	2gram	Savitsky_E_1	FransuaR
1	и в	37	29
2	то есть	6	21
3	таким образом	2	20
4	и не	14	16
5	в этой	2	13
6	и все	2	13
7	но в	14	12
8	как и	7	12
9	и на	6	11
10	в этом	12	11
11	так и	10	11
12	то же	15	10
13	не только	18	10
14	в то	16	10
15	как мы	5	10
16	все эти	1	9
17	и с	2	9
18	вовсе не	6	9
19	но и	14	9
20	же время	14	8
21	и его	1	8
22	в его	2	8
23	прежде всего	9	8
24	как бы	6	8
25	в них	3	7
26	мы видели	3	7
27	в том	11	7
28	так как	7	7
29	так же	9	7
30	этот процесс	2	6
31	в большинстве	2	6
32	из них	3	6
33	и до	1	5
34	что это	2	5
35	в нем	1	5
36	большинстве случаев	3	5
37	весь мир	1	5
38	в своей	8	5
39	рядом с	1	5
40	и о	1	5
41	далеко не	2	5
42	сказать что	4	5
43	и по	5	5
44	того же	3	5
45	также и	7	4
46	связана с	1	4
47	с его	1	4
48	в нашем	1	4
49	точки зрения	23	4
50	но они	1	4
51	в результате	3	4
52	конечно не	1	4
53	тем что	3	4
54	с другой	7	4
55	по своему	7	4
56	но это	1	4
57	один из	1	4
58	мира и	3	4
59	то что	6	4
60	жизни и	2	4
61	по преимуществу	2	3
62	той же	1	3
63	в ней	4	3
64	но как	2	3
65	в своем	14	3
66	и как	2	3
67	более или	1	3
68	то в	4	3
69	в себе	9	3
70	при этом	1	3
71	он не	2	3
72	всех этих	1	3
73	и сам	1	3
74	для того	6	3
75	а затем	1	3
76	такой же	2	3
77	том что	6	3
78	или менее	1	3
79	в эту	2	3
80	почти все	1	3
81	того чтобы	6	3
82	в разных	1	3
83	по своей	2	3
84	с ее	1	3
85	в ее	8	3
86	имеется в	1	3
87	все остальные	1	3
88	к нему	2	3
89	отметить что	3	3
90	старого мира	1	3
91	того что	7	3
92	с ними	1	3
93	в качестве	14	3
94	и других	2	3
95	и их	1	3
96	в известной	3	3
97	том числе	1	3
98	мы можем	3	3
99	и даже	6	3
100	там где	3	3
101	некоторые из	1	3
102	все же	1	3
103	мы видим	2	3
104	тот же	1	3
105	другой стороны	2	3
106	в частности	5	3
107	как известно	1	2
108	и то	2	2
109	перед лицом	1	2
110	с таким	1	2
111	то время	1	2
112	которое не	1	2
113	и со	3	2
114	на них	2	2
115	с одной	8	2
116	но не	5	2
117	если в	2	2
118	один и	1	2
119	в одной	1	2
120	как в	3	2
121	дает нам	1	2
122	кроме того	1	2
123	хотя и	2	2
124	и наконец	2	2
125	и к	3	2
126	и тот	1	2
127	на его	1	2
128	на этом	1	2
129	может быть	6	2
130	и мы	3	2
131	в жизни	1	2
132	соответствии с	1	2
133	в этих	2	2
134	бы на	1	2
135	в котором	2	2
136	с точки	17	2
137	в их	11	2
138	место в	3	2
139	большую роль	1	2
140	том же	1	2
141	принадлежат к	1	2
142	дело в	3	2
143	никогда не	3	2
144	связи с	1	2
145	исторического процесса	1	2
146	уже и	3	2
147	как будто	2	2
148	числе и	1	2
149	с полной	1	2
150	к тому	8	2
151	о том	3	2
152	и это	1	2
153	мы здесь	1	2
154	или в	2	2
155	во второй	3	2
156	поэтому в	1	2
157	быть может	1	2
158	с ним	1	2
159	тех кто	1	2
160	а также	7	2
161	в другой	2	2
162	также в	2	2
163	в ту	1	2
164	одной из	5	2
165	мы увидим	1	2
166	есть в	2	2
167	и детей	1	2
168	уже не	1	2
169	уже в	1	2
170	это значение	1	2
171	мир в	1	2
172	в новом	1	2
173	в других	2	2
174	со стороны	5	2
175	именно в	4	2
176	к которому	1	2
177	в ряде	1	2
178	одной стороны	8	2
179	не на	4	2
180	власти и	1	2
181	что из	1	2
182	в xviii	1	2
183	стороны в	2	2
184	что такие	1	2
185	это один	1	2
186	в той	5	2
187	мы сказали	1	2
188	между прочим	7	2
189	и для	3	2
190	традиции как	1	2
191	в основе	1	2
192	и земли	1	2
193	жизни в	3	2
194	его к	1	2
195	нет ничего	1	2
196	между ними	2	2
197	не может	9	2
198	но этот	1	2
199	как на	3	2
200	только в	9	2
201	и другие	1	2
202	в своих	2	2
203	и эта	2	2
204	это в	1	2
205	себя как	1	1
206	ту же	1	1
207	же как	5	1
208	он считает	1	1
209	силы и	1	1
210	на месте	2	1
211	этого мира	1	1
212	в чисто	1	1
213	что эти	2	1
214	должна быть	2	1
215	в самом	4	1
216	и этот	2	1
217	и тут	2	1
218	эти не	1	1
219	изменений в	1	1
220	на такие	1	1
221	признание что	1	1
222	время как	1	1
223	как было	3	1
224	но даже	4	1
225	которое в	2	1
226	дальнейшее развитие	1	1
227	литературы и	1	1
228	и происходит	1	1
229	он сам	2	1
230	и всего	1	1
231	видели что	1	1
232	а тем	2	1
233	обстояло дело	1	1
234	значением и	1	1
235	в общем	3	1
236	отличие от	1	1
237	за пределы	1	1
238	значение для	1	1
239	к сожалению	1	1
240	относится к	1	1
241	его на	2	1
242	с этим	2	1
243	стороны и	6	1
244	мира который	1	1
245	целый ряд	2	1
246	нами в	1	1
247	что по	1	1
248	в этот	1	1
249	ими с	1	1
250	чтобы превратить	1	1
251	бы и	3	1
252	он в	1	1
253	смыслах и	1	1
254	простое и	1	1
255	думать что	8	1
256	всего к	2	1
257	с их	1	1
258	но его	1	1
259	мира но	2	1
260	тому же	1	1
261	xviii и	2	1
262	на то	6	1
263	реальное значение	1	1
264	борьбы с	1	1
265	к участию	1	1
266	и если	2	1
267	жизнью и	1	1
268	главным образом	2	1
269	в переводе	1	1
270	не значит	1	1
271	эта последняя	1	1
272	прочим и	2	1
273	в силу	2	1
274	на земле	1	1
275	сфера в	1	1
276	они разделят	1	1
277	или иных	1	1
278	как они	1	1
279	они должны	1	1
280	значение в	1	1
281	в мире	2	1
282	об этом	1	1
283	в соответствующие	1	1
284	полной мере	1	1
285	входит в	1	1
286	воспринимается как	1	1
287	к природе	2	1
288	сейчас в	1	1
289	даже в	4	1
290	о характере	1	1
291	своему характеру	2	1
292	в данном	3	1
293	на этот	2	1
294	мы не	4	1
295	и того	2	1
296	одного и	1	1
297	или точнее	2	1
298	в отношении	32	1
299	борьбы за	1	1
300	то эту	1	1
301	то его	1	1
302	в отличие	1	1
303	знаменует собой	1	1
304	которые в	1	1
305	было связано	1	1
306	в россии	5	1
307	друг другу	1	1
308	в аспекте	1	1
309	можно ли	3	1
310	вплоть до	1	1
311	играть в	1	1
312	что эта	1	1
313	в обоих	1	1
314	правда в	1	1
315	здесь на	1	1
316	говорить о	1	1
317	он мог	1	1
318	земли в	1	1
319	казалось бы	1	1
320	на язык	2	1
321	связанное с	1	1
322	именно с	1	1
323	во всем	1	1
324	потому что	3	1
325	полное свое	1	1
326	участию в	2	1
327	и искусства	1	1
328	этом отношении	3	1
329	что на	2	1
330	связывается с	1	1
