N	2gram	Tiupa_Narr_1	Literetu
1	и не	23	22
2	тогда как	10	17
3	в мире	4	16
4	и в	11	16
5	при этом	19	15
6	в этом	12	14
7	не только	31	14
8	но и	27	14
9	в том	8	12
10	может быть	15	12
11	а не	13	12
12	то что	9	12
13	в частности	14	11
14	своего рода	10	10
15	не в	6	10
16	такого рода	10	10
17	е годы	1	9
18	то же	8	9
19	так и	5	9
20	в то	4	9
21	того что	4	9
22	в е	2	8
23	в этой	6	8
24	в жизни	3	8
25	том что	7	8
26	не может	8	8
27	к себе	4	8
28	как бы	6	8
29	в своей	5	7
30	тем самым	5	7
31	же время	4	7
32	только в	12	7
33	себя в	2	7
34	в противовес	3	7
35	со стороны	8	7
36	точки зрения	5	7
37	я в	2	7
38	еще не	4	6
39	с его	4	6
40	в себе	6	6
41	состоит в	10	6
42	в другом	1	6
43	по мысли	3	6
44	о том	4	6
45	и его	10	6
46	в его	6	6
47	присутствия в	3	6
48	и т.п	8	6
49	с другой	2	6
50	к тому	6	6
51	в году	2	5
52	в отличие	2	5
53	отличие от	2	5
54	субъекта и	1	5
55	как в	4	5
56	всего лишь	3	5
57	в целом	3	5
58	тому же	6	5
59	то есть	9	5
60	лишь в	3	5
61	это не	3	5
62	соответствии с	4	5
63	как и	13	5
64	что я	1	5
65	коммуникативного события	1	5
66	этом отношении	3	5
67	в ее	1	5
68	что он	3	5
69	в качестве	14	5
70	именно в	3	5
71	а именно	1	5
72	вместе с	2	5
73	а в	13	5
74	одним из	1	4
75	но не	4	4
76	по отношению	3	4
77	в рамках	1	4
78	хотя и	4	4
79	входит в	2	4
80	однако в	3	4
81	даже в	1	4
82	не говоря	1	4
83	никогда не	4	4
84	в тексте	13	4
85	данном случае	8	4
86	коммуникативное событие	1	4
87	а также	6	4
88	в жизнь	1	4
89	с одной	1	4
90	в начале	3	4
91	из них	4	4
92	в одном	4	4
93	как будто	3	4
94	как у	2	4
95	до конца	2	4
96	одной стороны	1	4
97	в данном	11	4
98	и для	2	4
99	жизни в	2	4
100	отношению к	3	4
101	например в	1	3
102	не становится	1	3
103	самом деле	3	3
104	для которого	1	3
105	едва ли	3	3
106	той же	1	3
107	с ее	2	3
108	но уже	1	3
109	хх веке	1	3
110	отнюдь не	2	3
111	и как	3	3
112	и наконец	1	3
113	и к	1	3
114	но в	7	3
115	то в	4	3
116	в глазах	3	3
117	и тем	4	3
118	в слове	3	3
119	с точки	1	3
120	по своей	1	3
121	потому что	5	3
122	в области	2	3
123	для его	1	3
124	еще в	3	3
125	не случайно	1	3
126	обратим внимание	1	3
127	прежде всего	4	3
128	между тем	3	3
129	вслед за	1	3
130	все время	1	3
131	совершенно не	1	3
132	уже не	8	3
133	в самом	6	3
134	наконец в	1	3
135	в хх	1	3
136	в соответствии	5	3
137	о чем	4	3
138	мира в	4	3
139	как это	3	3
140	тому как	3	3
141	там где	1	3
142	мыслится как	2	3
143	в третьем	4	3
144	в романе	2	3
145	жизни и	6	3
146	том числе	1	3
147	того же	1	2
148	в присутствии	2	2
149	в первом	4	2
150	неклассической художественности	1	2
151	как мы	2	2
152	не вполне	2	2
153	на себя	4	2
154	жизни как	2	2
155	из того	1	2
156	мы и	1	2
157	всю ночь	1	2
158	и на	5	2
159	бы то	1	2
160	во всех	1	2
161	теперь как	3	2
162	сказать и	1	2
163	отношение к	1	2
164	все же	4	2
165	когда он	1	2
166	то был	1	2
167	в противоположность	1	2
168	еще на	1	2
169	не знает	1	2
170	представляет собой	8	2
171	большей части	3	2
172	раз в	2	2
173	особое место	1	2
174	на то	2	2
175	в случае	2	2
176	все они	1	2
177	в нем	4	2
178	в первой	2	2
179	не как	1	2
180	и вот	2	2
181	в творческом	1	2
182	подобно тому	3	2
183	человека в	2	2
184	объект и	1	2
185	то ни	1	2
186	мог стать	1	2
187	и с	3	2
188	социокультурный феномен	1	2
189	а по	2	2
190	его в	1	2
191	и даже	2	2
192	лишь на	1	2
193	той или	5	2
194	далеко не	1	2
195	со своими	1	2
196	не всегда	3	2
197	он и	2	2
198	и тогда	2	2
199	еще раз	3	2
200	и ее	3	2
201	вплоть до	4	2
202	ни было	1	2
203	в конце	2	2
204	и наоборот	1	2
205	по себе	4	2
206	нас к	1	2
207	автора и	1	2
208	не менее	3	2
209	в принципе	4	2
210	того чтобы	4	2
211	текста и	1	2
212	жизни не	1	2
213	как раз	6	2
214	другой стороны	2	2
215	у нас	3	2
216	же самое	2	2
217	следует признать	1	2
218	числе и	1	2
219	в своего	2	2
220	для такого	1	2
221	в ситуации	1	2
222	и сам	1	2
223	что у	4	2
224	по этой	1	2
225	не с	1	2
226	во второй	1	2
227	если бы	7	2
228	о нем	3	2
229	из рассказа	1	2
230	на страницах	1	2
231	одного из	6	2
232	можно сказать	5	2
233	во втором	6	2
234	что и	1	2
235	и только	2	2
236	сомневается в	1	2
237	здесь не	2	2
238	с ними	2	2
239	ср у	1	2
240	со всеми	1	2
241	связи с	2	2
242	для него	4	2
243	человеческого присутствия	2	2
244	тем что	1	2
245	для того	3	2
246	это будет	1	2
247	в.т и	1	2
248	или иной	4	2
249	бытия в	1	2
250	по большей	3	2
251	что не	2	2
252	выше и	1	2
253	а на	2	2
254	если не	2	2
255	в полном	1	2
256	так же	1	2
257	и потому	1	2
258	а так	1	2
259	к жизни	2	2
260	этой ситуации	1	2
261	быть не	3	2
262	исходной ситуации	1	2
263	художественное произведение	1	2
264	своей жизни	1	2
265	один из	6	2
266	по аналогии	1	2
267	сознания и	1	2
268	что в	3	2
269	внимание на	4	2
270	же в	2	2
271	а со	1	2
272	в свою	2	2
273	жизни а	3	2
274	оно не	2	2
275	но еще	1	2
276	еще и	1	2
277	эстетический субъект	1	2
278	к этому	1	2
279	русской литературы	1	2
280	и наиболее	1	1
281	искусства слова	1	1
282	как известно	3	1
283	была бы	1	1
284	обращена к	1	1
285	и т	1	1
286	и то	3	1
287	отметим что	1	1
288	на самом	1	1
289	тех же	1	1
290	исходя из	3	1
291	в стороне	1	1
292	это и	1	1
293	идет о	3	1
294	в приведенном	1	1
295	и есть	1	1
296	между двумя	5	1
297	и до	1	1
298	наиболее существенным	1	1
299	которое может	1	1
300	вот оно	1	1
301	по его	1	1
302	мы уже	1	1
303	который в	2	1
304	полагает что	1	1
305	своего существования	1	1
306	ней есть	1	1
307	оставляя за	1	1
308	этом не	1	1
309	это означает	1	1
310	в каждый	1	1
311	что иное	1	1
312	принадлежит к	1	1
313	жизненной позиции	1	1
314	и со	1	1
315	относительно его	1	1
316	и он	6	1
317	в ней	4	1
318	начало и	3	1
319	человеческого опыта	3	1
320	он был	1	1
321	он сам	3	1
322	иное как	1	1
323	быть в	1	1
324	в последних	1	1
325	в чем	2	1
326	сознания а	1	1
327	тем как	1	1
328	во внешнем	1	1
329	как правило	5	1
330	о смерти	2	1
331	если в	2	1
332	конечном счете	1	1
333	человеческих отношений	1	1
334	в зеркале	2	1
335	не просто	1	1
336	друг от	1	1
337	что автор	1	1
338	в центре	3	1
339	поскольку его	1	1
340	с этим	1	1
341	встречи с	2	1
342	что когда-то	1	1
343	вспомним что	1	1
344	в своем	3	1
345	как оказывается	1	1
346	воззрений на	1	1
347	что касается	2	1
348	перед нами	5	1
349	сознания в	2	1
350	создает эффект	3	1
351	самом начале	1	1
352	более или	1	1
353	и автора	1	1
354	за собой	1	1
355	ситуации в	2	1
356	состоит как	1	1
357	в нашем	3	1
358	бы не	1	1
359	ни одна	1	1
360	что к	1	1
361	уже в	1	1
362	как он	1	1
363	еще одна	1	1
364	так сказать	2	1
365	может мыслиться	1	1
366	тем не	3	1
367	он не	3	1
368	ключ к	2	1
369	и еще	2	1
370	надежда на	1	1
371	художественного высказывания	2	1
372	в силу	1	1
373	в корне	1	1
374	в зеркало	1	1
375	содержит в	1	1
376	писал бахтин	1	1
377	целом как	1	1
378	людей и	1	1
379	к такого	1	1
380	на адресата	1	1
381	плачут и	1	1
382	таким каким	2	1
383	слова и	1	1
384	а то	1	1
385	втором случае	1	1
386	значение в	1	1
387	в лирике	1	1
388	обращения к	1	1
389	второй половины	1	1
390	сознания к	1	1
391	с другими	1	1
392	такова природа	2	1
393	что неизбежно	1	1
394	всю свою	1	1
395	матери и	4	1
396	например с	1	1
397	в воспринимающем	3	1
398	только одно	1	1
399	все равно	2	1
400	этого не	2	1
401	и уже	1	1
402	жизни но	2	1
403	жизни по	1	1
404	ведет к	1	1
405	на этот	1	1
406	к ситуации	1	1
407	этом в	1	1
408	и того	2	1
409	говорящего как	1	1
410	и конец	3	1
411	во время	1	1
412	что создает	1	1
413	в ходе	3	1
414	она сама	1	1
415	этой связи	1	1
416	от боли	1	1
417	как когда-то	1	1
418	в их	1	1
419	прибегает к	1	1
420	существования на	1	1
421	сознании другого	1	1
422	но это	1	1
423	что было	1	1
424	и является	2	1
425	в предыдущем	1	1
426	более архаичному	1	1
427	тому что	1	1
428	своих интересов	1	1
429	текстов о	1	1
430	к бытию	1	1
431	она не	2	1
432	сердце не	1	1
433	при всей	3	1
434	в русской	3	1
435	и притом	2	1
436	душе и	1	1
437	и сама	2	1
438	на ее	2	1
439	с и	1	1
440	в единство	1	1
441	для всего	1	1
442	смысла этот	1	1
443	не имеет	2	1
444	здесь может	1	1
445	вопрос не	1	1
446	это явление	1	1
447	слова как	1	1
448	с нами	1	1
449	за исключением	1	1
450	во всем	1	1
451	сознанием и	1	1
452	в книге	1	1
453	не принадлежит	1	1
454	не по	4	1
455	слова о	1	1
456	не столь	2	1
457	и делает	1	1
458	ему не	1	1
459	творческом наследии	1	1
460	в действительности	1	1
461	именно оно	1	1
462	начиная с	3	1
463	т.п и	2	1
464	этой причине	1	1
465	в событии	2	1
466	значительной степени	1	1
467	жить в	1	1
468	того о	1	1
469	наиболее чутких	1	1
470	чтобы стать	1	1
471	на несостоявшееся	1	1
472	значение это	1	1
473	в театре	2	1
474	и о	3	1
475	более не	2	1
476	есть одновременно	1	1
477	от друга	1	1
478	в виду	1	1
479	свою очередь	2	1
480	но при	3	1
481	во внутренний	1	1
482	события как	1	1
