N	3gram	Vinokur_Ku_3	VerxiiNi
1	вместе с тем	1	8
2	с одной стороны	4	7
3	с точки зрения	16	6
4	во всяком случае	1	6
5	более или менее	2	5
6	в том числе	2	5
7	до сих пор	8	5
8	по крайней мере	1	5
9	а с другой	3	5
10	для того чтобы	11	5
11	о том что	3	4
12	с тем чтобы	2	4
13	и вместе с	1	4
14	но все же	1	4
15	к тому же	2	4
16	а так как	1	3
17	так же как	1	3
18	в связи с	4	3
19	тем не менее	9	3
20	в том что	8	3
21	таким образом если	1	2
22	то ясно что	1	2
23	то же самое	1	2
24	сих пор еще	3	2
25	с этой точки	1	2
26	то или иное	2	2
27	не только для	1	2
28	может быть и	1	2
29	то что он	1	2
30	бы то ни	1	2
31	то же время	1	2
32	этой точки зрения	1	2
33	той или иной	5	2
34	в то же	1	2
35	и в этом	4	2
36	и того же	2	1
37	есть не более	1	1
38	есть один из	1	1
39	поскольку с одной	1	1
40	чуть ли не	1	1
41	ничего не стоит	1	1
42	по отношению к	2	1
43	в самом деле	11	1
44	одного и того	2	1
45	по своему значению	1	1
46	в таком случае	2	1
47	и в то	1	1
48	что все эти	1	1
49	в первую очередь	3	1
50	отношение к нашей	1	1
51	все те же	1	1
52	но для этого	1	1
53	а вместе с	1	1
54	с тем что	1	1
55	совершенно ясно что	2	1
56	но и как	1	1
57	из этих слов	1	1
58	но все они	1	1
59	только в силу	1	1
60	чтобы она была	1	1
61	в данном случае	4	1
62	в нашем смысле	2	1
63	не потому что	1	1
64	в первом случае	2	1
65	смысле этого слова	2	1
66	и не могут	1	1
67	в отличие от	2	1
68	это главным образом	1	1
69	нашем смысле слова	1	1
70	потому что в	2	1
71	не только как	3	1
72	не в том	2	1
73	таким образом при	1	1
74	с нашей точки	1	1
75	а не как	1	1
76	тем или иным	1	1
77	с другой стороны	3	1
78	один и тот	2	1
79	а в том	1	1
80	только то что	2	1
81	что учение о	1	1
82	не может быть	3	1
83	что даже в	1	1
84	из которых каждый	1	1
85	в то время	1	1
86	так и в	3	1
87	в свою очередь	1	1
88	естественной реакцией против	1	1
89	в одном из	1	1
90	не только не	1	1
91	нашей точки зрения	1	1
92	мы имеем в	1	1
93	после того как	4	1
94	при таких условиях	1	1
95	тем что в	1	1
96	ни на какие	1	1
97	что и в	2	1
98	только тогда когда	4	1
99	именно потому что	1	1
100	и тот же	2	1
101	получается в результате	1	1
