N	2gram	Trubetskoy_1	PoTuStor
1	может быть	16	17
2	и в	23	16
3	и пр	1	12
4	в этом	12	9
5	и проч	4	9
6	таким образом	31	9
7	и только	2	9
8	мы можем	6	9
9	прежде всего	3	9
10	и с	5	8
11	точки зрения	13	8
12	в психике	7	8
13	и его	1	8
14	не может	17	8
15	совершенно не	3	8
16	с его	1	7
17	не только	7	7
18	сказать что	1	7
19	я и	1	6
20	самом деле	12	6
21	конечно не	3	6
22	при этом	9	6
23	с точки	8	6
24	и это	3	6
25	для него	2	6
26	и к	5	6
27	еще не	5	5
28	отношение к	4	5
29	все эти	19	5
30	до сознания	1	5
31	что такое	1	5
32	как бы	10	5
33	на самом	7	4
34	и ее	2	4
35	и на	6	4
36	отнюдь не	2	4
37	и наконец	3	4
38	но в	4	4
39	в этой	6	4
40	в нем	3	4
41	и может	3	4
42	его в	5	4
43	в один	2	4
44	мысли и	1	4
45	все это	11	4
46	самого начала	1	4
47	как мы	2	4
48	с ее	2	4
49	с самого	1	4
50	так и	10	4
51	но мы	1	4
52	в его	5	4
53	а потому	5	4
54	с ними	2	4
55	только в	6	4
56	для всех	1	4
57	и их	5	4
58	так как	7	4
59	и даже	1	4
60	но и	9	4
61	и не	8	4
62	и все	7	4
63	хотя бы	4	4
64	все что	9	4
65	тех же	2	3
66	во всех	10	3
67	в общем	6	3
68	и как	1	3
69	и вот	1	3
70	их в	2	3
71	на этом	2	3
72	на этой	2	3
73	том что	19	3
74	сих пор	8	3
75	культура и	1	3
76	по крайней	1	3
77	и притом	1	3
78	в основе	2	3
79	до сих	8	3
80	и оно	1	3
81	те же	2	3
82	по сравнению	5	3
83	с другими	1	3
84	крайней мере	1	3
85	в том	30	3
86	назад в	1	3
87	только на	1	3
88	мы знаем	10	3
89	всяком случае	2	3
90	в области	4	3
91	вместе с	6	3
92	и потому	3	3
93	сравнению с	5	3
94	могут быть	1	3
95	вся культура	1	3
96	что в	8	3
97	в этих	3	3
98	а в	3	3
99	то что	18	3
100	между ними	2	3
101	жизни и	2	3
102	во всяком	2	3
103	ту же	2	2
104	же как	3	2
105	в самом	8	2
106	мы уже	4	2
107	мы не	1	2
108	говорить о	2	2
109	того же	9	2
110	и говорить	3	2
111	между собой	4	2
112	из этих	8	2
113	совсем не	1	2
114	но как	2	2
115	друг на	1	2
116	нет и	1	2
117	него только	1	2
118	с этим	11	2
119	в этот	1	2
120	что это	5	2
121	он не	3	2
122	и по	3	2
123	то же	4	2
124	по своему	5	2
125	нечего и	3	2
126	было бы	3	2
127	в жизни	3	2
128	кажется что	1	2
129	по всему	1	2
130	в них	2	2
131	как и	9	2
132	между собою	5	2
133	потому и	2	2
134	на первый	2	2
135	в своей	1	2
136	знаем что	8	2
137	не менее	7	2
138	в науке	1	2
139	никогда не	4	2
140	на два	1	2
141	таким путем	1	2
142	сущность его	1	2
143	сводится к	2	2
144	что на	1	2
145	все то	2	2
146	не могут	4	2
147	и всех	1	2
148	что оно	3	2
149	т.е в	1	2
150	этот остаток	1	2
151	не будет	5	2
152	как не	2	2
153	только то	2	2
154	как с	1	2
155	быть может	1	2
156	для этого	7	2
157	и вообще	3	2
158	с ним	6	2
159	находится в	1	2
160	о том	7	2
161	другими словами	2	2
162	для нас	3	2
163	что и	7	2
164	во всей	1	2
165	один из	1	2
166	мы видим	1	2
167	что он	7	2
168	и так	2	2
169	поэтому и	1	2
170	есть в	2	2
171	с нею	1	2
172	если мы	4	2
173	в начале	2	2
174	на этих	1	2
175	и других	2	2
176	эти понятия	1	2
177	для меня	4	2
178	к ним	2	2
179	у него	5	2
180	себя и	2	2
181	а на	1	2
182	на друга	1	2
183	в развитии	1	2
184	что мы	4	2
185	в одно	2	2
186	в частности	2	2
187	так же	8	2
188	в историю	1	2
189	с этой	3	2
190	и таким	1	2
191	и для	6	2
192	в голову	1	2
193	ни было	2	2
194	не есть	2	2
195	это делает	1	2
196	все остальные	1	2
197	не знает	2	2
198	всех других	2	2
199	а может	1	2
200	ее в	1	2
201	к этому	5	2
202	можно назвать	3	2
203	они не	2	2
204	говоря о	1	1
205	потом и	1	1
206	все остальное	1	1
207	и то	4	1
208	он может	1	1
209	шаг за	1	1
210	науки о	1	1
211	это и	1	1
212	культура не	1	1
213	что эти	2	1
214	высшей степени	1	1
215	собою в	1	1
216	т.е только	1	1
217	что между	1	1
218	что если	3	1
219	теперь мы	2	1
220	вопрос о	3	1
221	на место	1	1
222	совершенно так	4	1
223	так чтобы	2	1
224	а для	2	1
225	почти исключительно	1	1
226	я не	2	1
227	из того	4	1
228	но даже	3	1
229	не совсем	1	1
230	же что	2	1
231	зависимости от	1	1
232	время после	2	1
233	учреждение и	1	1
234	в ней	3	1
235	и самого	1	1
236	иное как	1	1
237	столь же	5	1
238	бы то	2	1
239	что его	4	1
240	основано на	5	1
241	на сторону	1	1
242	но не	2	1
243	заметим что	2	1
244	методов и	1	1
245	него все	1	1
246	вступают в	2	1
247	что они	2	1
248	к сожалению	1	1
249	в течение	4	1
250	в центре	1	1
251	первый взгляд	1	1
252	в особом	1	1
253	общего с	2	1
254	все же	13	1
255	однако не	1	1
256	хотя и	4	1
257	что по	3	1
258	не являются	1	1
259	его к	1	1
260	это просто	1	1
261	увидим что	1	1
262	этой цели	1	1
263	есть ли	1	1
264	от этого	1	1
265	психологии и	1	1
266	уже не	1	1
267	та же	3	1
268	точку зрения	2	1
269	ступени развития	5	1
270	ни один	3	1
271	а во-вторых	1	1
272	в нашем	3	1
273	то я	1	1
274	не сделал	1	1
275	научных методов	1	1
276	и следа	1	1
277	во многих	1	1
278	по мнению	1	1
279	на его	1	1
280	он найдет	1	1
281	и положительный	1	1
282	что она	1	1
283	не следует	1	1
284	главным образом	1	1
285	их а	1	1
286	но именно	1	1
287	и социальной	2	1
288	идеи и	1	1
289	образом и	2	1
290	в корне	1	1
291	борьбу с	1	1
292	только те	2	1
293	но вместе	1	1
294	из него	2	1
295	мы говорили	7	1
296	без исключения	1	1
297	по его	2	1
298	от нее	2	1
299	то ни	3	1
300	одна на	1	1
301	а то	1	1
302	различие между	1	1
303	в мире	6	1
304	конечно в	2	1
305	той же	1	1
306	на все	5	1
307	лишь в	5	1
308	труда на	1	1
309	входит в	1	1
310	это было	1	1
311	уже знаем	1	1
312	на почве	3	1
313	истории и	1	1
314	мы сказали	3	1
315	мы считаем	1	1
316	превратив его	1	1
317	с тем	2	1
318	несмотря на	6	1
319	друга в	1	1
320	этих областях	3	1
321	похоже на	1	1
322	семьи и	3	1
323	и того	3	1
324	смысл и	1	1
325	их на	1	1
326	одного и	3	1
327	лучше всего	1	1
328	понятны и	1	1
329	и еще	1	1
330	искать в	1	1
331	нужно только	1	1
332	но если	2	1
333	и другом	1	1
334	и культуры	4	1
335	реальной и	1	1
336	и благодаря	1	1
337	его мнению	1	1
338	нею и	1	1
339	на первых	1	1
340	что до	1	1
341	свой смысл	1	1
342	что я	1	1
343	нами до	1	1
344	к такой	1	1
345	выше мы	4	1
346	друг другу	1	1
347	это сознание	1	1
348	на другую	1	1
349	однако в	1	1
350	на всю	1	1
351	осталось и	1	1
352	человека но	1	1
353	так называемого	5	1
354	освободиться от	2	1
355	всех их	1	1
356	можно ли	2	1
357	тогда когда	3	1
358	дело в	1	1
359	одна из	2	1
360	в сущности	2	1
361	к подобной	1	1
362	того чтобы	8	1
363	только не	2	1
364	вытекает из	1	1
365	не имеет	1	1
366	не лучше	1	1
367	ничего не	1	1
368	этих двух	2	1
369	они являются	1	1
370	только когда	1	1
371	очень мало	2	1
372	во всем	3	1
373	к этим	1	1
374	связи с	4	1
375	в сознании	6	1
376	более позднее	1	1
377	в виду	2	1
378	следует что	2	1
379	уже и	3	1
380	мы и	2	1
381	с другом	9	1
382	и со	1	1
383	от того	3	1
384	их лежит	1	1
385	отличается от	6	1
386	же самое	1	1
387	должны быть	3	1
388	к тому	8	1
389	бы он	1	1
390	что при	6	1
391	она не	2	1
392	как известно	3	1
393	ничего общего	3	1
394	же совершенно	1	1
395	из всего	1	1
396	всем этим	1	1
397	без всякого	1	1
398	данном случае	3	1
399	только при	2	1
400	на нашу	2	1
401	и мало	1	1
402	в себя	2	1
403	культуры и	9	1
404	говорили что	1	1
405	приводит к	1	1
406	роль в	1	1
407	и что	8	1
408	и прочее	1	1
409	если они	1	1
410	и сам	2	1
411	в другом	2	1
412	можно было	1	1
413	и культурой	1	1
414	каждого из	1	1
415	утверждаем что	1	1
416	в научную	1	1
417	именно этот	1	1
418	к тем	2	1
419	самую важную	1	1
420	если бы	8	1
421	из одного	2	1
422	в разных	3	1
423	и начало	1	1
424	развития в	1	1
425	два момента	1	1
426	и т.д	4	1
427	на вопрос	4	1
428	и та	1	1
429	же более	1	1
430	жизни если	1	1
431	других людей	1	1
432	создают и	1	1
433	на пользу	1	1
434	с нами	1	1
435	на одном	2	1
436	не более	2	1
437	в другой	1	1
438	из одних	1	1
439	разделения труда	1	1
440	для самого	2	1
441	войдя в	2	1
442	к нему	2	1
443	и история	1	1
444	но так	2	1
445	себя с	1	1
446	что только	2	1
447	сомнению что	3	1
448	тот же	3	1
449	позднее время	1	1
450	каждый момент	1	1
451	к их	1	1
452	бы ни	1	1
453	современной культуры	1	1
454	и жизни	1	1
455	делает его	1	1
456	с одной	3	1
457	в качестве	1	1
458	же и	1	1
459	всем мире	1	1
460	утверждают что	1	1
461	культурой и	1	1
462	выводам что	1	1
463	уже в	1	1
464	то и	2	1
465	в нашей	1	1
466	сделать и	1	1
467	а это	2	1
468	рано или	1	1
469	в борьбу	1	1
470	конечно нет	1	1
471	не будут	2	1
472	конечно у	1	1
473	ним и	1	1
474	в конце	4	1
475	вовсе не	2	1
476	ее не	1	1
477	будет только	2	1
478	не случайно	1	1
479	случае не	1	1
480	них мы	1	1
481	заметить что	1	1
482	даже и	1	1
483	для того	8	1
484	науки в	1	1
485	или поздно	1	1
486	со стороны	1	1
487	в истинном	1	1
488	или иной	1	1
489	деле есть	1	1
490	в высшей	1	1
491	с другой	6	1
492	эти две	1	1
493	в свою	2	1
494	у многих	1	1
495	представляет собою	2	1
496	а с	4	1
497	на которые	1	1
498	что для	4	1
499	мы утверждаем	1	1
500	чем конечно	1	1
501	у нас	3	1
502	одной стороны	2	1
503	конечно остается	1	1
504	а наоборот	3	1
505	психологии а	1	1
506	зависит от	1	1
507	а не	1	1
508	в руках	1	1
509	потому-то и	1	1
510	это удастся	1	1
511	в связи	3	1
512	знает все	1	1
513	вопрос можно	1	1
514	и особенно	2	1
515	в человеке	1	1
516	в данном	3	1
517	что же	2	1
518	упадка и	1	1
519	а потом	1	1
520	субъективный и	1	1
521	из этой	2	1
522	наконец и	1	1
523	течение своей	1	1
524	не сознавая	1	1
525	друг с	9	1
526	в состоянии	4	1
527	т.е те	1	1
528	быть не	1	1
529	сейчас же	3	1
530	в культуре	1	1
531	этом и	1	1
532	точно и	1	1
533	в более	1	1
534	но какое	1	1
535	и часто	1	1
536	в самые	1	1
537	при таком	2	1
538	потому не	1	1
539	не подлежит	3	1
540	и другими	1	1
541	мы только	1	1
542	ли они	1	1
543	это может	2	1
544	в эту	2	1
545	еще более	1	1
546	мы должны	4	1
547	только что	3	1
548	я в	2	1
549	на такой	1	1
550	основе их	1	1
551	не осталось	1	1
552	жизни в	1	1
553	психики и	1	1
554	нет ничего	1	1
555	в психологии	3	1
556	с ней	1	1
557	работы и	2	1
558	от всех	1	1
559	душевная жизнь	1	1
560	что такие	2	1
561	взгляда на	1	1
562	ко всему	2	1
563	за шагом	1	1
564	в своих	2	1
565	этой точки	1	1
566	и эта	1	1
567	как на	4	1
