N	2gram	Voloshinov_1	Dialekti
1	и не	8	27
2	а не	2	26
3	точки зрения	7	25
4	и в	13	24
5	не только	6	23
6	что такое	1	21
7	по себе	1	20
8	не может	8	19
9	и есть	1	16
10	и что	1	15
11	с точки	5	14
12	то что	6	14
13	таким образом	6	13
14	что он	1	13
15	вовсе не	2	13
16	может быть	8	13
17	не менее	2	11
18	не имеет	2	11
19	что же	3	11
20	отнюдь не	1	10
21	тем не	1	10
22	она есть	1	10
23	не существует	1	10
24	есть не	2	9
25	то это	1	9
26	что она	1	9
27	но и	3	9
28	нет ничего	2	9
29	в этом	2	8
30	и как	1	8
31	учение о	2	8
32	в виде	1	8
33	прежде всего	9	8
34	что мы	1	8
35	том что	2	8
36	это и	1	7
37	в самом	2	7
38	что мир	1	7
39	как и	3	7
40	нет никакого	1	7
41	никогда не	3	7
42	потому что	1	7
43	в виду	1	7
44	другими словами	1	7
45	только на	1	7
46	но что	1	7
47	даже и	1	7
48	в особенности	1	7
49	объект есть	1	7
50	что в	3	7
51	самом деле	3	6
52	что иное	2	6
53	иное как	2	6
54	то же	4	6
55	об этом	1	6
56	возможно только	1	6
57	превращается в	3	6
58	если бы	2	6
59	так как	3	6
60	и пр	7	6
61	не на	2	6
62	и все	3	6
63	все это	4	6
64	но если	1	6
65	не что	2	6
66	вопрос о	1	5
67	и к	2	5
68	само по	1	5
69	одно и	3	5
70	так и	3	5
71	было бы	4	5
72	в них	2	5
73	мы не	4	5
74	и тогда	1	5
75	в том	2	5
76	в то	1	5
77	и его	12	5
78	утверждаю что	1	5
79	только в	6	5
80	одно из	1	5
81	как же	1	5
82	как это	1	5
83	с этой	2	5
84	но это	1	5
85	и то	3	4
86	говорить о	3	4
87	в чем	2	4
88	нет и	1	4
89	в истории	1	4
90	конечно не	1	4
91	подобно тому	1	4
92	собственно говоря	2	4
93	истории и	1	4
94	тому что	1	4
95	как о	1	4
96	если только	1	4
97	и это	1	4
98	без знания	1	4
99	к тому	2	4
100	с другой	2	4
101	для него	2	4
102	так же	2	4
103	тому как	1	4
104	или только	1	4
105	сознания и	2	4
106	хотя бы	5	4
107	только что	1	4
108	сказать что	1	4
109	себя как	1	3
110	мы уже	2	3
111	но даже	1	3
112	зависимости от	2	3
113	и сводится	1	3
114	за пределы	3	3
115	в одной	1	3
116	с этим	3	3
117	в своем	1	3
118	все же	5	3
119	все эти	2	3
120	тем более	1	3
121	на то	1	3
122	в нем	2	3
123	одно движение	1	3
124	того или	2	3
125	он и	1	3
126	выйти за	1	3
127	должно быть	1	3
128	как все	1	3
129	не в	3	3
130	одна из	1	3
131	в основе	1	3
132	никакого отношения	1	3
133	на себя	1	3
134	же время	1	3
135	во всем	2	3
136	должны быть	1	3
137	и о	1	3
138	быть может	1	3
139	к нему	1	3
140	все время	1	3
141	быть и	1	3
142	или же	1	3
143	и ее	2	3
144	с одной	2	3
145	тем что	2	3
146	для того	1	3
147	не было	1	3
148	ни о	1	3
149	одной стороны	2	3
150	как бы	6	3
151	если не	1	3
152	не знает	1	3
153	только о	1	3
154	также и	1	2
155	например в	1	2
156	же как	1	2
157	только потому	1	2
158	в чисто	1	2
159	не имеют	1	2
160	в зависимости	2	2
161	из того	1	2
162	и он	1	2
163	в ней	2	2
164	еще не	1	2
165	с его	1	2
166	но не	1	2
167	и уж	1	2
168	его на	2	2
169	но в	4	2
170	интеллектуальной интуиции	1	2
171	в условиях	1	2
172	ни один	3	2
173	думать что	2	2
174	в себе	3	2
175	и если	1	2
176	при этом	2	2
177	раз навсегда	1	2
178	и вот	1	2
179	на этом	1	2
180	людей и	1	2
181	объект и	2	2
182	говорить не	1	2
183	ко второму	1	2
184	только одно	1	2
185	из нее	1	2
186	она и	1	2
187	все равно	1	2
188	и уже	3	2
189	несмотря на	2	2
190	же самый	1	2
191	от своего	2	2
192	сознания но	1	2
193	к истории	1	2
194	в их	3	2
195	существует но	1	2
196	их в	1	2
197	бы быть	1	2
198	же такое	1	2
199	явления как	1	2
200	иметь в	1	2
201	только и	4	2
202	и является	2	2
203	не вполне	1	2
204	когда мы	1	2
205	могут быть	2	2
206	для себя	2	2
207	и сами	1	2
208	так в	1	2
209	и всякого	1	2
210	для этого	1	2
211	и здесь	1	2
212	этого мы	1	2
213	почему же	1	2
214	в его	7	2
215	природы и	1	2
216	на словах	1	2
217	и следовательно	2	2
218	тех пор	4	2
219	и тем	2	2
220	со всеми	1	2
221	не можем	1	2
222	и у	1	2
223	и чисто	1	2
224	никто не	1	2
225	говорить и	1	2
226	следовательно не	1	2
227	еще и	4	2
228	себя и	1	2
229	только к	1	2
230	мы утверждаем	1	2
231	в природе	1	2
232	или нет?	1	2
233	в данном	2	2
234	быть не	1	2
235	призыв к	1	2
236	но для	3	2
