N	3gram	Bakhtin_Pr_4	FransuaR
1	в том числе	4	10
2	том числе и	3	7
3	в том что	2	6
4	в той или	1	5
5	как мы уже	2	5
6	той или иной	2	5
7	большей или меньшей	2	4
8	в средние века	1	4
9	до сих пор	8	4
10	в отличие от	3	4
11	или меньшей степени	2	4
12	в большей или	2	4
13	то есть в	4	4
14	в эпоху возрождения	1	3
15	мы уже сказали	2	3
16	шекспира и сервантеса	1	3
17	с точки зрения	9	3
18	на самом же	1	3
19	в известной мере	1	3
20	века и в	1	3
21	самом же деле	1	3
22	выходит за пределы	1	3
23	у рабле в	1	3
24	к себе самому	3	2
25	прежде всего на	1	2
26	дело в том	2	2
27	как раз и	3	2
28	друг в друга	1	2
29	и в других	2	2
30	не входит в	1	2
31	но и в	2	2
32	в обычной жизни	1	2
33	на этот вопрос	2	2
34	в узком смысле	2	2
35	с одной стороны	1	2
36	влияние на всю	1	2
37	в свое время	2	2
38	у шекспира и	1	2
39	в значительной степени	1	2
40	так и в	1	2
41	и в эпоху	1	2
42	существенные различия между	1	2
43	но все же	1	2
44	средние века и	1	2
45	за свои пределы	1	2
46	и т.п все	1	2
47	в большинстве случаев	8	2
48	и т.п в	1	2
49	во всех его	2	2
50	можно сказать что	2	1
51	но прежде всего	1	1
52	по своей природе	2	1
53	все это позволяет	1	1
54	а между тем	1	1
55	но как раз	1	1
56	нет и не	2	1
57	еще раз подчеркнуть	1	1
58	по отношению к	5	1
59	имеем в виду	3	1
60	выраженный карнавальный характер	1	1
61	и до сих	2	1
62	в самом деле	4	1
63	и все остальные	1	1
64	в xix веке	1	1
65	том что он	1	1
66	и в некоторых	1	1
67	и человеческих отношений	1	1
68	в мировой литературе	1	1
69	и не может	7	1
70	но при всех	1	1
71	почти до предела	1	1
72	сами по себе	2	1
73	но и на	1	1
74	и до настоящего	1	1
75	на пороге и	2	1
76	xx веке происходит	1	1
77	в собственном смысле	1	1
78	влияние карнавального мироощущения	1	1
79	остановимся на некоторых	1	1
80	резко отличается от	1	1
81	это вовсе не	2	1
82	с самим собой	2	1
83	более глубокое и	1	1
84	пародия как жанр	1	1
85	так сказать в	1	1
86	различия между ними	1	1
87	остановимся прежде всего	1	1
88	но дело в	1	1
89	а как бы	1	1
90	его отношения к	1	1
91	но в то	2	1
92	и в большинстве	2	1
93	мы упоминали выше	1	1
94	вовсе не входит	1	1
95	бы ни были	1	1
96	место в жизни	1	1
97	в xx веке	1	1
98	и не вполне	1	1
99	но при этом	1	1
100	человека и человеческих	1	1
101	смотрит и на	1	1
102	существенное влияние на	1	1
103	в связи с	1	1
104	ни на что	1	1
105	эти типы и	1	1
106	это конечно не	1	1
107	в его романе	1	1
108	во всяком случае	1	1
109	до настоящего времени	1	1
110	с другой стороны	3	1
111	как бы в	3	1
112	не может быть	8	1
113	же то что	1	1
114	пафосом смен и	1	1
115	и т.п являются	1	1
116	в данную эпоху	1	1
117	то же время	5	1
118	жизни и все	1	1
119	литературная пародия как	1	1
120	то есть из	1	1
121	всей нашей работы	1	1
122	то что мы	1	1
123	никогда не может	1	1
124	в одном из	2	1
125	на этом мы	2	1
126	жизни в этом	1	1
127	и так сказать	1	1
128	как нам кажется	2	1
129	и не знает	1	1
130	раз подчеркнуть что	1	1
131	мы имеем в	3	1
132	они как бы	1	1
133	точки зрения он	1	1
134	друг от друга	1	1
135	задача всей нашей	1	1
136	в то же	5	1
137	мы уже указывали	1	1
138	и развиваться в	1	1
139	в отношении к	2	1
140	у сервантеса уже	1	1
141	друг с другом	5	1
142	и в нем	1	1
143	не только в	1	1
144	еще и не	1	1
145	эпохи возрождения он	1	1
146	но самое главное	1	1
147	в какой-то мере	1	1
148	оба полюса становления	2	1
149	от друга в	1	1
150	к тому же	1	1
151	и углубленной форме	1	1
152	вольтера и дидро	1	1
