N	3gram	Vinokur_Ku_1	Hudozhes
1	в том что	15	11
2	по отношению к	8	7
3	о том что	5	7
4	так и не	1	4
5	то же время	2	4
6	в то же	2	4
7	к тому что	2	4
8	в самом деле	7	3
9	не может быть	3	3
10	с одной стороны	1	3
11	для того чтобы	15	3
12	тем не менее	4	3
13	в соответствии с	3	3
14	том что она	1	2
15	состоит в том	3	2
16	о том как	3	2
17	с точки зрения	9	2
18	только в том	3	2
19	до сих пор	4	2
20	и в то	1	2
21	хотя бы и	2	2
22	и т п	18	2
23	можно было бы	3	2
24	тогда как в	1	2
25	так же как	1	2
26	а всего лишь	1	2
27	того или иного	3	2
28	не только в	1	2
29	но еще и	1	2
30	и т д	14	2
31	это уже не	1	1
32	на том что	1	1
33	на улице и	1	1
34	сводится к тому	2	1
35	той или иной	1	1
36	в ней все	1	1
37	это было бы	1	1
38	в настоящее время	1	1
39	боялся как бы	1	1
40	как раз и	1	1
41	и все же	1	1
42	как например в	1	1
43	тот или иной	1	1
44	он видел ее	1	1
45	не сказал бы	1	1
46	при этом что	1	1
47	в том случае	1	1
48	можно сказать на	1	1
49	между тем как	1	1
50	в этом отношении	5	1
51	а с другой	3	1
52	точно так же	1	1
53	только для того	1	1
54	не то что	1	1
55	том случае если	1	1
56	в это время	1	1
57	в конечном итоге	1	1
58	едва ли не	1	1
59	всего тем что	1	1
60	так или иначе	2	1
61	лишь в том	1	1
62	как одно из	1	1
63	с другой стороны	6	1
64	бы уже не	1	1
65	только о том	1	1
66	с ним было	1	1
67	об этом и	1	1
68	что несмотря на	1	1
69	а в том	2	1
70	как и всякая	1	1
71	но с другой	1	1
72	как это часто	1	1
73	на наших глазах	1	1
74	заключается в том	2	1
75	в соединении с	1	1
76	в первом случае	1	1
77	та или иная	1	1
78	в этом случае	2	1
79	берет на себя	1	1
80	и в самом	2	1
81	но все же	2	1
82	друг от друга	1	1
83	после того как	1	1
84	того факта что	1	1
85	чтобы ответить на	1	1
86	что и в	1	1
