N	2gram	Losev_Dial_3	Analitik
1	тогда как	1	19
2	в этом	8	18
3	не только	23	16
4	и в	24	16
5	в частности	2	16
6	так и	5	15
7	как и	7	14
8	но и	9	12
9	и не	27	12
10	том что	8	12
11	в том	5	12
12	в качестве	1	11
13	при этом	2	10
14	могут быть	2	10
15	а не	26	10
16	как бы	3	10
17	ничего не	17	9
18	и даже	13	9
19	то есть	1	9
20	в данном	2	8
21	отнюдь не	10	8
22	к тому	4	7
23	о том	6	7
24	в себе	2	7
25	то что	14	7
26	в самом	7	6
27	и на	3	6
28	но в	2	6
29	в мире	1	6
30	говорить о	4	6
31	может быть	13	6
32	с другой	4	6
33	как это	5	6
34	на себя	3	5
35	в сторону	1	5
36	и к	5	5
37	данном случае	1	5
38	с одной	3	5
39	говорит о	4	5
40	по преимуществу	1	4
41	в сущности	10	4
42	но не	2	4
43	за пределы	3	4
44	в своем	3	4
45	хотя и	5	4
46	в себя	1	4
47	тому же	2	4
48	на этом	2	4
49	то же	6	4
50	не с	1	4
51	и тем	2	4
52	тем самым	3	4
53	для него	4	4
54	точки зрения	25	4
55	не в	3	4
56	только не	10	4
57	и является	2	4
58	имеет место	1	4
59	не менее	11	4
60	можно сказать	1	4
61	во всех	1	4
62	только в	5	4
63	и его	5	4
64	уже не	5	4
65	не так	1	4
66	у него	2	4
67	как раз	7	4
68	одной стороны	3	4
69	не может	19	4
70	и смерти	1	4
71	все это	6	4
72	я и	2	3
73	и то	4	3
74	едва ли	1	3
75	в их	2	3
76	в конечном	1	3
77	мы имеем	1	3
78	и если	2	3
79	и сам	1	3
80	содержит в	1	3
81	его от	1	3
82	подобно тому	4	3
83	несмотря на	2	3
84	не мог	1	3
85	место в	1	3
86	тем не	10	3
87	по крайней	5	3
88	как о	4	3
89	никогда не	7	3
90	казалось бы	1	3
91	имеем дело	1	3
92	тем что	3	3
93	этом отношении	1	3
94	что на	1	3
95	ни о	3	3
96	той или	2	3
97	как мы	2	3
98	в результате	1	3
99	если бы	6	3
100	в словах	1	3
101	того или	3	3
102	что и	6	3
103	крайней мере	5	3
104	и все	6	3
105	одной из	1	3
106	так что	8	3
107	есть в	3	3
108	из них	3	3
109	при всей	1	3
110	только на	7	3
111	со стороны	2	3
112	или иной	4	3
113	именно в	2	3
114	было бы	5	3
115	и за	1	3
116	или иного	2	3
117	тому как	4	3
118	или в	2	3
119	на небесах	1	3
120	бы в	2	3
121	прежде всего	8	3
122	а в	2	3
123	не знает	3	3
124	с самим	1	3
125	речь идет	1	2
126	я его	1	2
127	отношения к	1	2
128	таком случае	10	2
129	ведь и	1	2
130	той же	3	2
131	а как	1	2
132	и он	2	2
133	еще не	2	2
134	он был	1	2
135	конечном счете	1	2
136	в общем	1	2
137	и я	3	2
138	о жизни	1	2
139	себе не	1	2
140	на то	3	2
141	вообще не	2	2
142	он не	5	2
143	что она	9	2
144	таким образом	13	2
145	что все	14	2
146	это было	3	2
147	в споре	1	2
148	по себе	20	2
149	он и	3	2
150	жизни но	1	2
151	в этих	1	2
152	в котором	1	2
153	с точки	14	2
154	стало быть	9	2
155	о себе	2	2
156	миф и	3	2
157	здесь принадлежит	1	2
158	в устах	1	2
159	для нее	1	2
160	даже в	1	2
161	она не	3	2
162	что с	1	2
163	в то	5	2
164	дело не	1	2
165	не имеет	11	2
166	на котором	2	2
167	на него	1	2
168	же время	3	2
169	это именно	1	2
170	особого рода	3	2
171	или иных	1	2
172	всего в	1	2
173	в нас	1	2
174	с ее	1	2
175	того и	2	2
176	на которую	1	2
177	строго говоря	1	2
178	другого и	1	2
179	нас к	2	2
180	с ним	1	2
181	и смерть	2	2
182	что в	7	2
183	никак не	2	2
184	его в	1	2
185	и во	2	2
186	собственно говоря	4	2
187	в его	2	2
188	вообще и	1	2
189	того что	12	2
190	с той	1	2
191	грань между	2	2
192	все той	1	2
193	себя в	2	2
194	не есть	54	2
195	а то	1	2
196	одно из	5	2
197	ведь это	2	2
198	в одном	1	2
199	вовсе не	13	2
200	не о	2	2
201	уже и	3	2
202	здесь в	1	2
203	своего собственного	2	2
204	превращается в	6	2
205	может ли	3	2
206	его как	3	2
207	была бы	3	2
208	о чем	1	2
209	реальности в	1	2
210	вместе с	1	2
211	так же	4	2
212	по существу	2	2
213	тех или	2	2
214	и для	2	2
215	объекта и	1	2
216	тот кто	1	2
217	внимание на	1	2
218	личности и	5	2
219	от своего	2	2
220	сказать что	4	2
221	другой стороны	2	2
222	т е	48	2
223	об этих	1	2
