N	2gram	Propp_Russ_2	FransuaR
1	и в	29	56
2	в его	1	18
3	таким образом	6	17
4	все эти	3	15
5	в этом	11	14
6	в том	22	13
7	так и	1	13
8	он был	1	12
9	в то	2	12
10	и его	1	12
11	то же	4	11
12	в них	4	11
13	в этих	3	11
14	до конца	3	11
15	как бы	18	11
16	и до	1	10
17	мы уже	1	10
18	еще не	6	10
19	в самом	1	9
20	и не	1	9
21	только в	1	9
22	но и	8	9
23	во всех	3	8
24	не только	10	8
25	в нем	1	8
26	и с	10	8
27	и даже	1	8
28	и др	1	8
29	по своему	1	8
30	все это	10	8
31	том что	22	8
32	и на	6	7
33	в большинстве	1	7
34	как мы	3	7
35	в ее	3	6
36	в этой	3	6
37	но в	5	6
38	связи с	2	6
39	связаны с	3	6
40	прежде всего	2	6
41	и все	4	6
42	потому что	5	6
43	одним из	2	5
44	но не	5	5
45	в пределах	1	5
46	так сказать	1	5
47	мы видели	7	5
48	такой же	1	5
49	во время	12	5
50	своего рода	1	5
51	никогда не	2	5
52	один из	2	5
53	ни с	1	5
54	не было	2	5
55	как и	11	5
56	что в	22	5
57	есть и	1	5
58	и другие	14	5
59	ту же	1	4
60	например в	1	4
61	и потому	1	4
62	на меже	1	4
63	в ней	1	4
64	не был	2	4
65	в которой	2	4
66	что это	3	4
67	при этом	6	4
68	их в	4	4
69	что все	1	4
70	и ее	2	4
71	и более	1	4
72	одна из	11	4
73	того чтобы	6	4
74	по своей	1	4
75	во всем	2	4
76	и несколько	1	4
77	в духе	1	4
78	и других	3	4
79	о том	9	4
80	в ту	1	4
81	с одной	2	4
82	в качестве	3	4
83	так как	13	4
84	в особенности	1	4
85	в основе	1	4
86	в свете	3	4
87	в своих	2	4
88	в году	3	3
89	в их	2	3
90	на них	4	3
91	не просто	1	3
92	в своем	1	3
93	перед нами	1	3
94	кроме того	2	3
95	и наконец	1	3
96	его к	1	3
97	этот смех	1	3
98	главным образом	3	3
99	всех этих	1	3
100	характер в	2	3
101	здесь нет	1	3
102	имен и	1	3
103	не в	4	3
104	но он	3	3
105	в таких	3	3
106	можно видеть	1	3
107	в форме	2	3
108	во все	1	3
109	другом месте	1	3
110	рядом с	1	3
111	здесь мы	2	3
112	и о	3	3
113	в другом	1	3
114	в образе	2	3
115	и здесь	1	3
116	настоящее время	1	3
117	а также	4	3
118	между тем	3	3
119	в литературе	1	3
120	как например	3	3
121	видели что	4	3
122	так что	4	3
123	идеологии и	1	3
124	уже не	4	3
125	был бы	1	3
126	что и	2	3
127	может быть	13	3
128	здесь в	2	3
129	что для	3	3
130	в некоторых	9	3
131	не на	1	3
132	сказать что	1	3
133	там где	2	3
134	связь с	3	3
135	на эту	2	3
136	он видел	1	3
137	в настоящее	1	3
138	то что	5	3
139	и то	2	2
140	на самом	2	2
141	на две	2	2
142	что эти	1	2
143	мы не	6	2
144	с другой	2	2
145	совсем не	2	2
146	значение и	1	2
147	что они	1	2
148	все остальные	1	2
149	хотя и	1	2
150	когда он	1	2
151	и как	2	2
152	смеха в	1	2
153	что она	3	2
154	и еще	2	2
155	в виде	4	2
156	и такие	1	2
157	людей и	2	2
158	так например	1	2
159	этих форм	1	2
160	его в	8	2
161	смеха и	1	2
162	и была	1	2
163	по всему	1	2
164	из нее	2	2
165	превращаются в	1	2
166	с тем	6	2
167	несмотря на	1	2
168	в развитии	1	2
169	или менее	1	2
170	для него	1	2
171	и при	2	2
172	в своей	2	2
173	в котором	3	2
174	в которых	4	2
175	мир и	1	2
176	если бы	1	2
177	дело в	1	2
178	о них	2	2
179	дело не	2	2
180	не имели	2	2
181	того как	2	2
182	с одним	1	2
183	особое значение	1	2
184	что на	2	2
185	он называет	1	2
186	начиная с	2	2
187	данном случае	7	2
188	то время	2	2
189	и совершенно	1	2
190	с собой	1	2
191	когда в	1	2
192	могла быть	1	2
193	с ним	1	2
194	образом в	2	2
195	можно сказать	1	2
196	и во	1	2
197	к нему	4	2
198	вся эта	2	2
199	этот момент	1	2
200	во всей	1	2
201	было бы	3	2
202	указывает что	1	2
203	но с	1	2
204	что он	1	2
205	очень много	1	2
206	это не	5	2
207	уже в	1	2
208	только на	1	2
209	из них	4	2
210	в одном	1	2
211	к ним	1	2
212	как раз	1	2
213	в других	15	2
214	смерти и	2	2
215	для того	6	2
216	со смехом	2	2
217	человека и	1	2
218	возможно что	1	2
219	далеко не	4	2
220	говорит о	2	2
221	одной стороны	2	2
222	а на	9	2
223	был в	1	2
224	не может	5	2
225	вместе с	6	2
226	так же	4	2
227	из которых	2	2
228	в данном	6	2
229	а не	4	2
230	в церкви	2	2
231	с этой	2	2
232	но это	1	2
233	все же	2	2
234	и для	2	2
235	в эту	3	2
236	а в	9	2
237	на украине	2	2
238	это в	2	2
239	другой стороны	1	2
240	более или	1	2
241	и эта	1	2
242	к этому	5	2
243	с природой	1	1
244	в этот	10	1
245	в приведенном	1	1
246	из самых	1	1
247	книге о	1	1
248	а как	1	1
249	выходить из	1	1
250	превратились в	1	1
251	что между	1	1
252	вопрос о	4	1
253	из своих	1	1
254	так чтобы	2	1
255	на свою	1	1
256	один пример	1	1
257	то это	1	1
258	в народном	3	1
259	накануне ивана	3	1
260	по этому	2	1
261	между собой	2	1
262	там и	2	1
263	как у	1	1
264	еще далеко	1	1
265	землю и	1	1
266	в эти	1	1
267	во дворе	1	1
268	большое значение	1	1
269	в одной	1	1
270	эта связь	2	1
271	как в	7	1
272	стороны и	1	1
273	в одних	1	1
274	что по	4	1
275	имеется ряд	1	1
276	нового и	1	1
277	сливается с	1	1
278	не можем	2	1
279	та же	2	1
280	другие элементы	1	1
281	он в	1	1
282	из этих	2	1
283	соприкасались с	1	1
284	тому же	1	1
285	во многих	9	1
286	лица и	1	1
287	как он	1	1
288	но на	1	1
289	вообще не	1	1
290	не ограничивалось	1	1
291	не следует	1	1
292	народ на	1	1
293	в огороде	1	1
294	состоит в	15	1
295	не к	2	1
296	свою силу	1	1
297	подобно тому	3	1
298	в нее	1	1
299	можно было	2	1
300	это конечно	1	1
301	указывали на	1	1
302	связанные с	2	1
303	и всем	2	1
304	связанных с	1	1
305	на все	1	1
306	на этой	1	1
307	дома и	1	1
308	с другими	3	1
309	и дает	1	1
310	что большинство	1	1
311	игра на	1	1
312	в новое	1	1
313	из первых	1	1
314	только одно	1	1
315	их как	1	1
316	иногда принимали	1	1
317	не всегда	3	1
318	где-нибудь в	2	1
319	и некоторых	1	1
320	чем в	2	1
321	хотя здесь	1	1
322	здесь все	1	1
323	не во	1	1
324	место в	1	1
325	еще с	1	1
326	в отличие	3	1
327	возвращение к	1	1
328	смех в	1	1
329	которые в	1	1
330	такую же	1	1
331	тесно связаны	1	1
332	том же	4	1
333	о двух	1	1
334	показать что	1	1
335	возвращается к	1	1
336	некоторых случаях	1	1
337	к такой	1	1
338	но они	1	1
339	а иногда	2	1
340	и смех	3	1
341	эти формы	1	1
342	не имеет	3	1
343	тогда когда	4	1
344	в науке	1	1
345	и притом	1	1
346	новый год	3	1
347	мужей и	1	1
348	следовательно и	1	1
349	в другую	1	1
350	и является	1	1
351	под названием	2	1
352	так называемый	1	1
353	же значение	1	1
354	звучит в	1	1
355	как будто	1	1
356	этом отношении	1	1
357	такие же	3	1
358	и веселья	1	1
359	но смех	1	1
360	одном ряду	1	1
361	могут быть	2	1
362	те и	1	1
363	с полной	1	1
364	смехом и	2	1
365	для его	1	1
366	они становятся	1	1
367	полученных им	1	1
368	в полной	1	1
369	имеет место	1	1
370	имели и	1	1
371	гоголь в	1	1
372	и это	1	1
373	из всего	1	1
374	и превратились	1	1
375	а затем	4	1
376	в виду	2	1
377	на нем	1	1
378	и сами	1	1
379	здесь не	1	1
380	смерти в	2	1
381	ряду с	1	1
382	так в	2	1
383	живет в	3	1
384	мог бы	1	1
385	мотивы в	1	1
386	известны всем	1	1
387	которые с	2	1
388	еще в	2	1
389	это только	1	1
390	для этого	5	1
391	представления об	2	1
392	и что	5	1
393	влияние на	2	1
394	утверждает что	1	1
395	комический эффект	1	1
396	после того	2	1
397	что его	1	1
398	стоящие в	1	1
399	для нас	6	1
400	там же	12	1
401	должно было	3	1
402	места и	1	1
403	ее от	2	1
404	от них	1	1
405	это нужно	1	1
406	есть уже	1	1
407	все в	2	1
408	также в	2	1
409	как правило	1	1
410	человека а	2	1
411	в современной	1	1
412	быть и	1	1
413	в новой	2	1
414	том как	1	1
415	тот же	1	1
416	он употребляет	1	1
417	на очень	1	1
418	вперед и	1	1
419	те которые	1	1
420	должен был	3	1
421	и так	1	1
422	или же	5	1
423	что эта	1	1
424	и обновления	1	1
425	где они	2	1
426	них или	1	1
427	с нею	1	1
428	вопроса о	1	1
429	еще очень	1	1
430	или даже	3	1
431	и обратно	1	1
432	за ним	3	1
433	одно из	2	1
434	земли и	5	1
435	представлений о	2	1
436	в пространстве	1	1
437	в землю	13	1
438	растений и	1	1
439	носит характер	1	1
440	как его	1	1
441	только с	1	1
442	каждый из	2	1
443	отличие от	3	1
444	тем что	3	1
445	притом не	1	1
446	нет в	1	1
447	и малых	1	1
448	того в	2	1
449	образом к	1	1
450	же деле	2	1
451	рост и	1	1
452	того что	3	1
453	без всякой	1	1
454	имеет и	1	1
455	этой комедии	1	1
456	именно в	4	1
457	а именно	3	1
458	а с	2	1
459	по всей	3	1
460	в середине	1	1
461	на ней	1	1
462	превращается в	1	1
463	самом же	2	1
464	чем речь	1	1
465	такое которое	1	1
466	из масок	1	1
467	о каком-то	1	1
468	и оно	1	1
469	точности соответствует	1	1
470	под влиянием	1	1
471	должна была	5	1
472	и вообще	1	1
473	него в	1	1
474	эти слова	1	1
475	некоторые из	1	1
476	другая сторона	1	1
477	на человеческую	1	1
478	независимо от	1	1
479	и мир	1	1
480	что за	1	1
481	тому как	3	1
482	в точности	1	1
483	в тех	1	1
484	и там	3	1
485	быть только	2	1
486	указание на	1	1
487	этого слова	1	1
488	было ни	1	1
489	не будем	3	1
490	и действия	1	1
491	и тогда	1	1
492	близка к	1	1
493	и от	3	1
494	на новый	3	1
495	с другою	1	1
496	от него	1	1
497	тем более	1	1
498	находится в	1	1
499	только элементы	1	1
500	ее в	8	1
501	же в	6	1
502	но если	3	1
503	на части	9	1
504	этой силы	3	1
505	этих элементов	1	1
506	время как	1	1
507	этой же	1	1
508	в период	1	1
509	на другие	1	1
510	только как	2	1
511	их с	1	1
512	одновременно и	1	1
513	из этого	2	1
514	можно наблюдать	1	1
515	из своей	1	1
516	время не	1	1
517	всем этом	1	1
518	а смех	2	1
519	как на	1	1
520	и особенно	1	1
