N	3gram	Tiupa_Anal_2	Problema
1	тем не менее	3	18
2	то же самое	1	9
3	в данном случае	5	8
4	на то что	2	8
5	как раз и	1	7
6	содержит в себе	3	7
7	в этом смысле	2	6
8	в таком случае	2	6
9	о том что	6	5
10	в том что	6	5
11	точно так же	1	4
12	только то что	1	4
13	в связи с	1	4
14	то есть в	2	4
15	той или иной	3	4
16	в то же	2	4
17	сама по себе	1	4
18	также и на	1	3
19	более или менее	1	3
20	с точки зрения	2	3
21	сами по себе	1	3
22	сказать и о	1	3
23	и тем самым	2	3
24	но отнюдь не	1	3
25	не только не	2	3
26	можно сказать что	1	3
27	с другой стороны	2	3
28	в себе не	1	3
29	в этом случае	4	2
30	что иное как	1	2
31	в самом деле	1	2
32	так или иначе	1	2
33	свидетельствует о том	1	2
34	по крайней мере	3	2
35	в таких случаях	1	2
36	в этих случаях	1	2
37	есть не что	1	2
38	то и другое	1	2
39	и то что	2	2
40	а не только	2	2
41	на этот раз	1	2
42	тех или иных	2	2
43	и в этом	4	2
44	во всех этих	1	2
45	не может быть	1	2
46	того или иного	3	2
47	и в самом	2	2
48	не что иное	1	2
49	можно было бы	2	2
50	подобно тому как	3	2
51	если бы он	1	1
52	а между тем	1	1
53	то он в	1	1
54	при встрече с	1	1
55	бы он был	1	1
56	в данный момент	1	1
57	не так уж	1	1
58	мы имеем дело	3	1
59	одним и тем	1	1
60	имеют место в	1	1
61	внимание на то	1	1
62	начала и конца	1	1
63	никоим образом не	1	1
64	и во всех	1	1
65	из них в	1	1
66	до известной степени	1	1
67	внешней и внутренней	1	1
68	имеем дело не	1	1
69	в первую очередь	1	1
70	в этом отношении	3	1
71	к тому или	1	1
72	за пределы этой	1	1
73	не только внутреннее	1	1
74	что в конце	1	1
75	из них не	1	1
76	одно и то	1	1
77	только с одним	1	1
78	в самом начале	3	1
79	и тем же	1	1
80	еще ничего не	1	1
81	не только в	2	1
82	и то же	1	1
83	как мы это	1	1
84	в известном смысле	1	1
85	нам представляется что	1	1
86	на себя внимание	3	1
87	так как будто	1	1
88	не говорит о	1	1
89	за пределы своих	1	1
90	но о том	1	1
91	а то что	1	1
92	нельзя сказать что	1	1
93	уже содержит в	1	1
94	заключается в том	1	1
95	дело не с	1	1
96	ни одна из	1	1
97	в этом втором	1	1
98	тому или иному	1	1
99	ничего не говорит	1	1
100	обращают на себя	1	1
101	в каждом отдельном	1	1
102	к тому что	1	1
103	никак не может	1	1
104	всех этих случаях	1	1
105	как и в	3	1
106	к тому же	4	1
