N	2gram	Propp_Morf_1	StatiiOP
1	и в	13	29
2	том что	4	27
3	в том	6	27
4	в этом	14	21
5	не только	4	19
6	но и	4	19
7	что в	8	19
8	о том	2	17
9	в его	1	13
10	что он	4	13
11	между прочим	1	12
12	в которой	3	11
13	то что	8	11
14	таким образом	21	10
15	к тому	4	10
16	т е	21	10
17	и т	41	9
18	он не	3	9
19	потому что	3	9
20	так и	6	9
21	этом отношении	1	9
22	и не	12	9
23	как на	1	9
24	но в	2	8
25	как раз	1	8
26	и пр	37	8
27	так например	3	7
28	но все	3	7
29	в г	1	7
30	в своей	1	7
31	не столько	1	7
32	тому что	4	7
33	того как	2	7
34	для того	2	7
35	в виду	1	7
36	с тем	2	7
37	одним из	1	6
38	вопрос о	7	6
39	и на	1	6
40	все же	7	6
41	т д	39	6
42	вовсе не	4	6
43	того чтобы	3	6
44	и его	1	6
45	об этом	4	6
46	и что	2	6
47	в одном	1	6
48	до сих	1	6
49	в течение	1	6
50	г в	1	5
51	было бы	3	5
52	точки зрения	2	5
53	в русской	1	5
54	того что	3	5
55	между тем	5	5
56	в качестве	5	5
57	прежде всего	9	5
58	а не	11	5
59	о чем	1	5
60	в той	1	5
61	как бы	3	5
62	сих пор	1	5
63	кроме того	1	4
64	хотя и	3	4
65	и к	4	4
66	не приходится	1	4
67	в другом	2	4
68	и с	1	4
69	не в	3	4
70	дело в	1	4
71	ничего не	4	4
72	после того	1	4
73	раньше чем	3	4
74	но с	1	4
75	связи с	10	4
76	при помощи	9	4
77	для него	1	4
78	с другой	8	4
79	действующих лиц	11	4
80	в частности	2	4
81	к этому	3	4
82	вряд ли	2	3
83	например в	2	3
84	самом деле	4	3
85	на самом	4	3
86	по его	1	3
87	его не	1	3
88	хотя бы	4	3
89	но не	4	3
90	которые не	1	3
91	как в	3	3
92	с этим	11	3
93	в полном	1	3
94	что это	1	3
95	интересно что	1	3
96	вообще не	1	3
97	в начале	3	3
98	в россии	2	3
99	из них	3	3
100	ни в	1	3
101	в этих	13	3
102	но он	1	3
103	не менее	5	3
104	что эта	2	3
105	в обоих	2	3
106	самого начала	1	3
107	одной из	1	3
108	иметь в	1	3
109	и по	2	3
110	тем что	4	3
111	у нас	2	3
112	сомневаться в	1	3
113	оно не	2	3
114	с самого	1	3
115	в образе	4	3
116	и здесь	5	3
117	на вопрос	2	3
118	но это	6	3
119	так что	1	3
120	кажется что	1	3
121	всяком случае	2	3
122	из нее	1	3
123	и даже	1	3
124	в предисловии	1	3
125	еще и	1	3
126	а с	2	3
127	так же	3	3
128	относятся к	2	3
129	другой стороны	4	3
130	не является	3	3
131	во всяком	2	3
132	также и	4	2
133	до него	1	2
134	такое же	1	2
135	из его	2	2
136	где я	1	2
137	то же	7	2
138	на первом	1	2
139	действующего лица	1	2
140	в числе	2	2
141	это время	1	2
142	при сравнении	1	2
143	бы то	3	2
144	с его	2	2
145	тогда как	2	2
146	отличие от	1	2
147	что они	2	2
148	на то	2	2
149	там где	5	2
150	в одной	1	2
151	и как	5	2
152	по пути	1	2
153	более или	2	2
154	все эти	2	2
155	в этой	2	2
156	в себе	1	2
157	на его	4	2
158	больше всего	1	2
159	при этом	1	2
160	если бы	2	2
161	тем не	5	2
162	и более	1	2
163	то ни	3	2
164	а затем	4	2
165	тем в	1	2
166	конечно в	1	2
167	не дает	1	2
168	его в	2	2
169	это было	3	2
170	в это	1	2
171	о которых	1	2
172	как и	3	2
173	во внимание	1	2
174	несмотря на	4	2
175	действительно не	1	2
176	в один	3	2
177	или менее	2	2
178	которую он	1	2
179	что такое	3	2
180	к истории	1	2
181	свободен от	1	2
182	с точки	2	2
183	была не	1	2
184	что этот	1	2
185	даже в	1	2
186	но они	1	2
187	что с	1	2
188	в то	3	2
189	дело не	2	2
190	не имеет	2	2
191	это еще	1	2
192	б в	2	2
193	не может	14	2
194	не по	2	2
195	в области	1	2
196	в каком	2	2
197	не потому	1	2
198	следует еще	1	2
199	него самого	1	2
200	еще в	1	2
201	к первому	1	2
202	он был	1	2
203	даны в	1	2
204	а также	4	2
205	по их	3	2
206	что и	7	2
207	как например	2	2
208	этот вопрос	2	2
209	в какой	3	2
210	только в	2	2
211	так как	16	2
212	случае не	3	2
213	может быть	52	2
214	в них	1	2
215	в особенности	1	2
216	со стороны	3	2
217	очень большое	1	2
218	и др	10	2
219	в некоторых	3	2
220	на этот	1	2
221	не на	2	2
222	ниже в	2	2
223	или с	3	2
224	если не	1	2
225	как это	3	2
226	что именно	1	2
227	по своему	2	2
228	в данном	1	2
229	что за	1	2
230	в тех	6	2
231	из этой	1	2
232	по существу	12	2
233	только о	1	2
234	с этой	1	2
235	ее в	1	2
236	в результате	7	2
237	только что	2	2
238	во время	6	2
239	ни было	2	2
240	сказать что	2	2
241	совершенно не	1	2
242	утверждать что	3	2
243	и другие	6	2
244	они не	1	2
245	ту же	2	1
246	и то	1	1
247	это и	2	1
248	всего это	1	1
249	в первом	3	1
250	ii и	1	1
251	и до	1	1
252	высшей степени	1	1
253	значение но	1	1
254	очень широко	1	1
255	мы не	8	1
256	большую роль	1	1
257	ответить на	1	1
258	подходит под	1	1
259	есть нечто	3	1
260	в сущности	3	1
261	говорить о	3	1
262	все известные	2	1
263	не вполне	1	1
264	к началу	4	1
265	не совсем	1	1
266	которое в	1	1
267	как не	1	1
268	в ф	1	1
269	при таких	1	1
270	еще не	3	1
271	он сам	1	1
272	в чем	1	1
273	после получения	1	1
274	друг к	2	1
275	совсем не	3	1
276	но как	2	1
277	нет не	1	1
278	было указано	1	1
279	ответ на	1	1
280	по отношению	4	1
281	отношение к	1	1
282	о необходимости	1	1
283	чем же	1	1
284	этот прием	1	1
285	более чем	1	1
286	если она	2	1
287	независимо от	3	1
288	вот как	1	1
289	будущих поколений	1	1
290	до его	1	1
291	становится особенно	1	1
292	что касается	1	1
293	во дворце	1	1
294	целый ряд	3	1
295	говорит что	1	1
296	в материал	1	1
297	следует сказать	1	1
298	средство для	1	1
299	формы в	1	1
300	представляет собой	17	1
301	к месту	2	1
302	из этих	1	1
303	ряду с	1	1
304	с тех	1	1
305	хотя эти	1	1
306	выше было	1	1
307	им в	1	1
308	и тот	1	1
309	бы только	1	1
310	только один	1	1
311	в ряду	1	1
312	есть но	1	1
313	очень велико	1	1
314	е персонажей	1	1
315	что она	2	1
316	а то	3	1
317	предметы из	1	1
318	одному из	3	1
319	формы но	1	1
320	свою собственную	1	1
321	мало того	1	1
322	прошлого века	1	1
323	на этом	3	1
324	одно и	1	1
325	в основу	2	1
326	русском языке	1	1
327	они должны	1	1
328	в совершенно	1	1
329	же касается	1	1
330	те же	1	1
331	говорил об	1	1
332	к другу	2	1
333	а по	3	1
334	разница между	1	1
335	раз при	1	1
336	обоих случаях	2	1
337	с другими	1	1
338	и тем	2	1
339	еще одно	1	1
340	и рядом	1	1
341	вариантов но	1	1
342	повод для	1	1
343	нет в	1	1
344	это положение	2	1
345	зная о	1	1
346	в высшей	1	1
347	на основании	1	1
348	с такой	1	1
349	и некоторые	1	1
350	такой же	1	1
351	еще раз	1	1
352	вопроса об	1	1
353	но если	7	1
354	и их	2	1
355	ли можно	1	1
356	это делает	1	1
357	то для	1	1
358	на ряду	1	1
359	что элементы	1	1
360	здесь следует	1	1
361	что до	1	1
362	прочим и	1	1
363	значение для	1	1
364	вплоть до	1	1
365	нельзя было	2	1
366	не будем	4	1
367	другие это	1	1
368	на разные	1	1
369	можно ли	1	1
370	в таких	2	1
371	можно указать	1	1
372	она не	2	1
373	с теми	4	1
374	одна из	4	1
375	у кого	1	1
376	должен решаться	1	1
377	на него	3	1
378	тех пор	1	1
379	в основе	1	1
380	материала в	1	1
381	нельзя ли	1	1
382	на отношения	1	1
383	элемент в	1	1
384	из другой	2	1
385	больше чем	1	1
386	старшего поколения	1	1
387	с большой	1	1
388	или другие	1	1
389	всего и	1	1
390	к концу	1	1
391	к ней	1	1
392	прежде чем	3	1
393	вместо того	1	1
394	на самого	1	1
395	таких условиях	1	1
396	как будто	2	1
397	на все	1	1
398	в бою	2	1
399	и далее	1	1
400	в момент	1	1
401	исходить из	1	1
402	не могут	4	1
403	другими формами	1	1
404	в поле	4	1
405	они и	3	1
406	что при	2	1
407	наши дни	1	1
408	как мы	6	1
409	в деревне	1	1
410	в свое	2	1
411	первом месте	1	1
412	здесь не	2	1
413	без всякого	2	1
414	данном случае	1	1
415	в в	2	1
416	были бы	1	1
417	можно сомневаться	1	1
418	мысль о	1	1
419	все содержание	1	1
420	то время	3	1
421	не подходит	1	1
422	в пределах	3	1
423	слова а	1	1
424	затем уже	2	1
425	и совершенно	1	1
426	о тех	1	1
427	с собой	3	1
428	можно было	2	1
429	не так	1	1
430	не с	2	1
431	здесь нет	1	1
432	которые он	1	1
433	представляют собою	1	1
434	не место	1	1
435	превращаясь в	1	1
436	связанное с	1	1
437	зависеть от	1	1
438	но к	1	1
439	настоящее время	3	1
440	указано что	1	1
441	с того	3	1
442	можно сказать	2	1
443	пр на	1	1
444	литература о	1	1
445	в приложении	1	1
446	три дня	1	1
447	во втором	3	1
448	в форме	6	1
449	формальных приемов	1	1
450	в лице	1	1
451	не зная	1	1
452	ни к	2	1
453	сюда относится	1	1
454	результатом этого	1	1
455	из пяти	1	1
456	еще несколько	1	1
457	я был	1	1
458	обращаются с	3	1
459	один из	5	1
460	остается невыясненным	1	1
461	с ними	1	1
462	лишь на	2	1
463	его жизнь	1	1
464	и действительно	1	1
465	ссылки и	1	1
466	который в	2	1
467	или же	6	1
468	а после	1	1
469	у царя	1	1
470	не будет	1	1
471	был совершенно	1	1
472	с какой	1	1
473	узнает о	3	1
474	что следовательно	1	1
475	только на	1	1
476	ее из	2	1
477	от других	2	1
478	е не	1	1
479	одно из	1	1
480	самый способ	1	1
481	г он	7	1
482	могло бы	1	1
483	у нее	1	1
484	а в	7	1
485	мы можем	2	1
486	в выборе	1	1
487	как его	1	1
488	у него	1	1
489	смысле слова	4	1
490	в руки	3	1
491	в каждом	1	1
492	в очень	1	1
493	представляют собой	11	1
494	важны для	1	1
495	даже не	3	1
496	а на	3	1
497	частью в	1	1
498	однако что	1	1
499	очень много	1	1
500	представляет собою	6	1
501	основанный на	1	1
502	себя и	2	1
503	в живых	3	1
504	не исключает	2	1
505	на которых	1	1
506	из наиболее	1	1
507	в открытом	1	1
508	одну из	1	1
509	здесь этот	1	1
510	на эту	1	1
511	этом основании	1	1
512	в связи	9	1
513	брат и	1	1
514	но оно	2	1
515	в последней	1	1
