N	2gram	Losev_Vlad_3	VeschiIm
1	не есть	10	49
2	не может	14	33
3	не только	25	31
4	может быть	8	29
5	и не	25	28
6	и в	40	26
7	вещи и	1	24
8	то что	28	24
9	и есть	1	23
10	значит что	6	22
11	это значит	6	22
12	а не	8	20
13	не просто	10	18
14	есть только	9	17
15	и следовательно	1	15
16	в смысле	6	15
17	что она	2	14
18	только в	13	14
19	по себе	6	13
20	и что	8	13
21	того что	7	13
22	и то	9	12
23	есть не	2	12
24	все же	4	12
25	в себя	1	12
26	что это	9	12
27	было бы	4	12
28	но и	18	12
29	сказать что	12	12
30	а и	2	11
31	таким образом	11	11
32	вещь и	3	11
33	что же	9	11
34	и больше	1	10
35	то же	4	10
36	есть нечто	1	10
37	в ней	5	10
38	и имя	1	10
39	как бы	3	10
40	потому что	11	10
41	уже не	9	10
42	что мы	2	10
43	бы то	3	9
44	в самом	4	9
45	то ни	3	9
46	и с	9	9
47	вещи не	2	9
48	больше ничего	1	9
49	в том	18	9
50	еще и	18	9
51	прежде всего	10	9
52	ни было	1	9
53	что иное	1	8
54	с ее	1	8
55	иное как	1	8
56	в себе	9	8
57	на то	4	8
58	смысл и	1	8
59	и это	6	8
60	ничего не	5	8
61	себя и	1	8
62	она есть	1	8
63	но это	6	8
64	не что	1	8
65	также и	17	7
66	если она	1	7
67	в этом	16	7
68	не будет	6	7
69	его в	2	7
70	том что	18	7
71	в то	7	7
72	ли это	1	7
73	указывает на	1	7
74	как с	2	7
75	в свете	1	7
76	и их	1	7
77	так как	7	7
78	как раз	10	7
79	смысла и	1	7
80	если оно	4	7
81	совершенно не	2	7
82	есть и	4	7
83	со стороны	2	6
84	что они	1	6
85	и как	7	6
86	но в	4	6
87	бы и	4	6
88	это есть	10	6
89	одно и	2	6
90	что является	2	6
91	бытие и	3	6
92	точки зрения	13	6
93	но если	5	6
94	необходимо чтобы	1	6
95	она не	2	6
96	оно есть	6	6
97	отличается от	3	6
98	можно было	5	6
99	ясно что	1	6
100	должно быть	5	6
101	и только	3	6
102	а если	2	6
103	есть ни	1	6
104	так что	14	6
105	если мы	4	6
106	ни с	3	6
107	для него	8	6
108	но что	2	6
109	относится к	1	6
110	то не	2	6
111	когда мы	1	6
112	в результате	4	6
113	жизни и	1	6
114	что в	17	6
115	того же	2	5
116	это и	1	5
117	и тут	3	5
118	в сущности	2	5
119	и бытия	2	5
120	на себя	2	5
121	в чем	3	5
122	но не	4	5
123	есть просто	2	5
124	отнюдь не	5	5
125	должна быть	2	5
126	же это	2	5
127	содержит в	5	5
128	что тут	1	5
129	это не	3	5
130	с тем	7	5
131	а есть	2	5
132	не в	3	5
133	тем не	10	5
134	в отношении	5	5
135	не менее	9	5
136	одна из	1	5
137	только и	5	5
138	у нас	5	5
139	для себя	5	5
140	в ее	1	5
