N	2gram	Losev_Vlad_3	Problemy
1	и не	25	31
2	и в	40	29
3	в его	14	24
4	может быть	8	24
5	в этом	16	22
6	а не	8	22
7	в нем	3	19
8	точки зрения	13	19
9	как бы	3	19
10	для него	8	18
11	не только	25	15
12	то что	28	15
13	то же	4	14
14	не как	2	14
15	и его	10	14
16	рядом с	1	14
17	но и	18	14
18	с точки	6	13
19	уже не	9	13
20	точка зрения	1	12
21	таким образом	11	12
22	как и	7	12
23	не может	14	12
24	в самом	4	10
25	этом смысле	3	10
26	в то	7	10
27	только в	13	10
28	в одном	5	10
29	все эти	5	9
30	с его	2	9
31	все же	4	9
32	это не	3	9
33	если бы	3	9
34	же время	2	9
35	идеи в	1	9
36	но не	4	9
37	что в	17	8
38	по себе	6	8
39	как не	2	8
40	в том	18	8
41	что он	5	8
42	потому что	11	8
43	до конца	4	8
44	в своем	8	8
45	в своей	9	8
46	и на	6	7
47	за пределы	3	7
48	и как	7	7
49	но в	4	7
50	в себе	9	7
51	том что	18	7
52	не в	3	7
53	вовсе не	13	7
54	она не	2	7
55	так и	6	7
56	прежде всего	10	7
57	мира и	1	7
58	а в	7	7
59	самом деле	1	6
60	так же	8	6
61	как в	1	6
62	в целом	2	6
63	что она	2	6
64	в мире	2	6
65	его в	2	6
66	несмотря на	7	6
67	точку зрения	1	6
68	в самой	1	6
69	к нему	3	6
70	был бы	3	6
71	в конце	12	6
72	так как	7	6
73	как раз	10	6
74	и потому	10	6
75	не могут	2	6
76	все это	1	6
77	на самом	3	5
78	это и	1	5
79	должна быть	2	5
80	у него	24	5
81	с их	3	5
82	перед нами	3	5
83	и противоречивость	1	5
84	он не	8	5
85	в плане	1	5
86	но все	3	5
87	было бы	4	5
88	автора и	1	5
89	мир и	1	5
90	в сущности	2	5
91	или как	4	5
92	и это	6	5
93	и о	4	5
94	еще не	4	5
95	ничего не	5	5
96	именно в	3	5
97	и др	1	5
98	в творчестве	1	5
99	конце концов	5	5
100	во всяком	3	5
101	и самого	1	4
102	и наконец	2	4
103	бы и	4	4
104	в этой	8	4
105	так сказать	1	4
106	перестает быть	1	4
107	должно быть	5	4
108	но эта	1	4
109	их в	1	4
110	даже в	4	4
111	раз и	8	4
112	как мы	8	4
113	в процессе	1	4
114	в основе	1	4
115	от того	4	4
116	личности в	1	4
117	все то	3	4
118	в плоскости	1	4
119	и с	9	4
120	но у	2	4
121	в свете	1	4
122	и следовательно	1	4
123	в литературе	1	4
124	тем что	5	4
125	что и	7	4
126	не было	5	4
127	не на	2	4
128	что же	9	4
129	как предмет	1	4
130	но это	6	4
131	и для	3	4
132	в результате	4	4
133	они не	1	4
134	отношения к	5	3
135	отношении к	1	3
136	например в	1	3
137	он знает	1	3
138	я не	3	3
139	он сам	2	3
140	он в	1	3
141	себе и	2	3
142	кроме того	6	3
143	уже в	3	3
144	на почве	2	3
145	внешнего мира	1	3
146	далеко не	3	3
147	в их	2	3
148	идея как	1	3
149	тому что	4	3
150	одна из	1	3
151	на него	2	3
152	никогда не	11	3
153	как будто	1	3
154	этом отношении	2	3
155	точке зрения	2	3
