N	3gram	Bakhtin_KF_1	Problema
1	по отношению к	22	19
2	не может быть	11	11
3	но отнюдь не	1	7
4	с точки зрения	9	6
5	в его целом	10	5
6	между тем как	3	5
7	в большинстве случаев	1	5
8	в единстве культуры	1	4
9	только по отношению	2	4
10	позицию по отношению	1	4
11	во всех его	1	4
12	в конечном счете	1	4
13	в противном случае	1	3
14	на самом деле	3	3
15	в этом смысле	3	3
16	бы то ни	2	3
17	в основе своей	1	3
18	может быть только	7	3
19	то же время	2	3
20	в том что	2	3
21	в то же	2	3
22	тем не менее	2	3
23	для эстетического созерцания	1	2
24	там где оно	1	2
25	в чем не	4	2
26	то же самое	1	2
27	в том же	1	2
28	со всех сторон	1	2
29	и для эстетического	1	2
30	ни в чем	4	2
31	и во всех	1	2
32	есть лишь момент	3	2
33	в лучшем случае	1	2
34	то или иное	2	2
35	и в то	1	2
36	то ни было	2	2
37	никогда не может	1	2
38	изнутри самого познания	1	2
39	всех своих моментах	2	2
40	не совпадает с	1	2
41	того или иного	3	2
42	во всех своих	3	2
43	ценностное отношение к	1	2
44	и тем самым	1	2
45	все эти моменты	1	2
46	той или иной	2	2
47	познавательного акта и	1	2
48	для того чтобы	1	2
49	желания и пр	1	1
50	форму и содержание	1	1
51	в этом его	2	1
52	и может быть	2	1
53	в ее целом	2	1
54	систематическое единство культуры	1	1
55	в соотнесении с	11	1
56	образом и в	1	1
57	только таким путем	1	1
58	рядом с ними	1	1
59	во всей полноте	1	1
60	может быть эстетически	1	1
61	в свою очередь	1	1
62	не проникает в	5	1
63	в этом последнем	1	1
64	только post factum	1	1
65	в настоящее время	1	1
66	мы ничего не	1	1
67	имеют дело с	1	1
68	проникает в содержание	1	1
69	в нем и	3	1
70	можно и должно	1	1
71	проникают друг друга	1	1
72	неправильным было бы	1	1
73	это в корне	1	1
74	поступка и его	1	1
75	а следовательно и	1	1
76	хотя бы и	1	1
77	и должна быть	1	1
78	в которой я	1	1
79	конечно не может	1	1
80	не может иметь	1	1
81	вследствие того что	1	1
82	и именно в	1	1
83	но можно ли	1	1
84	не было бы	3	1
85	взаимно проникают друг	1	1
86	имеют в виду	1	1
87	в ней но	1	1
88	на то что	1	1
89	может быть и	1	1
90	и ценности и	1	1
91	несмотря на то	1	1
92	и не в	1	1
93	его осуществления и	1	1
94	и тем не	1	1
95	конечно не в	1	1
96	быть соотнесено с	2	1
97	имеет место и	1	1
98	в значительной степени	1	1
99	контекста в котором	1	1
100	его целом как	1	1
101	иной чем в	1	1
102	но в то	1	1
103	едва ли кто-нибудь	1	1
104	к чему не	2	1
105	не о том	1	1
106	основе своей есть	1	1
107	все что есть	1	1
108	и в его	1	1
109	ни в один	1	1
110	смысле этого слова	1	1
111	в ней в	1	1
112	отношению к нему	4	1
113	и в этом	3	1
114	в его совершенно	1	1
115	по отношению ко	4	1
116	и менее всего	1	1
117	и как бы	1	1
118	притом не только	1	1
119	как психический процесс	2	1
120	должно быть соотнесено	2	1
121	к действительности поступка	1	1
122	во всех отношениях	2	1
123	не в том	1	1
124	событие в его	1	1
125	при этом условии	1	1
126	может быть понята	1	1
127	в том смысле	1	1
128	тем или иным	1	1
129	не для того	1	1
130	как момент в	1	1
131	единству содержания и	1	1
132	в его существе	1	1
133	к единству содержания	1	1
134	слова в их	1	1
135	в истории философии	1	1
136	он живет и	1	1
137	не может возникнуть	1	1
138	лишь в соотнесении	3	1
139	или иной культурной	1	1
140	и смысла в	1	1
141	где оно не	1	1
142	хотя бы только	1	1
143	нашей работы здесь	1	1
144	мир в его	1	1
145	только при этом	1	1
146	ни к чему	2	1
147	принципиально не может	1	1
148	должен быть признан	1	1
149	в событии бытия	1	1
150	раз и навсегда	2	1
151	должны быть определены	1	1
152	равно как и	1	1
153	бытия в его	3	1
154	иной культурной области	1	1
155	место и в	1	1
156	вопрос о том	2	1
157	не может стать	1	1
158	в один момент	1	1
159	бытия и долженствования	2	1
160	в другом случае	1	1
161	и принципиально не	1	1
162	к тому что	1	1
163	и познания и	1	1
164	в первом случае	1	1
165	если бы не	1	1
166	противном случае мы	1	1
167	один момент не	1	1
168	его целом в	1	1
169	быть не может	1	1
170	бы не было	1	1
171	и поступка и	1	1
172	дело в том	1	1
173	все это можно	1	1
