N	2gram	Voloshinov_1	Problemy
1	и в	3	35
2	и не	1	27
3	в его	1	21
4	не может	4	18
5	то же	1	15
6	и все	1	15
7	для него	1	14
8	может быть	1	14
9	но и	1	14
10	в то	1	11
11	не только	1	10
12	же время	1	10
13	точки зрения	1	7
14	и на	1	6
15	в каждом	1	6
16	к тому	1	6
17	он в	1	4
18	нет и	1	4
19	а не	1	4
20	бы в	1	4
21	в ней	1	2
22	с другими	1	2
23	достоевского и	2	2
24	с точки	1	2
25	тому что	1	2
26	не менее	1	2
27	на нее	1	2
28	вполне понятно	1	2
29	и больше	1	1
30	событий и	1	1
31	и заставляет	1	1
32	тех же	1	1
33	в центре	2	1
34	ни один	1	1
35	бы на	1	1
36	с теми	1	1
37	первая часть	1	1
38	именно с	1	1
39	связи с	1	1
40	можно и	1	1
41	в особенности	1	1
42	если бы	1	1
43	и должно	1	1
44	один из	2	1
45	по своим	1	1
46	конечно и	1	1
47	может и	1	1
