N	2gram	Vinokur_Vv_1	Narrotol
1	не только	21	26
2	а не	3	17
3	представляет собой	12	16
4	тогда как	2	15
5	но и	5	15
6	при этом	3	14
7	в том	31	14
8	в качестве	7	14
9	и не	13	14
10	в этом	34	13
11	и в	27	13
12	том что	26	13
13	состоит в	2	12
14	такого рода	2	12
15	только в	13	11
16	в частности	3	11
17	может быть	24	10
18	в данном	11	10
19	своего рода	3	9
20	так и	1	9
21	к тому	4	9
22	а в	5	9
23	в себе	4	8
24	то что	17	8
25	не в	8	8
26	в тексте	4	8
27	не может	13	8
28	иначе говоря	1	7
29	у него	1	6
30	в своем	3	6
31	все же	8	6
32	и к	1	6
33	но в	10	6
34	в жизни	1	6
35	никогда не	3	6
36	ничего не	2	6
37	данном случае	5	6
38	и т.п	1	6
39	можно сказать	3	6
40	а также	3	6
41	в его	10	6
42	того что	12	6
43	со стороны	12	6
44	прежде всего	8	6
45	как бы	5	6
46	ответ на	3	5
47	отличие от	3	5
48	что он	4	5
49	как в	1	5
50	хотя и	3	5
51	в нем	13	5
52	тем не	8	5
53	таким образом	19	5
54	на протяжении	2	5
55	и тем	5	5
56	точки зрения	7	5
57	в котором	4	5
58	не столько	2	5
59	в то	5	5
60	о том	15	5
61	в форме	2	5
62	с одной	4	5
63	по отношению	4	5
64	с другой	8	5
65	одной стороны	4	5
66	себе самому	1	5
67	в той	7	5
68	в отличие	3	5
69	отношению к	4	5
70	то же	8	4
71	в ее	11	4
72	в этой	3	4
73	о жизни	1	4
74	что это	3	4
75	тому же	1	4
76	в силу	3	4
77	уже не	5	4
78	об этом	5	4
79	и уже	3	4
80	в своей	4	4
81	не к	2	4
82	в конце	3	4
83	не менее	8	4
84	при всей	1	4
85	в себя	1	4
86	времени и	4	4
87	если бы	2	4
88	и т.д	4	4
89	в другом	3	4
90	истории в	2	4
91	в какой	4	4
92	для него	1	4
93	как и	5	4
94	мира в	1	4
95	как это	5	4
96	в литературе	1	4
97	и все	1	4
98	с ним	1	4
99	же в	1	4
100	и у	1	4
101	жизни и	2	4
102	что в	11	4
103	все что	1	4
104	для себя	1	3
105	самом деле	6	3
106	а как	3	3
107	мы имеем	3	3
108	нам в	1	3
109	так а	1	3
110	но не	7	3
111	большей части	2	3
112	в произведениях	1	3
113	как к	1	3
114	в целом	5	3
115	все эти	3	3
116	в известном	3	3
117	и его	5	3
118	так сказать	1	3
119	не следует	2	3
120	того или	1	3
121	соответствии с	2	3
122	о которой	2	3
123	и того	2	3
124	точку зрения	1	3
125	тому что	2	3
126	одна из	2	3
127	того чтобы	21	3
128	же время	5	3
129	этом отношении	3	3
130	той или	1	3
131	на том	3	3
132	и сам	2	3
133	между собой	1	3
134	о котором	8	3
135	о ней	1	3
136	внимание на	4	3
137	в конечном	1	3
138	по слову	1	3
139	это не	8	3
140	известном смысле	3	3
141	один из	6	3
142	с ними	1	3
143	никак не	1	3
144	между тем	8	3
145	или даже	1	3
146	представить себе	5	3
147	как раз	4	3
148	и даже	5	3
149	или иной	1	3
150	в соответствии	2	3
151	человек в	1	3
152	да и	4	3
153	с этой	4	3
154	и для	4	3
155	а к	1	3
156	сказать что	5	3
157	или иного	1	3
158	и т	43	2
159	мере в	4	2
160	отношения между	1	2
161	должна быть	2	2
162	по его	2	2
163	мы не	2	2
164	же как	3	2
165	в составе	1	2
166	в каждой	2	2
167	в ней	3	2
168	еще не	4	2
169	он сам	3	2
170	в чем	4	2
171	иного рода	1	2
172	на самом	1	2
173	xix столетия	1	2
174	себе и	2	2
175	в центре	4	2
176	однако не	4	2
177	как уже	2	2
178	в самом	12	2
179	бы с	1	2
180	из этих	5	2
181	раз в	1	2
182	как он	6	2
183	на то	1	2
184	вследствие этого	1	2
185	что она	3	2
186	в принципе	2	2
187	чтобы в	1	2
188	которая не	1	2
189	той же	4	2
190	себя не	1	2
191	было бы	5	2
192	должен был	4	2
193	несмотря на	2	2
194	бы на	1	2
195	с точки	2	2
196	и что	4	2
197	от его	1	2
198	и другого	1	2
199	но он	1	2
200	и более	1	2
201	однако в	3	2
202	в культуре	1	2
203	что с	3	2
204	в обоих	2	2
205	не имеет	4	2
206	текста и	3	2
207	как о	4	2
208	говорить о	3	2
209	не могло	1	2
210	далеком прошлом	1	2
211	имеем дело	1	2
212	в новейшее	1	2
213	своей природе	3	2
214	потому что	14	2
215	не вполне	4	2
216	в области	4	2
217	у нас	2	2
218	все то	1	2
219	оно не	1	2
220	но для	1	2
221	подобно тому	1	2
222	здесь не	2	2
223	на свой	1	2
224	что у	1	2
225	можно было	7	2
226	участия в	1	2
227	во второй	3	2
228	том как	1	2
229	или иначе	4	2
230	что и	3	2
231	и дело	1	2
