1	в то же	5	9
2	то же время	5	9
3	в том числе	1	4
4	после того как	1	4
5	прежде всего в	1	4
6	в конце концов	2	4
7	как мы видим	1	3
8	так и в	1	3
9	с точки зрения	8	3
10	в том что	1	3
11	мы уже говорили	3	3
12	но в то	3	3
13	дело в том	1	2
14	таким образом и	1	2
15	в значительной степени	1	2
16	можно было бы	3	2
17	а следовательно и	1	2
18	том числе и	1	2
19	более или менее	3	2
20	в большинстве случаев	8	2
21	о том как	1	2
22	как и в	3	2
23	по отношению к	5	2
24	не завершен и	1	1
25	речь эта как	1	1
26	и со своим	1	1
27	но и в	1	1
28	в различных формах	1	1
29	о том что	1	1
30	друг за другом	1	1
31	в сущности все	1	1
32	со всеми его	1	1
33	на этот вопрос	2	1
34	мысли и слова	1	1
35	приведенном нами отрывке	3	1
36	том и в	1	1
37	в той форме	1	1
38	тем путем что	1	1
39	мы увидим что	1	1
40	непосредственно переходит в	1	1
41	то же самое	1	1
42	и еще один	1	1
43	в каждой детали	1	1
44	как и всегда	1	1
45	так как его	1	1
46	и в другом	1	1
47	как мы сказали	2	1
48	в связи с	1	1
49	и в словах	2	1
50	же характер носит	1	1
51	в этом мире	1	1
52	у него в	1	1
53	является одним из	1	1
54	иногда бывает трудно	1	1
55	в одной плоскости	2	1
56	в результате такого	1	1
57	мы здесь не	1	1
58	том или ином	1	1
59	в одном из	1	1
60	одного поколения к	1	1
61	и при всякой	1	1
62	более того мы	1	1
63	сам по себе	5	1
64	во всяком случае	1	1
65	слово о нем	1	1
66	к тому же	3	1
67	в том и	1	1
68	и в стиле	1	1
69	как мы уже	1	1
70	в этом смысле	2	1
71	поколения к другому	1	1
72	к другому поколению	1	1
73	перехода из одного	1	1
74	уже говорили что	2	1
75	как бы еще	1	1
76	на самом деле	1	1
77	неразрывно связано с	1	1
78	есть прежде всего	1	1
79	такой же характер	1	1
80	друг от друга	2	1
81	и в том	1	1
82	в том или	2	1
83	так что в	1	1
84	в другом случае	1	1
85	мы не знаем	1	1
86	здесь не в	1	1
87	по себе и	1	1
88	то что было	1	1
89	здесь ничего не	1	1
90	до некоторой степени	1	1
91	от одного поколения	1	1
92	что в нем	1	1
93	как бы вовсе	1	1
94	в том же	1	1
95	как и все	4	1
96	со всеми ее	1	1
97	с ним как	1	1
98	в той же	1	1
99	и не в	1	1
100	они как бы	1	1
