N	4gram	Bakhtin_Pr_5	formyVre
1	в то же время	10	6
2	одного и того же	1	5
3	и в то же	2	4
4	одно и то же	3	3
5	как мы уже говорили	2	3
6	вполне понятно что в	1	2
7	одних и тех же	1	2
8	ни в чем не	1	2
9	дело в том что	1	2
10	в то время как	1	2
11	в той или иной	4	1
12	и прежде всего в	1	1
13	бы он ни был	1	1
14	на протяжении всего романа	2	1
15	все более и более	1	1
16	или во всяком случае	1	1
17	той или иной степени	2	1
18	самому и к другому	3	1
19	с самим собою в	1	1
20	каков бы он ни	1	1
21	то же время он	1	1
22	но в то же	4	1
23	к себе самому и	4	1
24	себе самому и к	4	1
