N	3gram	Vygotskiy__2	FransuaR
1	о том что	4	5
2	то же время	2	5
3	в то же	2	5
4	в самом деле	11	4
5	с одной стороны	1	4
6	в этом отношении	5	3
7	в первом случае	1	3
8	до сих пор	5	3
9	вместо того чтобы	1	3
10	никак не может	1	2
11	с точки зрения	10	2
12	и то что	2	2
13	прямо сказать что	1	2
14	в данном случае	4	2
15	и тот же	1	2
16	каждый из них	2	2
17	но и в	1	2
18	с другой стороны	2	2
19	таким образом в	2	2
20	нужно сказать что	1	2
21	в том что	17	2
22	с помощью которых	1	2
23	и того же	1	1
24	до наших дней	1	1
25	конце концов оказывается	1	1
26	в основе своей	1	1
27	с тем и	1	1
28	в чем же	1	1
29	том что в	2	1
30	и поэтому его	1	1
31	более или менее	1	1
32	свидетельствует о том	1	1
33	и удовольствие от	1	1
34	о том как	1	1
35	один и тот	1	1
36	что же касается	1	1
37	и там где	1	1
38	было бы нелепо	1	1
39	мы находим в	1	1
40	леонардо да винчи	1	1
41	в первой главе	1	1
42	лишь тогда когда	1	1
43	особенности тогда когда	1	1
44	что в некоторых	1	1
45	совершенно ясно что	6	1
46	на этот вопрос	2	1
47	и в целом	1	1
48	по самому своему	1	1
49	вместе с тем	1	1
50	они все же	1	1
51	сам по себе	4	1
52	только то что	1	1
53	в этой области	2	1
54	и для всех	1	1
55	это в самом	1	1
56	человек как бы	1	1
57	в конце концов	3	1
58	она никогда не	1	1
59	мы видим что	2	1
60	самому своему существу	1	1
61	начала и до	2	1
62	все же не	1	1
63	в связи с	1	1
64	одного и другого	1	1
65	а не как	1	1
66	с этой целью	1	1
67	то есть от	1	1
68	для того чтобы	13	1
69	не может быть	8	1
70	из того факта	1	1
71	и до наших	1	1
72	своему существу есть	1	1
73	в зависимости от	1	1
74	в то время	3	1
75	так же трудно	1	1
76	заключается в том	10	1
77	всего того что	1	1
78	после того как	1	1
79	но в несколько	1	1
80	в особенности тогда	1	1
81	же трудно как	1	1
82	можно сказать что	1	1
83	одного и того	1	1
84	за то что	1	1
85	имеют существенное значение	1	1
86	а с другой	1	1
87	в особенности же	1	1
88	и что он	1	1
89	том что он	3	1
90	нечего и говорить	1	1
91	того факта что	1	1
92	что и в	3	1
93	то есть с	1	1
94	таким образом все	2	1
