N	2gram	Vygotskiy__4	UchenyiS
1	и в	33	14
2	а не	6	10
3	не только	7	10
4	прежде всего	2	8
5	и не	13	8
6	не может	10	7
7	в этом	28	7
8	то что	44	7
9	может быть	22	6
10	в искусстве	2	6
11	то же	9	5
12	и только	7	5
13	художественное произведение	1	5
14	в художественном	2	5
15	все это	13	5
16	хотя бы	2	5
17	с другой	2	4
18	но и	3	4
19	что такое	1	4
20	в их	2	4
21	в конечном	1	4
22	конечном счете	1	4
23	в этой	9	4
24	конечно не	3	4
25	то ни	1	3
26	и то	2	3
27	это не	6	3
28	было бы	12	3
29	как и	5	3
30	для этого	8	3
31	в частности	4	3
32	в своей	4	3
33	бы то	2	3
34	очевидно что	1	3
35	и формы	2	3
36	в то	3	3
37	все же	5	3
38	но в	2	3
39	формы в	1	3
40	истории литературы	1	3
41	не следует	1	3
42	же время	2	3
43	у нас	4	3
44	другой стороны	2	3
45	для него	1	3
46	ни было	1	3
47	что все	11	2
48	именно как	2	2
49	и с	2	2
50	художественного произведения	1	2
51	художественном произведении	1	2
52	материала и	2	2
53	до сих	3	2
54	а как	2	2
55	это было	4	2
56	самом деле	12	2
57	прием и	1	2
58	в некоторых	1	2
59	превращается в	1	2
60	мы не	5	2
61	является в	1	2
62	на эту	1	2
63	если бы	10	2
64	что мы	6	2
65	ничего не	2	2
66	не столько	1	2
67	том что	22	2
68	на первый	1	2
69	сводится к	2	2
70	но даже	1	2
71	мы и	1	2
72	литературы и	2	2
73	надо было	2	2
74	с его	2	2
75	для поэзии	1	2
76	но не	3	2
77	в сторону	3	2
78	не все	2	2
79	в его	10	2
80	по существу	2	2
81	что и	3	2
82	художественной формы	4	2
83	по себе	9	2
84	более чем	1	2
85	конце концов	3	2
86	сих пор	3	2
87	но это	1	2
88	этом смысле	1	2
89	могли бы	2	2
90	в том	21	2
91	это уже	1	2
92	и для	3	2
93	что он	20	2
94	роль не	1	2
95	в себе	6	2
96	при таком	3	2
97	формы и	1	2
98	в самом	12	2
99	между тем	1	2
100	и у	1	2
101	только в	4	2
102	мы получаем	1	2
103	материал как	1	2
104	не в	2	2
105	и является	2	2
106	все они	2	2
107	композиции и	1	2
108	наконец он	1	2
109	его и	2	2
110	бы и	2	2
111	всех этих	3	2
112	в конце	8	2
113	смысле этого	3	2
114	а о	1	2
115	же самое	6	2
116	как раз	9	2
117	тем что	3	2
118	что она	10	2
119	таким образом	13	2
120	и это	5	1
121	тем в	1	1
122	что такой	2	1
123	гораздо больше	1	1
124	стилистический прием	1	1
125	об этом	4	1
126	есть конечно	2	1
127	же как	3	1
128	в этот	1	1
129	но по	1	1
130	человека и	1	1
131	даже не	2	1
132	то есть	13	1
133	в виду	2	1
134	сам по	2	1
135	или иначе	1	1
136	искусства в	1	1
137	к следующему	1	1
138	но нам	1	1
139	критики он	1	1
140	подчеркивает и	1	1
