N	4gram	Losev_Prob_4	Vladivir
1	то это значит что	1	4
2	дело в том что	1	4
3	не имеет ничего общего	2	2
4	и в то же	1	2
5	и вместе с тем	1	2
6	ничего не говорит о	1	2
7	имеет ничего общего с	1	2
8	содержит в себе и	2	2
9	на самом же деле	2	2
10	еще и потому что	1	2
11	свидетельствует о том что	1	2
12	также и то что	1	2
13	в то время как	2	2
14	и ни в каком	1	1
15	вовсе не так просто	1	1
16	мы не будем здесь	2	1
17	не подлежит никакому сомнению	1	1
18	себе отчет в том	2	1
19	том смысле как мы	1	1
20	ничего общего ни с	2	1
21	заключается в том что	1	1
22	же в конце концов	1	1
23	в буквальном смысле слова	2	1
24	что перед нами здесь	2	1
25	не говоря уже об	1	1
26	тем не менее он	1	1
27	то же самое время	2	1
28	в то же самое	2	1
29	с начала до конца	1	1
30	не выходит за пределы	1	1
31	а это значит что	2	1
32	не содержит в себе	1	1
33	возможна только при наличии	1	1
34	бы то ни было	1	1
35	не что иное как	2	1
36	достаточно указать хотя бы	1	1
37	если иметь в виду	1	1
38	указать хотя бы на	1	1
39	с этой точки зрения	1	1
40	отдавать себе отчет в	1	1
41	в том смысле как	1	1
42	в каком смысле не	2	1
43	в себе также и	1	1
44	мы только что сказали	1	1
45	сама по себе в	1	1
46	а тем не менее	1	1
47	о том как эта	1	1
48	и тем не менее	3	1
49	так же как и	1	1
50	то в каждой из	1	1
51	отчет в том что	2	1
52	взятое само по себе	1	1
53	а вместе с тем	1	1
54	ни в каком смысле	2	1
55	то более то менее	1	1
56	мы должны сказать что	1	1
57	мало чем отличается от	1	1
