N	3gram	Tiupa_Anal_1	Vladivir
1	о том что	3	7
2	в том что	9	7
3	в свое время	2	5
4	в этом смысле	1	4
5	что же касается	1	4
6	то же время	6	4
7	в то же	8	4
8	более или менее	1	3
9	с другой стороны	2	3
10	не может быть	16	3
11	один и тот	1	2
12	как раз и	1	2
13	как мы увидим	1	2
14	и в частности	1	2
15	в том чтобы	7	2
16	не только в	1	2
17	и тот же	1	2
18	во всяком случае	1	2
19	для того чтобы	3	2
20	том что он	2	2
21	к тому же	4	2
22	я никогда не	1	1
23	в том виде	1	1
24	чего бы то	1	1
25	что иное как	5	1
26	а не к	1	1
27	да и в	1	1
28	нет и не	2	1
29	тех пор пока	1	1
30	того что в	2	1
31	мы имеем дело	4	1
32	и той же	1	1
33	не говоря уже	1	1
34	в самом деле	2	1
35	в том же	1	1
36	так и не	1	1
37	самом же деле	1	1
38	по возвращении в	1	1
39	и не может	4	1
40	говоря уже о	1	1
41	бы то ни	3	1
42	с ним в	1	1
43	на самом же	1	1
44	в то что	1	1
45	виде в каком	1	1
46	вместе с тем	1	1
47	что даже в	1	1
48	одно и то	1	1
49	дело не в	1	1
50	субъект и объект	1	1
51	на вопрос зачем	1	1
52	здесь мы имеем	1	1
53	но в то	2	1
54	то ни было	3	1
55	с одной стороны	3	1
56	смысле этого слова	1	1
57	в связи с	1	1
58	с особого рода	1	1
59	и то же	1	1
60	а с другой	1	1
61	имеем дело с	3	1
62	том виде в	1	1
63	одной и той	1	1
64	есть не что	3	1
65	для нас очень	1	1
66	до тех пор	1	1
67	на него не	1	1
68	вера в то	1	1
69	и вместе с	1	1
70	в свою очередь	1	1
71	еще в году	1	1
72	и тем самым	1	1
73	но отнюдь не	1	1
74	как и сам	1	1
75	этот факт не	1	1
76	же касается самого	1	1
77	к тому что	1	1
78	не что иное	4	1
79	в особенности же	1	1
80	мысль о том	1	1
81	то он не	1	1
82	в этом отношении	2	1
83	также и в	1	1
