N	2gram	Propp_Morf_1	StatiiOP
1	и в	13	25
2	в этом	14	24
3	в том	6	20
4	что он	4	19
5	может быть	52	19
6	тем что	4	19
7	что в	8	19
8	что это	1	16
9	том что	4	15
10	в этой	2	14
11	и пр	37	13
12	не только	4	12
13	в г	1	12
14	в его	1	12
15	то что	8	12
16	в этих	13	11
17	так что	1	11
18	таким образом	21	10
19	прежде всего	9	10
20	и не	12	10
21	у него	1	9
22	но и	4	9
23	и т	41	8
24	о том	2	8
25	как например	2	8
26	это было	3	8
27	т е	21	8
28	из его	2	7
29	с этим	11	7
30	это не	6	7
31	было бы	3	7
32	в то	3	7
33	не может	14	7
34	что касается	1	7
35	точки зрения	2	7
36	что такое	3	7
37	г в	1	6
38	и на	1	6
39	как в	3	6
40	из этих	1	6
41	интересно что	1	6
42	не в	3	6
43	а а	2	6
44	в русской	1	6
45	между тем	5	6
46	только в	2	6
47	в области	1	6
48	в россии	2	6
49	как бы	3	6
50	а в	7	6
51	как на	1	6
52	то же	7	5
53	ответ на	1	5
54	независимо от	3	5
55	говорит что	1	5
56	но в	2	5
57	на то	2	5
58	он не	3	5
59	об этом	4	5
60	ни в	1	5
61	мы имеем	9	5
62	потому что	3	5
63	так и	6	5
64	он говорил	1	5
65	по плану	1	5
66	в них	1	5
67	с другой	8	5
68	а не	11	5
69	того что	3	5
70	другой стороны	4	5
71	например в	2	4
72	что эти	2	4
73	в которой	3	4
74	время как	3	4
75	из которых	3	4
76	в чем	1	4
77	все же	7	4
78	и к	4	4
79	то в	3	4
80	в целом	3	4
81	на его	4	4
82	состоит в	2	4
83	в каждом	1	4
84	и тем	2	4
85	с тем	2	4
86	как и	3	4
87	у нас	2	4
88	с точки	2	4
89	ничего не	4	4
90	к ней	1	4
91	этом отношении	1	4
92	в каком	2	4
93	связана с	3	4
94	и с	1	4
95	если бы	2	4
96	можно сказать	2	4
97	а также	4	4
98	к нему	3	4
99	мы видим	13	4
100	в качестве	5	4
101	и др	10	4
102	в начале	3	4
103	всяком случае	2	4
104	отношение к	1	4
105	то время	3	4
106	в особенности	1	4
107	действующих лиц	11	4
108	в течение	1	4
109	что здесь	1	4
110	и для	2	4
111	в отдельных	3	4
112	но это	6	4
113	сказать что	2	4
114	в своей	1	4
115	из этого	1	4
116	можно назвать	3	4
117	во всяком	2	4
118	говорить о	3	3
119	он был	1	3
120	с его	2	3
121	в в	2	3
122	кроме того	1	3
123	и наконец	1	3
124	все эти	2	3
125	на этом	3	3
126	что этот	1	3
127	в другом	2	3
128	нет в	1	3
129	о которых	1	3
130	несмотря на	4	3
131	но он	1	3
132	и более	1	3
133	на эти	1	3
134	тому что	4	3
135	во время	6	3
136	б в	2	3
137	связи с	10	3
138	и далее	1	3
139	и здесь	5	3
140	представляют собою	1	3
141	со стороны	3	3
142	на вопрос	2	3
143	и что	2	3
144	раньше чем	3	3
145	у которого	1	3
146	и его	1	3
147	уже не	2	3
148	не так	1	3
149	для него	1	3
150	так как	16	3
151	в некоторых	3	3
152	как раз	1	3
153	не является	3	3
154	одной стороны	1	3
155	в рассказе	1	3
156	что мы	2	3
157	в связи	9	3
158	с этой	1	3
159	между прочим	1	3
160	обращается к	1	3
161	все они	1	3
162	к этому	3	3
163	в виде	2	3
164	в какой	3	3
165	самом деле	4	2
166	он может	2	2
167	такое же	1	2
168	и за	2	2
169	в сущности	3	2
170	во всех	4	2
171	тем как	1	2
172	но как	2	2
173	нет не	1	2
174	если в	5	2
175	вступают в	3	2
176	что они	2	2
177	что именно	1	2
178	более и	1	2
179	им в	1	2
180	формы в	1	2
181	во многих	1	2
182	и тот	1	2
183	имеем в	6	2
184	д г	7	2
185	т д	39	2
186	представляет собою	6	2
187	чтобы в	1	2
188	и по	2	2
189	но все	3	2
190	и может	1	2
191	а по	3	2
192	ее в	1	2
193	а с	2	2
194	между собою	2	2
195	мы не	8	2
196	такой же	1	2
197	и тогда	1	2
198	которую он	1	2
199	не столько	1	2
200	в которых	2	2
201	точку зрения	1	2
202	которые в	1	2
203	тем не	5	2
204	сам он	3	2
205	не менее	5	2
206	но они	1	2
207	что эта	2	2
208	самого начала	1	2
209	дело не	2	2
210	на котором	3	2
211	одна из	4	2
212	так чтобы	1	2
213	не имеет	2	2
214	можно усмотреть	1	2
215	от того	3	2
216	могут быть	16	2
217	к тому	4	2
218	для того	2	2
219	утверждать что	3	2
220	как мы	6	2
221	не совсем	1	2
222	то она	1	2
223	с ее	1	2
224	в виду	1	2
225	без всякого	2	2
226	с самого	1	2
227	или в	4	2
228	здесь нет	1	2
229	с одной	1	2
230	на что	1	2
231	что его	2	2
232	а потому	1	2
233	в форме	6	2
234	была не	1	2
235	еще не	3	2
236	и ее	3	2
237	и у	1	2
238	во втором	3	2
239	при помощи	9	2
240	одно из	1	2
241	а то	3	2
242	мы находим	1	2
243	вовсе не	4	2
244	в выборе	1	2
245	заметить что	8	2
246	до сих	1	2
247	не потому	1	2
248	в предисловии	1	2
249	себя и	2	2
250	что не	1	2
251	но есть	3	2
252	не на	2	2
253	которой есть	2	2
254	в одной	1	2
255	в рамках	1	2
256	но не	4	2
257	в последнем	2	2
258	сюда относится	1	2
259	быть не	1	2
260	в это	1	2
261	на другое	1	2
262	сих пор	1	2
263	очень большой	1	2
264	один из	5	2
265	в результате	7	2
266	его не	1	2
267	и ни	1	2
268	в интересах	2	2
269	только что	2	2
270	все более	1	2
271	здесь только	1	2
272	одной из	1	2
273	к этой	1	2
274	и вариантах	1	1
275	вряд ли	2	1
276	ту же	2	1
277	одним из	1	1
278	также и	4	1
279	до него	1	1
280	начинается с	3	1
281	по отдельным	1	1
282	и то	1	1
283	смысле слова	4	1
284	на самом	4	1
285	е годы	1	1
286	говорилось выше	1	1
287	в первом	3	1
288	считаться с	2	1
289	и до	1	1
290	свое место	1	1
291	на западе	1	1
292	должна быть	1	1
293	собственном смысле	3	1
294	уже по	1	1
295	это совершенно	1	1
296	этого нет	2	1
297	положения в	1	1
298	вопрос о	7	1
299	ответить на	1	1
300	в деревне	1	1
301	от своих	1	1
302	он действует	2	1
303	ему в	1	1
304	с большим	1	1
305	состоят из	1	1
306	и живого	1	1
307	между собой	4	1
308	но этого	1	1
309	всего этого	1	1
310	классификация в	1	1
311	то мы	4	1
312	не требует	1	1
313	которых один	1	1
314	имеем здесь	1	1
315	мы будем	3	1
316	и другие	6	1
317	было указано	1	1
318	со всеми	1	1
319	тех же	4	1
320	не все	6	1
321	а и	3	1
322	сажает в	1	1
323	до наших	2	1
324	которые не	1	1
325	чем же	1	1
326	вследствие чего	1	1
327	показать что	4	1
328	выше было	1	1
329	и нет	1	1
330	что ее	1	1
331	и где	1	1
332	пр с	1	1
333	целый ряд	3	1
334	вопросом о	1	1
335	и как	5	1
336	но эта	1	1
337	более или	2	1
338	это определение	1	1
339	не соответствуют	1	1
340	духа в	1	1
341	представляет собой	17	1
342	за это	1	1
343	бы не	1	1
344	типа все	1	1
345	другом случае	1	1
346	двумя разновидностями	1	1
347	но на	1	1
348	что она	2	1
349	связанные с	1	1
350	занимается тем	1	1
351	свою собственную	1	1
352	он должен	2	1
353	a и	1	1
354	прочим и	1	1
355	средства которые	1	1
356	но сказка	2	1
357	несколько ниже	1	1
358	это один	1	1
359	все с	1	1
360	в нее	1	1
361	а затем	4	1
362	также является	1	1
363	что такой	1	1
364	же касается	1	1
365	конечно в	1	1
366	к другу	2	1
367	отдельных случаях	3	1
368	ко второму	1	1
369	следить за	1	1
370	и определение	1	1
371	они по	1	1
372	чаще всего	7	1
373	еще одно	1	1
374	большим количеством	1	1
375	которым он	1	1
376	в ином	2	1
377	то как	2	1
378	этого не	2	1
379	во внимание	1	1
380	здесь можно	3	1
381	то второй	1	1
382	по делам	1	1
383	чем в	1	1
384	и некоторые	1	1
385	нисколько не	1	1
386	их на	1	1
387	стороны ее	2	1
388	или менее	2	1
389	как по	1	1
390	бы на	1	1
391	и при	1	1
392	к истории	1	1
393	наших дней	2	1
394	где мы	1	1
395	могло бы	1	1
396	этих персонажей	1	1
397	но во	1	1
398	бы быть	1	1
399	даже в	1	1
400	пользоваться совершенно	1	1
401	неблагополучно обстоит	1	1
402	вплоть до	1	1
403	отнимает у	1	1
404	дело в	1	1
405	того как	2	1
406	на него	3	1
407	собою мы	1	1
408	иметь в	1	1
409	того чтобы	3	1
410	значение этого	1	1
411	вытекает из	1	1
412	под углом	1	1
413	примерами в	1	1
414	а a	1	1
415	или как	1	1
416	друг друга	3	1
417	углом зрения	1	1
418	уже очень	1	1
419	е не	1	1
420	перед ним	1	1
421	и со	1	1
422	сравнить с	1	1
423	становится понятным	1	1
424	очень часто	6	1
425	но там	1	1
426	когда мы	1	1
427	перечисление имен	1	1
428	в сказках	3	1
429	же самое	1	1
430	можно сравнить	2	1
431	является одним	1	1
432	в числе	2	1
433	в поле	4	1
434	здесь же	3	1
435	и г	1	1
436	обычно в	1	1
437	как они	1	1
438	приходит к	1	1
439	потому не	1	1
440	здесь не	2	1
441	совершенно ясно	1	1
442	в собственном	3	1
443	этой схемы	1	1
444	и этим	5	1
445	в пределах	3	1
446	вопрос что	2	1
447	приводит к	2	1
448	мнение что	1	1
449	как с	1	1
450	и когда	1	1
451	интерес для	1	1
452	оно также	1	1
453	в образе	4	1
454	можно было	2	1
455	те же	1	1
456	ясно что	5	1
457	здесь как	1	1
458	к первому	1	1
459	должны найти	1	1
460	том как	1	1
461	а эта	2	1
462	о котором	1	1
463	означает что	2	1
464	связанная с	1	1
465	но здесь	1	1
466	находится в	1	1
467	затем о	1	1
468	которого можно	1	1
469	быть выражено	1	1
470	известной степени	1	1
471	то они	2	1
472	подобные же	1	1
473	и берет	1	1
474	может не	1	1
475	женится на	2	1
476	другом значении	2	1
477	этот элемент	4	1
478	эту форму	1	1
479	два типа	1	1
480	материала к	2	1
481	что и	7	1
482	возникает вопрос	2	1
483	и она	1	1
484	же можно	2	1
485	но так	1	1
486	лиц мы	1	1
487	можно отметить	2	1
488	его в	2	1
489	этого материала	1	1
490	ли он	1	1
491	и две	1	1
492	как нечто	1	1
493	который в	2	1
494	сказки в	2	1
495	но то	1	1
496	же он	1	1
497	для всех	1	1
498	итак в	1	1
499	с двумя	2	1
500	можно установить	1	1
501	точно и	1	1
502	не можем	1	1
503	поставить на	1	1
504	действующего лица	1	1
505	от других	2	1
506	для сравнения	1	1
507	не дает	1	1
508	в данной	1	1
509	на пути	4	1
510	из них	3	1
511	и их	2	1
512	с различными	1	1
513	к соединению	1	1
514	в одном	1	1
515	но является	1	1
516	как его	1	1
517	того или	1	1
518	во всей	1	1
519	в других	3	1
520	не противоречит	1	1
521	в очень	1	1
522	представляют собой	11	1
523	из приведенных	2	1
524	этим может	1	1
525	из двух	2	1
526	его чтобы	1	1
527	что новые	1	1
528	то это	3	1
529	а именно	1	1
530	лица в	1	1
531	и создает	1	1
532	еще и	1	1
533	могут иметь	1	1
534	иногда это	1	1
535	на русском	1	1
536	без рассмотрения	1	1
537	материал в	1	1
538	она является	1	1
539	не означает	1	1
540	же функции	1	1
541	что несмотря	1	1
542	ниже в	2	1
543	эти сказки	1	1
544	о чем	1	1
545	там где	5	1
546	нужно иметь	1	1
547	совершенно очевидно	1	1
548	здесь следует	1	1
549	если не	1	1
550	для этой	3	1
551	с помощью	1	1
552	уже давно	1	1
553	вступает в	1	1
554	является его	1	1
555	в частности	2	1
556	как эти	2	1
557	смысл который	1	1
558	то можно	2	1
559	так мы	1	1
560	в данном	1	1
561	видит в	1	1
562	что за	1	1
563	встречается в	1	1
564	знать что	2	1
565	наряду с	5	1
566	в той	1	1
567	и этот	1	1
568	тому как	5	1
569	что же	2	1
570	доказательств что	2	1
571	по существу	12	1
572	два раза	2	1
573	при ближайшем	1	1
574	форма в	3	1
575	это значит	1	1
576	в состоянии	1	1
577	говорил об	1	1
578	должно быть	1	1
579	или другого	1	1
580	какие же	1	1
581	в формах	1	1
582	следует заметить	2	1
583	о его	1	1
584	этом и	1	1
585	но для	2	1
586	с большой	1	1
587	одновременно с	1	1
588	это уже	3	1
589	однако и	1	1
590	совершается в	2	1
591	тем и	2	1
592	что очень	1	1
593	в царской	1	1
594	на новый	1	1
595	лишь о	1	1
596	показать как	1	1
597	совершенно иное	1	1
598	для нас	2	1
599	и все	1	1
600	собственно говоря	1	1
601	или нет	2	1
602	представляли собой	1	1
603	своих героев	1	1
604	и правильной	1	1
605	теряет свою	1	1
606	иную форму	2	1
607	большой интерес	1	1
608	хотя бы	4	1
609	сверх того	1	1
610	с теми	4	1
611	какой степени	1	1
612	не знает	1	1
613	состоит из	1	1
614	работы и	1	1
615	перейти к	2	1
616	вопрос а	1	1
617	есть и	4	1
618	в свое	2	1
619	но эти	1	1
620	также не	1	1
621	из головы	1	1
622	которая не	1	1
623	так же	3	1
624	они не	1	1
