N	2gram	Nazirov_Tr_1	Istorich
1	и в	18	22
2	в этом	9	17
3	и т	1	16
4	т е	1	16
5	что в	4	15
6	не только	8	14
7	но и	4	12
8	и не	7	12
9	может быть	7	11
10	но в	6	10
11	таким образом	1	10
12	еще не	4	10
13	в нем	4	9
14	что и	2	9
15	в том	2	9
16	что он	6	9
17	вместе с	1	9
18	как мы	1	8
19	мы видим	1	8
20	том что	4	8
21	но не	1	7
22	то что	4	7
23	и здесь	2	7
24	уже не	2	7
25	то же	5	6
26	не вполне	1	6
27	это не	5	6
28	ничего не	2	6
29	связи с	1	6
30	вступления в	1	6
31	в них	1	6
32	то и	2	6
33	друг друга	2	6
34	а не	1	6
35	а он	1	5
36	все же	5	5
37	он не	2	5
38	что она	2	5
39	здесь мы	1	5
40	в этой	4	5
41	тем не	1	5
42	не менее	1	5
43	могут быть	1	5
44	к нему	3	5
45	того что	1	5
46	один из	3	5
47	так что	2	5
48	в частности	2	5
49	есть и	1	5
50	этом случае	1	5
51	одним из	1	4
52	что ты	1	4
53	и на	7	4
54	все эти	3	4
55	этого мотива	1	4
56	отношение к	2	4
57	не в	2	4
58	на этом	1	4
59	и с	7	4
60	как это	3	4
61	но он	1	4
62	к ней	1	4
63	и его	6	4
64	тем что	2	4
65	что на	1	4
66	она не	1	4
67	в дальнейшем	5	4
68	только в	1	4
69	в данном	2	4
70	для нас	1	4
71	не может	5	4
72	я не	4	3
73	представление о	1	3
74	и ее	2	3
75	в чем	1	3
76	и как	3	3
77	в целом	4	3
78	представляет собой	1	3
79	могло быть	1	3
80	а затем	1	3
81	его в	2	3
82	дома и	2	3
83	приходит в	1	3
84	как и	5	3
85	должны были	1	3
86	одном из	2	3
87	никогда не	2	3
88	детей и	1	3
89	потому что	2	3
90	он и	2	3
91	к тому	2	3
92	о том	2	3
93	данном случае	2	3
94	на нее	1	3
95	в его	3	3
96	и она	1	3
97	с ними	1	3
98	никого не	1	3
99	прежде всего	4	3
100	у него	6	3
101	на смерть	1	3
102	в связи	1	3
103	о себе	1	3
104	так же	4	3
105	но это	4	3
106	и от	1	3
107	и все	4	3
108	этим объясняется	2	3
109	ту же	1	2
110	например в	1	2
111	и то	2	2
112	и есть	1	2
113	в котором	1	2
114	мать и	1	2
115	той же	1	2
116	вопрос о	2	2
117	и новые	1	2
118	на себя	1	2
119	и он	3	2
120	в ней	1	2
121	на другой	1	2
122	к жизни	5	2
123	на стол	1	2
124	как в	3	2
125	в своем	3	2
126	если он	1	2
127	не могла	1	2
128	при этом	3	2
129	в виде	2	2
130	и вот	1	2
131	так часто	1	2
132	никому не	1	2
133	так и	5	2
134	но все	2	2
135	же не	1	2
136	на все	1	2
137	известно что	1	2
138	ни в	2	2
139	с тем	2	2
140	со своими	1	2
141	не мог	2	2
142	над ними	1	2
143	но они	2	2
144	не раз	1	2
145	в то	5	2
146	не имеет	2	2
147	одна из	2	2
148	я буду	2	2
149	в русском	2	2
150	связь и	1	2
151	как будто	3	2
152	ли это	1	2
153	встречается в	1	2
154	вот почему	1	2
155	утверждать что	1	2
156	и это	2	2
157	и о	1	2
158	роль в	1	2
159	пошел на	1	2
160	в другом	1	2
161	с собой	1	2
162	когда его	1	2
163	после того	1	2
164	и что	4	2
165	с того	1	2
166	а также	1	2
167	над всем	1	2
168	между тем	1	2
169	после возвращения	1	2
170	все время	1	2
171	дело с	1	2
172	напоминает о	1	2
173	с одной	1	2
174	героя с	1	2
175	что не	1	2
176	за счет	1	2
177	на столе	1	2
178	всяком случае	1	2
179	в одном	2	2
180	и один	1	2
181	никто не	3	2
182	случай не	1	2
183	только на	1	2
184	в особенности	1	2
185	и даже	4	2
186	даже не	1	2
187	и др	1	2
188	не было	1	2
189	и возвращается	1	2
190	всю жизнь	1	2
191	именно так	1	2
192	и потому	1	2
193	но этот	1	2
194	матери и	1	2
195	здесь есть	1	2
196	на одной	1	2
197	из дома	1	2
198	от него	1	2
199	совершенно не	1	2
200	точно так	2	2
201	а я	5	2
202	только не	1	2
203	во всяком	1	2
204	к людям	3	1
