N	2gram	Bakhtin_Fr_4	Vladivir
1	и в	29	40
2	то что	4	28
3	не только	10	25
4	и не	16	25
5	у него	5	24
6	то есть	21	24
7	том что	3	18
8	в том	7	18
9	но и	9	18
10	еще и	7	18
11	также и	4	17
12	что в	1	17
13	в этом	11	16
14	в его	8	14
15	не может	2	14
16	в виде	1	13
17	точки зрения	4	13
18	вовсе не	9	13
19	только в	2	13
20	в конце	9	12
21	даже и	2	12
22	сказать что	5	12
23	никогда не	2	11
24	потому что	1	11
25	таким образом	20	11
26	о том	2	11
27	в году	3	10
28	ни в	2	10
29	и его	8	10
30	прежде всего	8	10
31	как раз	2	10
32	и потому	1	10
33	и то	2	9
34	уже не	2	9
35	что это	5	9
36	в себе	3	9
37	и с	9	9
38	в своей	5	9
39	под названием	1	9
40	как мы	10	8
41	в своем	3	8
42	в этой	13	8
43	он не	3	8
44	и что	1	8
45	а также	2	8
46	раз и	1	8
47	для него	1	8
48	может быть	2	8
49	так же	7	8
50	хотя и	2	7
51	и как	3	7
52	и если	1	7
53	что все	1	7
54	как и	12	7
55	в то	10	7
56	там же	3	7
57	что и	1	7
58	того что	3	7
59	так как	7	7
60	к тому	2	7
61	в своих	2	7
62	смысле слова	1	6
63	и на	11	6
64	кроме того	2	6
65	то в	3	6
66	не будет	1	6
67	не мог	2	6
68	с точки	2	6
69	во всем	1	6
70	и это	2	6
71	и от	1	6
72	так и	11	6
73	об этом	1	6
74	и здесь	3	6
75	и даже	3	6
76	в боге	1	6
77	да и	2	6
78	но это	4	6
79	отношения к	1	5
80	мы уже	10	5
81	в ней	3	5
82	тут же	1	5
83	более или	3	5
84	все эти	9	5
85	тому же	1	5
86	можно было	1	5
87	или менее	3	5
88	в отношении	1	5
89	дело в	2	5
90	тем что	4	5
91	для нас	1	5
92	ничего не	1	5
93	только и	1	5
94	у нас	1	5
95	еще в	1	5
96	с другой	4	5
97	конце концов	4	5
98	что он	4	5
99	только на	1	5
100	в одном	1	5
101	в данном	1	5
102	между прочим	2	5
103	в самом	1	4
104	то же	10	4
105	и о	5	4
106	но даже	1	4
107	еще не	4	4
108	но не	2	4
109	то он	2	4
110	все же	3	4
111	но в	12	4
112	бы и	1	4
113	на то	1	4
114	ведь если	1	4
115	такой же	3	4
116	в котором	2	4
117	даже в	1	4
118	учения о	2	4
119	то время	2	4
120	в дальнейшем	3	4
121	она была	1	4
122	при помощи	1	4
123	от того	1	4
124	здесь в	6	4
125	а с	1	4
126	говорит о	1	4
127	до конца	5	4
128	и все	13	4
129	в результате	4	4
130	есть и	4	4
131	же как	1	3
132	на самом	4	3
133	и тут	1	3
134	которое в	1	3
135	и был	1	3
136	здесь не	3	3
137	в чем	3	3
138	не все	1	3
139	отличие от	1	3
140	за пределы	1	3
141	независимо от	1	3
142	перед нами	4	3
143	и у	2	3
144	уже в	2	3
145	с их	1	3
146	в нем	5	3
147	при этом	3	3
148	в россии	1	3
149	так уж	1	3
150	но все	1	3
151	том случае	1	3
152	в качестве	3	3
153	это было	1	3
154	это не	5	3
155	далеко не	5	3
156	не столько	2	3
157	в отличие	1	3
158	весь этот	2	3
159	того чтобы	3	3
160	он мог	1	3
161	тех кто	2	3
162	всякого рода	2	3
163	в духе	1	3
164	в виду	2	3
165	смысле но	1	3
166	жизнь и	4	3
167	если бы	1	3
168	и вообще	1	3
169	находится в	1	3
170	вера и	1	3
171	к нему	3	3
172	что здесь	3	3
173	плане но	1	3
174	как нечто	1	3
175	по этому	1	3
176	с одной	2	3
177	ни с	2	3
178	мы знаем	1	3
179	был бы	1	3
180	церкви и	3	3
181	само собой	1	3
182	человека и	1	3
183	именно в	2	3
184	а наоборот	1	3
185	вопросе о	1	3
186	в связи	1	3
187	мы видели	7	3
188	и вовсе	1	3
189	подобного рода	2	3
190	одной стороны	2	3
191	как бы	8	3
192	же самое	1	3
193	и для	2	3
194	только о	1	3
195	вполне понятно	1	3
196	и эта	2	3
197	как на	2	3
198	в таком	1	3
