N	3gram	Tiupa_Disk_1	FransuaR
1	то же время	4	10
2	в то же	3	10
3	до сих пор	1	8
4	в большинстве случаев	1	6
5	в том что	13	6
6	и в то	1	5
7	как и в	1	4
8	большей или меньшей	2	3
9	в том числе	2	3
10	в большей или	1	3
11	или меньшей степени	1	3
12	в связи с	1	3
13	до настоящего времени	1	3
14	более или менее	2	2
15	и в особенности	2	2
16	с точки зрения	1	2
17	том числе и	2	2
18	во всех областях	1	2
19	как мы видели	1	2
20	в нераздельное единство	1	2
21	в данном случае	2	2
22	с одной стороны	9	2
23	дело в том	1	2
24	о том что	5	2
25	можно сказать что	2	2
26	с другой стороны	3	2
27	существенную роль в	3	2
28	не может быть	3	2
29	в одном ряду	1	1
30	точка зрения на	1	1
31	существенно связаны с	1	1
32	и вообще в	1	1
33	в которой он	1	1
34	потому что в	1	1
35	прежде всего в	1	1
36	по отношению к	9	1
37	на самом деле	1	1
38	еще не было	1	1
39	подобно тому как	2	1
40	одной стороны и	2	1
41	до известной степени	1	1
42	вместе с тем	1	1
43	в отличие от	4	1
44	и т.п но	3	1
45	в этом отношении	1	1
46	романа в особенности	1	1
47	можно так выразиться	1	1
48	том или ином	1	1
49	говорит о том	1	1
50	почему они и	1	1
51	литературы нового времени	1	1
52	о том как	1	1
53	не было он	1	1
54	состоит в том	2	1
55	так и в	1	1
56	но при этом	3	1
57	в известном смысле	1	1
58	а с другой	3	1
59	не в том	3	1
60	в том или	1	1
61	если можно так	1	1
62	тем или иным	1	1
63	в свое время	1	1
64	до наших дней	1	1
65	под углом зрения	1	1
66	при этом как	1	1
67	во всех этих	1	1
68	весьма существенную роль	1	1
69	только то что	1	1
70	в частности в	2	1
71	и как бы	3	1
72	они и не	1	1
73	то есть все	1	1
74	сказать и о	2	1
75	с самого начала	1	1
76	и прежде всего	1	1
77	заключается в том	1	1
78	речь идет о	1	1
79	прежде всего это	1	1
80	может и не	1	1
81	в этом смысле	1	1
82	в результате этого	1	1
83	сохраняется в нем	1	1
84	в новое время	1	1
85	к тому же	4	1
86	то же самое	2	1
87	той или иной	3	1
