N	4gram	Vygotskiy__7	KulturaY
1	в той мере в	2	5
2	той мере в какой	2	5
3	в том что он	2	3
4	состоит в том что	3	3
5	в силу того что	1	2
6	заключается в том что	4	2
7	в одно и то	1	1
8	одно и то же	3	1
9	с точки зрения грамматической	1	1
10	точно так же как	2	1
11	ни в какой мере	2	1
12	не что иное как	1	1
13	после того как мы	1	1
14	и вместе с тем	2	1
15	что с точки зрения	1	1
16	для того чтобы в	1	1
17	с этой точки зрения	4	1
18	в том что она	2	1
19	он несет на себе	1	1
20	только о том что	1	1
21	лишь в той мере	2	1
22	с точки зрения законов	1	1
23	и то же слово	1	1
24	именно в силу того	1	1
