N	3gram	Bakhtin_Pr_2	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	мы уже говорили	3	7
4	в том что	1	6
5	в той или	3	5
6	как мы уже	1	5
7	той или иной	3	5
8	большей или меньшей	1	4
9	до сих пор	7	4
10	в отличие от	4	4
11	или меньшей степени	1	4
12	в большей или	1	4
13	или иной форме	1	4
14	с точки зрения	8	3
15	к себе самому	3	2
16	прежде всего на	1	2
17	дело в том	1	2
18	на самом деле	1	2
19	как раз и	2	2
20	и в других	1	2
21	не входит в	1	2
22	но и в	1	2
23	на этот вопрос	2	2
24	уже говорили что	2	2
25	в узком смысле	2	2
26	с одной стороны	1	2
27	и в том	1	2
28	в значительной степени	1	2
29	так и в	1	2
30	всего того что	1	2
31	существенные различия между	1	2
32	но все же	2	2
33	за свои пределы	1	2
34	в большинстве случаев	8	2
35	вполне понятно что	1	2
36	во всех его	1	2
37	можно сказать что	1	1
38	но прежде всего	1	1
39	а между тем	1	1
40	по отношению к	5	1
41	с собой не	1	1
42	и до сих	1	1
43	в самом деле	4	1
44	в настоящее время	2	1
45	том что он	2	1
46	и человеческих отношений	1	1
47	что с точки	1	1
48	и не может	4	1
49	видения и понимания	1	1
50	но при всех	1	1
51	сами по себе	1	1
52	но и на	1	1
53	и до настоящего	1	1
54	в собственном смысле	1	1
55	резко отличается от	1	1
56	это вовсе не	2	1
57	или иной степени	1	1
58	с самим собой	3	1
59	не укладывается в	2	1
60	или даже в	1	1
61	пародия как жанр	1	1
62	так сказать в	1	1
63	различия между ними	1	1
64	то что было	1	1
65	остановимся прежде всего	1	1
66	а как бы	1	1
67	его отношения к	1	1
68	до конца и	1	1
69	но в то	3	1
70	себе никогда не	1	1
71	и в большинстве	2	1
72	мы упоминали выше	1	1
73	вовсе не входит	1	1
74	бы ни были	1	1
75	по себе никогда	1	1
76	но при этом	2	1
77	смотрит и на	1	1
78	в связи с	1	1
79	ни на что	1	1
80	эти типы и	1	1
81	в его романе	1	1
82	во всяком случае	1	1
83	мы остановимся лишь	1	1
84	до настоящего времени	1	1
85	с другой стороны	3	1
86	как бы в	4	1
87	не может быть	4	1
88	же то что	1	1
89	в данную эпоху	1	1
90	то же время	5	1
91	литературная пародия как	1	1
92	остановимся лишь на	1	1
93	никогда не может	2	1
94	в одном из	1	1
95	как нам кажется	2	1
96	и не знает	2	1
97	он говорит в	1	1
98	неотделимы друг от	1	1
99	они как бы	1	1
100	точки зрения он	1	1
101	друг от друга	2	1
102	в то же	5	1
103	точки зрения всякой	1	1
104	в сущности не	1	1
105	в отношении к	2	1
106	друг с другом	4	1
107	и в нем	1	1
108	вопрос мы здесь	1	1
109	к тому же	3	1
110	как мы говорили	1	1
111	не может стать	1	1
