N	4gram	Losev_Prob_3	Dialekti
1	ни в каком случае	2	4
2	одно и то же	3	4
3	не имеет ничего общего	3	3
4	имеет ничего общего с	1	3
5	или по крайней мере	4	2
6	т д и т	4	2
7	миф не есть ни	1	2
8	и то и другое	1	2
9	д и т д	4	2
10	если иметь в виду	1	2
11	не говорит ни о	1	2
12	и т д и	4	2
13	в каком случае не	1	2
14	и тем не менее	3	1
15	т д все это	1	1
16	дело в том что	2	1
17	том или ином отношении	1	1
18	в каком случае нельзя	1	1
19	вовсе не есть ни	1	1
20	нужды ни в каком	1	1
21	сама по себе она	1	1
22	не сама по себе	2	1
23	по крайней мере в	1	1
24	не было бы в	1	1
25	что они вовсе не	1	1
26	убеждаемся в том что	1	1
27	как бы она ни	2	1
28	бы она ни была	2	1
29	с той или другой	4	1
30	и по сравнению с	1	1
31	сама по себе а	2	1
32	это и значит что	1	1
33	той или иной теории	1	1
34	имеет никакого отношения к	1	1
35	не что иное как	4	1
36	и т д все	1	1
37	в то время как	4	1
38	и то же и	2	1
39	нет нужды ни в	1	1
40	по одному тому что	1	1
41	его не просто как	1	1
42	ни в чем не	2	1
43	на какую-то другую действительность	1	1
44	и т д в	1	1
45	это не значит что	1	1
46	взятая в чистом виде	1	1
47	не имеет никакого отношения	1	1
48	само по себе не	1	1
49	то это значит что	2	1
50	такого чего не было	1	1
51	есть символ второй степени	1	1
52	с той или иной	1	1
53	сам по себе с	1	1
54	только и состоит из	1	1
55	чего не было бы	1	1
56	ясно что смысл вещи	1	1
57	есть не что иное	4	1
58	не содержат в себе	1	1
59	есть нечто отличное от	1	1
60	мы убеждаемся в том	1	1
61	сам по себе и	1	1
62	уже по одному тому	1	1
63	на самом же деле	4	1
64	когда мы говорим что	1	1
65	случае нельзя сказать что	1	1
