N	2gram	Vinokur_Ku_2	Tvorches
1	у достоевского	1	30
2	и в	23	20
3	в году	2	16
4	и т	39	13
5	не только	20	13
6	т д	14	11
7	никогда не	2	11
8	как бы	4	11
9	таким образом	5	10
10	в то	4	10
11	в его	5	10
12	и его	3	9
13	и не	16	9
14	при этом	2	8
15	и с	7	8
16	в том	19	8
17	может быть	15	8
18	в этом	18	8
19	прежде всего	8	8
20	но и	7	8
21	то же	6	7
22	это не	6	7
23	же время	3	7
24	наряду с	1	7
25	потому что	25	7
26	не может	9	7
27	что в	10	7
28	в целом	1	6
29	как и	2	6
30	в своей	2	6
31	что он	5	6
32	так и	4	6
33	в конце	4	6
34	у него	3	6
35	именно в	3	6
36	а не	10	6
37	все это	5	6
38	еще не	5	5
39	и на	6	5
40	но не	6	5
41	все же	7	5
42	в этой	6	5
43	о том	1	5
44	и даже	2	5
45	но это	3	5
46	так же	4	5
47	мы не	1	4
48	все эти	12	4
49	что они	2	4
50	отнюдь не	4	4
51	как в	3	4
52	хотя и	4	4
53	когда он	1	4
54	но в	11	4
55	за собой	2	4
56	не в	8	4
57	что она	3	4
58	первой части	1	4
59	в принципе	1	4
60	что у	2	4
61	об этом	5	4
62	соответствии с	2	4
63	если бы	12	4
64	тем самым	2	4
65	а а	1	4
66	первая часть	1	4
67	ничего не	4	4
68	в чем	1	4
69	а в	3	4
70	в соответствии	3	4
71	если не	1	4
72	и потому	2	4
73	и от	2	4
74	том что	11	4
75	же как	2	3
76	на западе	1	3
77	по мнению	1	3
78	с большим	1	3
79	по отношению	1	3
80	это определение	2	3
81	в себе	1	3
82	в нем	4	3
83	он не	3	3
84	так например	1	3
85	но уже	2	3
86	в самом	12	3
87	в котором	1	3
88	в их	2	3
89	место в	1	3
90	в которых	2	3
91	своего рода	4	3
92	заставляет нас	1	3
93	тем что	3	3
94	одна из	1	3
95	казалось бы	3	3
96	и это	3	3
97	быть может	1	3
98	до сих	1	3
99	между тем	6	3
100	этот вопрос	6	3
101	уже не	8	3
102	для него	1	3
103	в современном	2	3
104	у нее	1	3
105	так как	15	3
106	то что	9	3
107	как у	2	3
108	и др	1	3
109	что не	6	3
110	превращается в	2	3
111	в свете	1	3
112	вместе с	5	3
113	в область	1	3
114	с этой	2	3
115	в й	1	3
116	сих пор	1	3
117	один из	5	3
118	но зато	2	3
