1	в то же время	3	5
2	по себе еще не	1	2
3	дело не в самом	1	1
4	авторского замысла в слове	1	1
5	слове рассказчика слово здесь	1	1
6	каким диалогическим углом они	1	1
7	рассказчика слово здесь двуголосое	1	1
8	наличии определенных языковых стилей	1	1
9	из уст в уста	1	1
10	в слове рассказчика слово	1	1
11	из этих трех случаев	1	1
12	самом наличии определенных языковых	1	1
13	в самом наличии определенных	1	1
14	в каждом из этих	1	1
15	языковых стилей социальных диалектов	1	1
16	если бы он и	1	1
17	определенных языковых стилей социальных	1	1
18	каждом из этих трех	1	1
19	не в самом наличии	1	1
20	сопоставлены или противопоставлены в	1	1
21	том под каким диалогическим	1	1
22	они сопоставлены или противопоставлены	1	1
23	или противопоставлены в произведении	1	1
24	преломление авторского замысла в	1	1
25	в той или иной	1	1
26	замысла в слове рассказчика	1	1
27	в том под каким	1	1
28	диалогическим углом они сопоставлены	1	1
29	дело в том что	2	1
30	под каким диалогическим углом	1	1
31	углом они сопоставлены или	1	1
32	как если бы он	1	1
33	но дело в том	1	1
34	сама по себе еще	1	1
