N	3gram	Voloshinov_1	Myslijsy
1	по отношению к	11	8
2	то что я	1	7
3	в том что	4	7
4	по крайней мере	1	5
5	не может быть	7	5
6	о том что	1	5
7	а между тем	1	4
8	то же самое	2	4
9	до сих пор	3	4
10	сам по себе	1	4
11	и в этом	1	4
12	можно сказать что	5	4
13	тем не менее	3	4
14	на самом деле	2	3
15	с точки зрения	2	3
16	во всяком случае	1	3
17	и таким образом	1	3
18	и проч и	1	3
19	то же время	1	3
20	не есть только	1	3
21	в то же	1	3
22	подобно тому как	1	2
23	в том и	1	2
24	бы не было	1	2
25	в том же	1	2
26	если бы не	1	2
27	до известной степени	2	2
28	сами по себе	1	2
29	между тем как	1	2
30	но тем не	2	2
31	в данном случае	2	2
32	и по отношению	3	2
33	мы имеем дело	1	2
34	все более и	1	2
35	один и тот	1	2
36	таким образом мы	1	2
37	равно как и	1	2
38	более и более	1	2
39	и тот же	1	2
40	при этом оно	1	1
41	даже тогда когда	1	1
42	дело в том	4	1
43	одним и тем	1	1
44	в настоящее время	2	1
45	со всех сторон	1	1
46	форма поэтического произведения	1	1
47	если бы слово	1	1
48	но и в	1	1
49	и та же	1	1
50	в этом отношении	1	1
51	в поэтическом произведении	1	1
52	и не может	3	1
53	и здесь мы	1	1
54	и поэтическое произведение	1	1
55	если же он	1	1
56	может быть только	1	1
57	и не в	3	1
58	случае мы имеем	1	1
59	и потому не	1	1
60	может быть и	3	1
61	имеет в виду	3	1
62	каком отношении находится	1	1
63	в такой степени	1	1
64	содержании слова и	1	1
65	ничего общего с	1	1
66	и тем же	1	1
67	с одной стороны	2	1
68	и притом со	1	1
69	это не так	2	1
70	влияние на другие	1	1
71	имеем дело с	1	1
72	только в нем	1	1
73	в свою очередь	1	1
74	друг к другу	1	1
75	одна и та	1	1
76	с другой стороны	2	1
77	но если бы	1	1
78	сих пор не	1	1
79	как уже сказано	1	1
80	в то время	1	1
81	на второй план	1	1
82	с самого начала	1	1
83	отношению к ним	1	1
84	не может стать	1	1
85	бы они ни	1	1
86	в каком отношении	2	1
87	как и в	1	1
88	ко второму лицу	1	1
