N	4gram	Losev_Dial_2	Vladivir
1	в то же время	3	3
2	или по крайней мере	2	2
3	в том что он	1	2
4	заключается в том что	1	2
5	не говоря уже о	2	2
6	что несмотря на все	1	1
7	что бы то ни	1	1
8	по крайней мере в	2	1
9	до тех пор пока	1	1
10	и в то же	1	1
11	только тогда и возможно	1	1
12	не что иное как	3	1
13	в то время как	3	1
14	не в том что	1	1
15	во что бы то	1	1
16	как мы уже сказали	1	1
17	не содержит в себе	1	1
18	в них нет ничего	1	1
19	в связи с этим	1	1
20	бы то ни стало	1	1
21	от всего прочего и	1	1
