N	2gram	Bakhtin_fo_1	Formalny
1	и не	14	30
2	вовсе не	13	28
3	и в	50	27
4	может быть	11	25
5	не может	6	24
6	так и	12	21
7	и его	16	19
8	в этом	25	18
9	таким образом	11	18
10	а не	3	17
11	самом деле	1	16
12	точки зрения	5	16
13	то же	11	15
14	в нем	24	15
15	в процессе	4	15
16	между ними	3	15
17	как и	8	14
18	с точки	2	14
19	не в	5	12
20	если бы	5	12
21	и т	8	11
22	в самом	8	11
23	в жизни	6	11
24	и от	1	11
25	не могут	3	10
26	место в	2	10
27	но и	8	10
28	не только	9	9
29	лишь в	6	9
30	как его	1	9
31	так как	6	9
32	так же	6	9
33	отнюдь не	5	8
34	с помощью	2	8
35	как бы	2	8
36	при этом	3	8
37	входит в	3	8
38	ни в	8	8
39	как мы	14	8
40	в пределах	5	8
41	только в	4	8
42	как раз	13	8
43	то что	6	8
44	и все	6	8
45	что в	5	8
46	тем же	1	7
47	с тем	3	7
48	же время	9	7
49	потому что	4	7
50	его в	3	7
51	в его	13	7
52	в том	9	7
53	для них	3	7
54	если мы	2	7
55	там где	2	7
56	все это	4	7
57	совершенно не	2	7
58	в то	9	7
59	в искусстве	1	7
60	здесь и	2	6
61	еще не	5	6
62	но в	10	6
63	все эти	9	6
64	в своей	2	6
65	и ее	3	6
66	всяком случае	1	6
67	было бы	2	6
68	в литературе	16	6
69	что он	1	6
70	с другой	2	6
71	более того	3	6
72	вместе с	3	6
73	в данном	2	6
74	все же	6	6
75	и для	4	6
76	бы в	1	6
77	хотя бы	2	6
78	в своих	1	6
79	во всяком	3	6
80	в зависимости	1	5
81	зависимости от	1	5
82	композиционные функции	1	5
83	совсем не	2	5
84	но не	5	5
85	в истории	2	5
86	независимо от	1	5
87	так сказать	7	5
88	без исключения	1	5
89	в каждом	1	5
90	того чтобы	5	5
91	в ней	4	5
92	в дальнейшем	6	5
93	никогда не	2	5
94	и понимание	1	5
95	в литературу	1	5
96	связи с	6	5
97	и их	8	5
98	т п	8	5
99	друг друга	3	5
100	тем что	2	5
101	и потому	3	5
102	и формы	1	5
103	не является	2	5
104	в результате	6	5
105	мы не	3	4
106	он был	1	4
107	менее всего	1	4
108	как в	6	4
109	и как	10	4
110	в целом	2	4
111	и те	3	4
112	а вовсе	1	4
113	на ее	1	4
114	в корне	1	4
115	данном случае	1	4
116	в ее	6	4
117	том что	4	4
118	по себе	2	4
119	она не	1	4
120	тогда когда	2	4
121	мы можем	1	4
122	и является	2	4
123	в роман	4	4
124	могут быть	5	4
125	к тому	3	4
126	роль в	9	4
127	следовательно и	1	4
128	о том	1	4
129	связь между	2	4
130	же и	2	4
131	конечно не	4	4
132	уже в	2	4
133	в большинстве	1	4
134	только на	3	4
135	видения и	2	4
136	для того	5	4
137	прежде всего	15	4
138	до конца	4	4
139	в связи	5	4
140	да и	3	4
141	слова и	2	4
142	между собой	4	4
143	в романе	32	4
144	от всех	1	4
145	жизни и	8	4
146	они не	3	4
147	формы и	3	3
148	одним из	1	3
149	же как	2	3
150	функции в	1	3
151	того же	8	3
152	мы уже	11	3
153	той же	2	3
154	мы и	4	3
155	в виду	3	3
156	и на	8	3
157	в которых	2	3
158	время в	6	3
159	во всех	6	3
160	то он	1	3
161	нет и	2	3
162	бы и	1	3
163	что это	1	3
164	в себе	3	3
165	вследствие этого	3	3
166	этот процесс	5	3
167	не следует	1	3
168	и с	4	3
169	те же	2	3
170	это не	6	3
171	этом романе	2	3
172	ее в	2	3
173	раз и	2	3
174	в этих	3	3
175	и более	1	3
176	по отношению	3	3
177	случае в	1	3
178	в основе	5	3
179	для нас	2	3
180	все без	1	3
181	исторического процесса	2	3
182	этом отношении	3	3
183	они и	1	3
184	оно не	2	3
185	ясно что	2	3
186	жизнь и	4	3
187	в эпоху	1	3
188	видение и	1	3
189	единства и	2	3
190	их в	3	3
191	в них	4	3
192	романа в	5	3
193	и следовательно	4	3
194	в него	1	3
195	от конкретного	1	3
196	уже не	2	3
197	его и	2	3
198	в конце	9	3
199	произведения и	1	3
200	не о	2	3
201	у нас	1	3
202	не на	1	3
203	на фоне	3	3
204	она есть	1	3
205	в той	4	3
206	того что	2	3
207	отношению к	5	3
208	в условиях	7	3
209	лишь как	2	3
210	жизни в	8	3
211	сказать что	3	3
212	равно как	2	3
213	имеет место	3	3
214	всех других	1	3
215	героя в	1	3
216	и эта	2	3
217	этого романа	4	2
218	смысле слова	2	2
219	ту же	2	2
220	отношения к	3	2
221	человека и	11	2
222	он может	1	2
223	к другому	2	2
224	в котором	4	2
225	высшей степени	1	2
226	бы например	1	2
227	который был	1	2
228	в сущности	3	2
229	неотделимо от	2	2
230	и со	1	2
231	не знают	1	2
232	же что	2	2
233	жанров в	1	2
234	всех сторон	1	2
235	и сами	1	2
236	роман и	1	2
237	с его	9	2
238	отличие от	2	2
239	и речи	5	2
240	данный момент	1	2
241	в своем	4	2
242	стороны и	2	2
243	не являются	2	2
244	становления и	1	2
245	увидим что	1	2
246	от этого	2	2
247	целого произведения	1	2
248	бы не	1	2
249	из этих	1	2
250	в этой	1	2
251	как он	2	2
252	смыслом и	1	2
253	вообще не	3	2
254	главным образом	1	2
255	сами эти	1	2
256	всех этих	5	2
257	не как	2	2
258	его от	2	2
259	лишь с	1	2
260	форма в	1	2
261	в основу	3	2
262	человека в	17	2
263	на протяжении	1	2
264	уже знаем	1	2
265	на почве	2	2
266	ориентировано на	1	2
267	это противоречие	1	2
268	из нее	2	2
269	в высшей	1	2
270	слагаются в	2	2
271	и вне	3	2
272	ни с	2	2
273	и тогда	1	2
274	в эту	1	2
275	таким же	1	2
276	в отличие	2	2
277	в основном	5	2
278	где она	1	2
279	но эта	3	2
280	в философии	1	2
281	друг другу	2	2
282	что этот	1	2
283	необходимо чтобы	2	2
284	жанр и	1	2
285	с определенными	1	2
286	и очень	1	2
287	в отношении	3	2
288	до известной	1	2
289	xviii века	3	2
290	виду что	1	2
291	и художественной	1	2
292	как о	1	2
293	дело не	1	2
294	правда в	1	2
295	дело в	2	2
296	одна из	2	2
297	и снова	1	2
298	не могло	5	2
299	находятся в	1	2
300	ровно ничего	1	2
301	нам важно	1	2
302	в каком	2	2
303	очень важная	2	2
304	отличается от	1	2
305	и это	4	2
306	с ее	6	2
307	здесь не	4	2
308	так в	1	2
309	если они	2	2
310	был бы	3	2
311	вошел в	1	2
312	можно только	2	2
313	жанра в	1	2
314	ничего не	9	2
315	в самой	2	2
316	притом в	1	2
317	или на	1	2
318	последнем счете	1	2
319	и своей	1	2
320	и во	7	2
321	переходит в	1	2
322	поступков и	1	2
323	что и	3	2
324	и только	1	2
325	человека как	1	2
326	может иметь	1	2
327	и мир	1	2
328	определенные формы	1	2
329	мы увидим	1	2
330	должен быть	1	2
331	поэтому и	3	2
332	не касаемся	1	2
333	является не	1	2
334	от других	1	2
335	в данной	2	2
336	из них	1	2
337	характерно что	4	2
338	очень характерно	2	2
339	к более	1	2
340	он становится	2	2
341	как их	1	2
342	сами по	1	2
343	формы к	1	2
344	и даже	2	2
345	или иной	2	2
346	связаны с	3	2
347	и тех	2	2
348	в каких	1	2
349	являются только	1	2
350	действующих лиц	1	2
351	мы еще	3	2
352	и др	9	2
353	а на	1	2
354	и самый	1	2
355	одну из	1	2
356	была бы	2	2
357	но оно	2	2
358	но уже	1	2
359	существуют в	1	2
360	смысле этого	1	2
361	быть только	3	2
362	внутреннего единства	1	2
363	распадается на	1	2
364	этого слова	1	2
365	но для	2	2
366	известной степени	1	2
367	в точном	2	2
368	все стороны	1	2
369	от него	1	2
370	у них	2	2
371	мы должны	2	2
372	материала с	1	2
373	романа и	3	2
374	они неизбежно	1	2
375	одной из	3	2
376	слово в	1	2
377	героя и	7	2
378	в реальное	1	2
379	возможно лишь	1	2
380	является и	1	2
381	в последнем	1	2
382	эти элементы	1	2
383	к этому	3	2
384	в таком	3	2
385	я и	1	1
386	нем нет	2	1
387	в движение	3	1
388	не физическое	1	1
389	и через	1	1
390	целого и	1	1
391	и то	4	1
392	его здесь	1	1
393	тех же	2	1
394	все искусство	1	1
395	к данному	1	1
396	между двумя	6	1
397	и принципиально	2	1
398	авантюрных романах	1	1
399	и до	5	1
400	уже указывали	4	1
401	не имеют	3	1
402	ведь и	1	1
403	оно было	1	1
404	в какой-то	3	1
405	образа совершенно	1	1
406	объясняется и	1	1
407	со своей	3	1
408	иметь место	1	1
409	в доме	1	1
410	собою в	1	1
411	не происходит	1	1
412	есть не	3	1
413	со всех	1	1
414	романного жанра	1	1
415	мы имеем	1	1
416	с более	1	1
417	этого нет	1	1
418	всех его	1	1
419	только другим	1	1
420	теперь мы	1	1
421	в первый	1	1
422	и последующих	1	1
423	во времени	3	1
424	дан в	2	1
425	организующим началом	1	1
426	нам в	1	1
427	ни единого	1	1
428	происходило в	1	1
429	из того	1	1
430	пространство и	1	1
431	жизни это	2	1
432	форм в	1	1
433	учение об	1	1
434	это время	7	1
435	человеческой судьбы	1	1
436	отдельные законченные	1	1
437	ее значение	2	1
438	разобранных нами	1	1
439	события в	1	1
440	служит для	1	1
441	и человеческой	1	1
442	физическое тело	1	1
443	а следовательно	1	1
444	и существенного	1	1
445	а только	2	1
446	в быту	3	1
447	явлений и	1	1
448	не входит	2	1
449	значение и	3	1
450	должны были	1	1
451	себе и	3	1
452	значение имеет	1	1
453	значение для	1	1
454	определяется не	2	1
455	сама по	1	1
456	друга во	1	1
457	истории романа	5	1
458	его на	2	1
459	с этим	6	1
460	значение его	1	1
461	искусстве и	3	1
462	мы отвлекаемся	1	1
463	путь в	1	1
464	и нет	2	1
465	кроме того	4	1
466	в событие	1	1
467	хотя и	3	1
468	может получить	1	1
469	характер носит	1	1
470	и сюжета	1	1
471	оно ориентировано	1	1
472	и конечно	1	1
473	и существенных	1	1
474	та же	1	1
475	из жизни	1	1
476	европейского романа	4	1
477	в нашем	2	1
478	тоже не	1	1
479	прямой и	1	1
480	с их	2	1
481	этот ряд	5	1
482	и тот	1	1
483	видим и	1	1
484	имеем в	1	1
485	были связаны	1	1
486	утратили свою	1	1
487	на то	1	1
488	его прямой	1	1
489	всей его	2	1
490	не могла	1	1
491	не завершается	1	1
492	жизни наконец	1	1
493	время и	4	1
494	все другие	2	1
495	он не	5	1
496	игра с	1	1
497	говорили в	1	1
498	литературных произведений	1	1
499	различные формы	1	1
500	него также	1	1
501	как часто	1	1
502	не к	2	1
503	такого человека	1	1
504	что единство	1	1
505	значение может	1	1
506	по существу	12	1
507	проблемы и	1	1
