N	3gram	Bakhtin_Pr_1	FransuaR
1	мы уже говорили	1	7
2	в том что	6	6
3	как мы уже	1	5
4	большей или меньшей	1	4
5	до сих пор	2	4
6	или меньшей степени	1	4
7	в большей или	1	4
8	нужно сказать что	1	4
9	с точки зрения	13	3
10	в этом отношении	3	3
11	и еще не	1	3
12	выходит за пределы	1	3
13	к себе самому	1	2
14	дело в том	1	2
15	при всей их	1	2
16	на самом деле	4	2
17	как раз и	3	2
18	в своей книге	1	2
19	и в других	1	2
20	не входит в	3	2
21	на этот вопрос	1	2
22	в нем в	1	2
23	и в частности	1	2
24	видеть в нем	1	2
25	выход за пределы	1	2
26	так и в	1	2
27	как бы ни	1	2
28	но все же	2	2
29	в большинстве случаев	2	2
30	вполне понятно что	1	2
31	можно сказать что	1	1
32	нам важна здесь	1	1
33	для него не	2	1
34	литературе о нем	2	1
35	потому что он	1	1
36	зрения на мир	4	1
37	говорит об этом	1	1
38	в своей отдельности	1	1
39	по отношению к	8	1
40	имеем в виду	1	1
41	на котором мы	1	1
42	одно из самых	1	1
43	в самом деле	2	1
44	в настоящее время	1	1
45	рядом с ним	1	1
46	том что он	4	1
47	и теоретические проблемы	1	1
48	он определяет как	1	1
49	всяком случае не	1	1
50	он в сущности	1	1
51	и не может	2	1
52	видения и понимания	3	1
53	сами по себе	3	1
54	но и на	1	1
55	но несмотря на	1	1
56	себе самому и	1	1
57	в литературе о	1	1
58	резко отличается от	1	1
59	за пределы обычного	1	1
60	перестает быть тем	1	1
61	может быть только	1	1
62	то что было	3	1
63	в прокрустово ложе	1	1
64	до известной степени	1	1
65	все это в	1	1
66	чтобы убедиться в	1	1
67	как бы к	1	1
68	тех или иных	1	1
69	не потому что	1	1
70	но в то	5	1
71	это прежде всего	1	1
72	бы ни были	1	1
73	в обычном смысле	1	1
74	в нем скрещиваются	1	1
75	в известном смысле	1	1
76	всего могут быть	1	1
77	не могут быть	1	1
78	прежде всего необходимо	1	1
79	что-то сказать но	1	1
80	мир и на	2	1
81	в его романе	1	1
82	во всяком случае	3	1
83	мы остановимся лишь	1	1
84	могла бы быть	1	1
85	до настоящего времени	1	1
86	в одном месте	1	1
87	и в романе	2	1
88	в целом ряде	2	1
89	с другой стороны	3	1
90	но не только	1	1
91	как бы в	2	1
92	в его целом	6	1
93	не может быть	4	1
94	по ту сторону	2	1
95	мы не собираемся	1	1
96	то же время	9	1
97	остановимся лишь на	1	1
98	и видеть в	1	1
99	в одном из	1	1
100	лежащие в основе	2	1
101	и превращается в	1	1
102	и так сказать	1	1
103	как нам кажется	1	1
104	именно потому что	2	1
105	мы имеем в	1	1
106	для того чтобы	1	1
107	в то же	9	1
108	в сущности не	1	1
109	но это не	2	1
110	одной из тех	1	1
111	в отношении к	1	1
112	друг с другом	1	1
113	и в нем	1	1
114	не только в	2	1
115	кроме того он	1	1
116	только в форме	1	1
117	на мир и	2	1
118	это очень важная	1	1
119	все то что	3	1
