N	2gram	Tiupa_Narr_2	UchenyiS
1	и в	13	14
2	а не	17	10
3	не только	26	10
4	прежде всего	6	8
5	и не	14	8
6	не может	8	7
7	в этом	13	7
8	то что	8	7
9	может быть	10	6
10	то же	4	5
11	все это	1	5
12	хотя бы	2	5
13	с другой	5	4
14	но и	15	4
15	в конечном	3	4
16	конечном счете	3	4
17	в этой	4	4
18	это не	3	3
19	было бы	2	3
20	как и	4	3
21	в частности	11	3
22	в своей	4	3
23	и т.д	4	3
24	очевидно что	1	3
25	в то	5	3
26	все же	6	3
27	но в	6	3
28	не следует	3	3
29	же время	3	3
30	в области	2	3
31	только к	3	3
32	у нас	2	3
33	для него	4	3
34	не о	1	3
35	что все	1	2
36	а между	1	2
37	именно как	1	2
38	одним из	1	2
39	и с	1	2
40	а его	1	2
41	до сих	1	2
42	а как	3	2
43	это было	1	2
44	самом деле	3	2
45	в итоге	3	2
46	противном случае	1	2
47	должна быть	2	2
48	превращается в	2	2
49	мы не	2	2
50	о чем	2	2
51	на эту	1	2
52	если бы	4	2
53	что мы	1	2
54	ничего не	6	2
55	не столько	5	2
56	если не	2	2
57	том что	13	2
58	на первый	1	2
59	сводится к	9	2
60	мы и	1	2
61	словесного творчества	1	2
62	установку на	1	2
63	с его	3	2
64	но не	3	2
65	в сторону	1	2
66	не все	2	2
67	в его	6	2
68	что и	2	2
69	более чем	2	2
70	сих пор	1	2
71	но это	2	2
72	этом смысле	1	2
73	в противном	1	2
74	интереса к	1	2
75	могли бы	2	2
76	в том	14	2
77	и для	3	2
78	что он	5	2
79	в себе	8	2
80	в самом	2	2
81	между тем	3	2
82	и у	4	2
83	только в	11	2
84	не в	8	2
85	в системе	1	2
86	этом отношении	3	2
87	бы и	1	2
88	не могут	1	2
89	в конце	4	2
90	же самое	1	2
91	не случайно	2	2
92	как раз	3	2
93	тем что	1	2
94	что она	2	2
95	таким образом	5	2
96	правило не	1	1
97	для себя	3	1
98	в последние	1	1
99	об этом	4	1
100	же как	2	1
101	но по	1	1
102	даже не	1	1
103	то есть	9	1
104	в виду	1	1
105	и служит	2	1
106	входит в	1	1
107	данном случае	6	1
108	или иначе	2	1
109	для читателя	1	1
110	существует в	1	1
111	и быть	1	1
112	никогда не	6	1
113	литературного произведения	1	1
114	так и	9	1
115	по его	2	1
116	одной стороны	5	1
117	той же	2	1
118	целого но	1	1
119	достоевского и	2	1
120	относится к	1	1
121	мы имеем	3	1
122	со своими	2	1
123	ничего подобного	1	1
124	смысле можно	1	1
125	именно к	1	1
126	об ее	1	1
127	и даже	3	1
128	должно быть	1	1
129	иначе говоря	7	1
130	об анне	1	1
131	можно сказать	6	1
132	не вполне	2	1
133	или менее	1	1
134	к сумме	1	1
135	о нем	3	1
136	сводятся к	2	1
137	произведения как	1	1
138	тех кто	1	1
139	как на	2	1
140	приводит к	1	1
141	о том	5	1
142	в ней	2	1
143	и потому	1	1
144	в котором	5	1
145	героя не	1	1
146	и толстого	1	1
147	и что	2	1
148	она в	1	1
149	вспять к	1	1
150	все и	1	1
151	все его	4	1
152	быть в	1	1
153	для первого	1	1
154	признать что	1	1
155	строго говоря	3	1
156	в течение	2	1
157	в той	5	1
158	впадая в	1	1
159	он может	2	1
160	в данном	10	1
161	что же	1	1
162	бы в	2	1
163	не входит	1	1
164	того что	6	1
165	для второго	1	1
166	в которых	1	1
167	поскольку он	1	1
168	их в	1	1
169	делает и	1	1
170	за пределы	1	1
171	на то	2	1
172	определяется не	1	1
173	иначе в	1	1
174	его как	1	1
175	отнюдь не	4	1
176	она не	1	1
177	еще раз	1	1
178	первый взгляд	1	1
179	в своем	6	1
180	что с	2	1
181	но для	2	1
182	и все	4	1
183	что только	1	1
184	у кого	1	1
185	более или	1	1
186	не существует	1	1
187	возникает проблема	2	1
188	всего лишь	6	1
189	он уже	1	1
190	по мнению	1	1
191	в ноги	1	1
192	в которой	1	1
193	о котором	3	1
194	не впадая	1	1
195	показательна в	1	1
196	так или	1	1
197	находятся в	1	1
198	с одной	5	1
199	в качестве	14	1
200	приобретает характер	1	1
201	тем более	2	1
202	случае он	1	1
203	в известном	3	1
204	начала и	2	1
205	уже не	4	1
206	далеко не	5	1
207	толстой в	1	1
208	но также	2	1
209	ее как	1	1
210	то и	3	1
211	претендует на	1	1
212	же в	4	1
213	в процессе	2	1
214	в виде	2	1
215	не обладает	1	1
216	что было	1	1
217	в нем	5	1
218	на роль	1	1
219	или даже	3	1
220	он не	5	1
221	о которой	3	1
222	а для	1	1
223	сказать что	3	1
224	одно из	2	1
225	и так	1	1
226	только часть	1	1
227	восприятия а	1	1
228	не для	1	1
229	содержание и	1	1
230	с каждым	1	1
231	время не	1	1
232	может служить	2	1
233	но он	2	1
234	если у	1	1
235	но что	1	1
236	у него	6	1
237	ее в	1	1
238	анализа в	1	1
239	него уже	1	1
240	что при	1	1
241	к этому	1	1
242	что в	4	1
243	в таком	3	1
244	все что	4	1
245	бы это	1	1
246	от которой	1	1
