N	3gram	Tiupa_Anal_3	Dialekti
1	с точки зрения	2	9
2	не есть ни	1	9
3	в том что	7	9
4	что иное как	1	8
5	не что иное	1	8
6	по крайней мере	4	7
7	не может быть	1	6
8	то же время	3	6
9	в то же	3	6
10	есть не что	1	5
11	сама по себе	2	5
12	для того чтобы	1	5
13	в этом смысле	1	4
14	само по себе	1	4
15	не в том	1	4
16	подобно тому как	2	4
17	ничего не говорит	1	4
18	и той же	2	3
19	не говоря уже	1	3
20	говоря уже о	1	3
21	одной и той	2	3
22	хотя бы и	1	2
23	сам по себе	1	2
24	ту или иную	1	2
25	в свою очередь	4	2
26	тем не менее	2	2
27	в сравнении с	2	2
28	его как будто	1	1
29	мы имеем дело	4	1
30	дело в том	2	1
31	из этих трех	1	1
32	однако в то	2	1
33	в себе не	1	1
34	в частности и	1	1
35	но они же	1	1
36	в романе достоевского	1	1
37	именно в этом	1	1
38	в зависимости от	1	1
39	в отличие от	2	1
40	можно сказать что	2	1
41	художественное произведение есть	1	1
42	в основе своей	1	1
43	однако все эти	1	1
44	не будет никогда	2	1
45	что не есть	1	1
46	в данном случае	3	1
47	не только в	1	1
48	прежде всего с	1	1
49	это ведет к	1	1
50	и в сущности	1	1
51	и как бы	1	1
52	по природе своей	1	1
53	как бы и	1	1
54	так или иначе	1	1
55	в связи с	1	1
56	уже не может	1	1
57	а не как	1	1
58	что по крайней	1	1
59	лишь в том	1	1
60	собой один из	1	1
61	как бы в	1	1
62	в этом случае	1	1
63	о том что	5	1
64	с тем кто	1	1
65	не только не	3	1
66	в пределах одной	1	1
67	как бы ни	1	1
68	вопрос о том	1	1
69	и прежде всего	2	1
70	в себя и	1	1
71	речь идет о	1	1
72	с другой стороны	5	1
73	может и не	1	1
74	и есть не	1	1
75	друг от друга	1	1
76	совершенно очевидно что	2	1
77	но дело в	1	1
78	в особенности же	1	1
79	легко может быть	1	1
80	перед нами не	1	1
81	по себе а	1	1
82	той или иной	3	1
