N	2gram	Vinokur_St_2	Istorich
1	и в	29	25
2	вместе с	7	22
3	что он	13	22
4	и т	9	20
5	т д	6	18
6	может быть	2	17
7	представление о	1	17
8	т е	10	16
9	не только	19	13
10	но и	19	13
11	в его	13	12
12	так как	2	11
13	и не	9	11
14	в этом	21	10
15	тем что	3	10
16	все же	6	10
17	и его	6	9
18	его в	2	9
19	с другой	4	9
20	таким образом	10	9
21	героя в	1	9
22	еще не	1	8
23	и на	6	8
24	все эти	2	8
25	что в	19	8
26	на него	1	8
27	связи с	4	8
28	и что	6	8
29	с тем	7	8
30	другой стороны	3	8
31	связь с	2	8
32	том что	27	8
33	представляет собой	1	7
34	в нем	4	7
35	а затем	2	7
36	как и	2	7
37	мы видели	1	7
38	во время	2	7
39	потому что	9	7
40	о том	17	7
41	и здесь	3	7
42	то что	11	7
43	только в	2	7
44	в качестве	5	7
45	при помощи	4	7
46	этом случае	1	7
47	но это	3	7
48	в частности	4	7
49	как в	3	6
50	не может	2	6
51	в этих	3	6
52	не в	4	6
53	и он	3	6
54	не совсем	1	6
55	что и	2	6
56	там где	2	6
57	прежде всего	5	6
58	или в	1	6
59	в том	27	6
60	например в	3	5
61	и действительно	1	5
62	мы не	1	5
63	в ней	7	5
64	но не	3	5
65	с этим	3	5
66	что это	3	5
67	но все	7	5
68	не будем	1	5
69	как мы	1	5
70	в образе	3	5
71	связано с	1	5
72	так же	3	5
73	для нас	1	5
74	же как	3	4
75	и это	2	4
76	то же	2	4
77	до него	2	4
78	в ее	2	4
79	в истории	2	4
80	и хотя	1	4
81	в которой	11	4
82	он не	9	4
83	не как	1	4
84	что все	1	4
85	на этой	1	4
86	с другими	1	4
87	и тем	1	4
88	тем не	2	4
89	не менее	3	4
90	того как	7	4
91	в некоторых	2	4
92	в пределах	1	4
93	что у	4	4
94	раньше чем	4	4
95	если не	2	4
96	все это	11	4
97	в связи	1	4
98	его не	3	3
99	или же	1	3
100	на себя	3	3
101	это же	1	3
102	только после	1	3
103	и как	2	3
104	в этой	2	3
105	только один	1	3
106	на этом	1	3
107	но уже	1	3
108	в таких	1	3
109	в то	2	3
110	в русской	5	3
111	но вместе	1	3
112	но эти	1	3
113	для того	7	3
114	что при	1	3
115	представляют собой	1	3
116	того чтобы	6	3
117	на том	1	3
118	никогда не	3	3
119	и с	4	3
120	и вообще	2	3
121	после того	4	3
122	в форме	1	3
123	и др	2	3
124	в особенности	2	3
125	но оно	1	3
126	и пр	8	3
127	и все	1	3
128	над ним	1	3
129	в данном	2	3
130	в книге	1	3
131	в более	1	3
132	в свете	1	3
133	а в	1	3
