N	3gram	Medvedev_F_1	formyVre
1	то же время	8	9
2	и т п	4	8
3	в то же	8	6
4	и в то	1	5
5	в связи с	2	5
6	вполне понятно что	1	4
7	в том числе	1	4
8	по отношению к	4	3
9	до сих пор	6	3
10	в этом отношении	1	3
11	не могло быть	1	3
12	не может быть	5	3
13	между этими двумя	1	3
14	но все же	1	2
15	громадное влияние на	1	2
16	и до конца	3	2
17	одной стороны и	4	2
18	же как и	1	2
19	как раз и	1	2
20	как если бы	2	2
21	с точки зрения	13	2
22	в отличие от	1	2
23	в строгом смысле	2	2
24	но и в	1	2
25	том числе и	1	2
26	вместе с тем	1	2
27	и в частности	2	2
28	так же как	1	2
29	с одной стороны	4	2
30	может быть и	3	2
31	по сравнению с	1	2
32	в точном смысле	1	2
33	в его целом	8	2
34	все то что	1	2
35	в широком смысле	1	2
36	а также и	1	2
37	связи с этим	2	2
38	в ее целом	3	2
39	с самого начала	1	2
40	но все эти	1	2
41	в этом романе	1	2
42	в том что	1	2
43	в своем дальнейшем	1	1
44	по своей природе	1	1
45	и может быть	1	1
46	все в нем	1	1
47	или хотя бы	1	1
48	не могло не	2	1
49	и во всех	1	1
50	случилось так что	1	1
51	а вовсе не	2	1
52	прежде всего в	3	1
53	друг другу и	1	1
54	и до сих	1	1
55	в зависимости от	2	1
56	сами по себе	2	1
57	могло не оказать	1	1
58	в той же	1	1
59	как мы увидим	2	1
60	своей специфической закономерностью	1	1
61	возможно лишь в	1	1
62	не подлежит конечно	1	1
63	в нем как	1	1
64	со всех сторон	1	1
65	так сказать в	1	1
66	в это время	1	1
67	роль в истории	1	1
68	в его основных	1	1
69	формы и разновидности	1	1
70	в самом начале	1	1
71	в данном случае	1	1
72	но в то	2	1
73	мы остановимся здесь	1	1
74	подлежит конечно сомнению	1	1
75	смысле этого слова	3	1
76	всем этим определяются	1	1
77	еще не было	1	1
78	так и в	4	1
79	и в этом	2	1
80	и как бы	1	1
81	совершенно неотделимо от	1	1
82	но вместе с	1	1
83	все более и	2	1
84	во всяком случае	4	1
85	и речи о	1	1
86	что касается до	1	1
87	в новое время	1	1
88	как в самом	1	1
89	и в том	1	1
90	того что было	1	1
91	могут быть найдены	1	1
92	как в свою	1	1
93	совершенно независимо от	1	1
94	в свою очередь	6	1
95	только на почве	2	1
96	та или иная	1	1
97	всего того что	1	1
98	свою очередь ни	1	1
99	определяющего влияния на	1	1
100	но отнюдь не	1	1
101	не только на	1	1
102	более и более	2	1
103	во всех ее	1	1
104	как своего рода	1	1
105	и вступает в	1	1
106	дело здесь идет	1	1
107	сама по себе	2	1
108	мы уже знаем	1	1
109	в последнем счете	1	1
110	все это не	1	1
111	в высшей степени	1	1
112	оно прежде всего	2	1
113	в жизни и	1	1
114	своем дальнейшем развитии	1	1
115	что дело здесь	1	1
