N	2gram	Vinokur_Ku_1	Mirosoze
1	у достоевского	1	42
2	может быть	13	30
3	не только	10	29
4	и в	24	28
5	не может	7	28
6	но и	6	25
7	а не	8	25
8	он не	2	24
9	в этом	14	20
10	не было	3	18
11	не в	11	16
12	потому что	23	16
13	в ней	6	15
14	в своей	2	15
15	переходит в	1	15
16	и есть	2	14
17	никогда не	2	14
18	до конца	2	14
19	в нем	4	13
20	и он	3	12
21	в самом	10	11
22	для него	1	11
23	и не	12	11
24	в своем	3	10
25	было бы	15	10
26	что в	17	10
27	прежде всего	9	10
28	что он	6	10
29	был бы	2	10
30	и потому	4	10
31	и все	2	10
32	достоевского в	1	9
33	с тем	5	9
34	но он	1	9
35	и его	5	9
36	не есть	4	9
37	в его	12	9
38	есть лишь	3	9
39	человек в	1	9
40	из самых	1	8
41	в котором	3	8
42	но не	5	8
43	не был	1	7
44	менее всего	1	7
45	но в	2	7
46	в себе	3	7
47	в конце	1	7
48	в самой	4	7
49	любви к	2	7
50	того что	9	7
51	нет ничего	1	7
52	должна быть	3	6
53	и на	4	6
54	в которой	6	6
55	лишь в	2	6
56	в этой	3	6
57	только в	11	6
58	вместе с	7	6
59	все это	6	6
60	в том	30	6
61	от нее	1	5
62	это не	7	5
63	как и	2	5
64	достоевский в	1	5
65	у нас	10	5
66	не могут	2	5
67	то что	9	5
68	смысле слова	1	4
69	или к	1	4
70	это и	4	4
71	и этот	1	4
72	есть не	1	4
73	xix века	5	4
74	отношение к	1	4
75	достоевского не	1	4
76	увидим что	2	4
77	и по	1	4
78	он знал	1	4
79	в них	7	4
80	в этих	4	4
81	точки зрения	14	4
82	в их	3	4
83	в которых	6	4
84	человека но	1	4
85	мог бы	1	4
86	что и	4	4
87	один из	4	4
88	уже не	8	4
89	уже в	3	4
90	есть уже	1	4
91	а в	5	4
92	тем что	8	4
93	и вместе	1	4
94	нет в	1	4
95	был в	2	4
96	и там	1	4
97	с этой	2	4
98	не знает	1	4
99	вряд ли	1	3
100	его не	1	3
101	не знают	2	3
102	с его	4	3
103	с этим	4	3
104	когда он	3	3
105	бы и	2	3
106	в братьях	1	3
107	идей и	1	3
108	и еще	2	3
109	на том	3	3
110	и вот	1	3
111	на этом	1	3
112	и с	5	3
113	его в	1	3
114	в жизни	1	3
115	для них	2	3
116	не мог	2	3
117	том что	21	3
118	но если	2	3
119	не имеет	2	3
120	ничего не	2	3
121	к тому	5	3
122	в ее	1	3
123	для человеческого	1	3
124	учение о	4	3
125	только и	3	3
126	в него	1	3
127	себя в	1	3
128	конечно не	2	3
129	одно из	2	3
130	не так	1	3
131	и их	1	3
132	так как	9	3
133	братьях карамазовых	1	3
134	себя и	1	3
135	я хочу	1	3
136	в иных	2	3
