N	2gram	Voloshinov_2	Istorich
1	и в	19	26
2	так как	3	18
3	никогда не	7	13
4	потому что	1	13
5	и на	5	12
6	в этом	15	12
7	таким образом	14	12
8	в том	7	12
9	что в	2	12
10	мы видели	4	11
11	может быть	28	11
12	связь с	4	11
13	не только	13	10
14	том что	10	10
15	с другой	3	10
16	и не	19	10
17	еще не	3	9
18	а именно	1	9
19	что он	4	9
20	но и	10	9
21	и это	3	8
22	все эти	3	8
23	все же	5	8
24	в нем	11	8
25	на том	1	8
26	с ним	1	8
27	вместе с	2	8
28	другой стороны	1	8
29	например в	1	7
30	но в	7	7
31	мы можем	6	7
32	и его	16	7
33	о том	3	7
34	с одной	3	7
35	уже не	1	7
36	у него	2	7
37	превращается в	1	7
38	одной стороны	3	7
39	мы уже	6	6
40	мы не	2	6
41	эта связь	1	6
42	как в	1	6
43	как он	1	6
44	так в	1	6
45	в русской	1	6
46	и с	2	6
47	в виде	2	6
48	то что	4	6
49	этом случае	1	6
50	в более	2	6
51	ее в	1	6
52	не может	18	6
53	то же	16	5
54	в ней	3	5
55	не будет	3	5
56	как и	9	5
57	и что	1	5
58	же мы	1	5
59	в то	8	5
60	то это	1	5
61	так и	10	5
62	в его	5	5
63	мы видим	1	5
64	только в	8	5
65	тем что	2	5
66	связаны с	1	5
67	у нас	3	5
68	там где	2	5
69	как это	1	5
70	его в	7	5
71	как мы	15	4
72	и он	2	4
73	с его	8	4
74	что оно	3	4
75	но как	2	4
76	из этих	1	4
77	здесь мы	3	4
78	это не	4	4
79	и тем	4	4
80	с тем	1	4
81	здесь же	1	4
82	что и	3	4
83	себе в	1	4
84	в других	1	4
85	до сих	3	4
86	прежде всего	7	4
87	связано с	3	4
88	как бы	19	4
89	в это	1	4
90	сих пор	3	4
91	у них	1	4
92	но это	1	4
93	на своем	1	4
94	связана с	2	3
95	и то	3	3
96	должна быть	4	3
97	это еще	1	3
98	видели что	1	3
99	или иное	1	3
100	независимо от	2	3
101	когда он	1	3
102	и наконец	1	3
103	в себе	4	3
104	вообще не	1	3
105	что она	1	3
106	главным образом	1	3
107	при этом	9	3
108	если бы	11	3
109	и вот	1	3
110	так например	1	3
111	в них	1	3
112	нет в	1	3
113	в своей	3	3
114	и ее	4	3
115	в одном	1	3
116	не в	10	3
117	приводят к	1	3
118	могут быть	3	3
119	его с	1	3
120	и другие	1	3
121	только через	1	3
122	другими словами	2	3
123	от него	2	3
124	стороны он	1	3
125	и действительно	1	3
126	в качестве	3	3
127	так что	1	3
128	и других	1	3
129	эти три	1	3
130	ее не	1	3
131	от того	1	3
132	и только	1	3
133	со стороны	1	3
134	далеко не	2	3
135	больше и	1	3
136	от этого	2	3
137	не было	3	3
138	в него	1	3
139	в данном	5	3
140	в тех	2	3
141	что здесь	1	3
142	и от	3	3
143	кроме того	1	3
