N	2gram	Bakhtin_Pr_2	Hudozhes
1	том что	7	16
2	и в	45	14
3	так и	3	13
4	не только	16	12
5	при этом	2	12
6	о том	3	12
7	в том	8	12
8	а не	10	12
9	в себе	5	11
10	в этом	20	11
11	прежде всего	11	11
12	в рассказе	3	11
13	в своей	6	10
14	для него	9	10
15	то же	5	9
16	как и	14	9
17	что он	7	9
18	у него	6	9
19	по отношению	8	8
20	в этой	1	8
21	как в	4	8
22	то что	5	8
23	же время	3	8
24	ничего не	3	8
25	в его	22	8
26	отношению к	8	8
27	в то	5	8
28	еще не	9	7
29	это не	3	7
30	не в	8	7
31	казалось бы	1	7
32	личности в	3	7
33	к тому	1	7
34	уже не	6	7
35	именно в	3	7
36	не может	24	7
37	как бы	15	7
38	а в	3	7
39	в первой	1	6
40	человека в	5	6
41	было бы	4	6
42	никогда не	17	6
43	жизни в	2	6
44	что в	6	6
45	самом деле	4	5
46	с его	8	5
47	человеческих отношений	2	5
48	перед нами	4	5
49	но в	6	5
50	об этом	3	5
51	ни в	2	5
52	точки зрения	19	5
53	не менее	2	5
54	и его	8	5
55	потому что	8	5
56	и он	3	5
57	можно было	2	5
58	только в	9	5
59	друг друга	7	5
60	может быть	18	5
61	но и	15	5
62	в частности	1	5
63	в этих	4	5
64	героя и	7	5
65	одновременно и	1	5
66	жизни и	15	5
67	мы уже	3	4
68	он уже	2	4
69	и о	2	4
70	в ней	7	4
71	а только	2	4
72	в центре	1	4
73	в своем	5	4
74	и к	2	4
75	то в	1	4
76	в самом	13	4
77	та же	1	4
78	на то	2	4
79	что она	4	4
80	он не	9	4
81	и с	7	4
82	несмотря на	1	4
83	тем не	1	4
84	тому что	1	4
85	с ним	8	4
86	она не	5	4
87	в русской	2	4
88	связи с	1	4
89	как будто	1	4
90	можно сказать	2	4
91	того что	3	4
92	один из	2	4
93	и быть	1	4
94	себя в	2	4
95	из них	9	4
96	в конце	4	4
97	как раз	6	4
98	не было	2	4
99	и все	1	4
100	человеческой жизни	2	4
101	только что	2	4
102	и от	3	4
103	с точки	9	3
104	не имеют	1	3
105	на тех	1	3
106	видит в	1	3
107	говорить о	1	3
108	в мире	3	3
109	и на	7	3
110	в ее	3	3
111	идет о	2	3
112	как к	2	3
113	все же	4	3
114	но он	1	3
115	в нем	20	3
116	и по	2	3
117	на этом	1	3
118	лишь в	2	3
119	его в	3	3
120	с этим	1	3
121	даже в	6	3
122	и смерти	7	3
123	в своих	4	3
124	ничем не	2	3
125	несет в	1	3
126	она в	1	3
127	все эти	4	3
128	тем что	2	3
129	этом отношении	2	3
130	для себя	3	3
131	как мы	8	3
132	того чтобы	1	3
133	в пределах	4	3
134	приводит к	1	3
135	и когда	1	3
136	что у	4	3
137	еще в	1	3
138	если бы	2	3
139	о нем	6	3
140	это в	1	3
141	русской литературе	2	3
142	романа в	5	3
143	же в	1	3
144	в литературе	6	3
145	но не	6	3
146	как его	2	3
147	и даже	3	3
148	со стороны	4	3
149	превращается в	4	3
150	в творчестве	1	3
151	своего времени	1	3
152	и для	2	3
153	от него	3	3
154	или не	2	3
155	в равной	1	3
156	в таком	3	3
157	к этой	2	3
158	я и	3	2
159	например в	2	2
160	же как	4	2
161	на самом	1	2
