N	2gram	Ircho_Kome_3	Russkaja
1	не может	3	22
2	и не	21	19
3	в том	12	17
4	в этом	8	17
5	и в	22	14
6	с другом	1	14
7	друг с	1	14
8	то что	4	13
9	то же	7	11
10	точки зрения	4	11
11	таким образом	12	11
12	в то	6	10
13	же время	5	10
14	но и	4	10
15	в себе	4	9
16	не только	5	9
17	том что	13	9
18	с точки	3	9
19	может быть	6	9
20	во всяком	3	9
21	того чтобы	6	8
22	прежде всего	5	8
23	как на	1	8
24	самом деле	6	7
25	отнюдь не	4	7
26	и если	2	7
27	и с	4	7
28	к тому	6	7
29	не будет	2	7
30	стремление к	1	7
31	о том	8	7
32	ни к	1	7
33	к которой	1	6
34	если в	1	6
35	в своем	8	6
36	и к	3	6
37	с тем	4	6
38	в своих	2	6
39	признать что	1	6
40	если бы	8	6
41	все это	5	6
42	и для	4	6
43	для того	6	6
44	что он	8	6
45	всяком случае	3	6
46	вопрос о	1	5
47	и на	2	5
48	между собой	4	5
49	во всех	2	5
50	на то	3	5
51	в нем	3	5
52	при этом	7	5
53	он не	5	5
54	он должен	1	5
55	было бы	3	5
56	в своей	5	5
57	никогда не	3	5
58	потому что	10	5
59	между тем	2	5
60	и только	1	5
61	только в	1	5
62	хотя бы	4	5
63	конечно не	3	5
64	до сих	9	5
65	себя и	2	5
66	из которых	2	5
67	по существу	2	5
68	сих пор	9	5
69	а в	7	5
70	жизни в	1	5
71	бы то	2	4
72	но не	1	4
73	себе и	1	4
74	все же	4	4
75	более или	1	4
76	не в	4	4
77	в этой	3	4
78	на земле	1	4
79	то ни	3	4
80	его в	8	4
81	как и	3	4
82	или менее	1	4
83	в их	2	4
84	точку зрения	1	4
85	во всем	1	4
86	ли это	1	4
87	от того	2	4
88	не могут	2	4
89	приводит к	3	4
90	в мире	2	4
91	можно было	2	4
92	путь к	1	4
93	в его	8	4
94	так как	11	4
95	со стороны	11	4
96	вместе с	9	4
97	все таки	1	4
98	как бы	3	4
99	к вопросу	1	4
100	отказаться от	2	4
101	жизни и	1	4
102	что в	5	4
103	к этой	2	4
104	все что	3	4
105	и т	4	3
106	то в	1	3
107	говорить о	3	3
108	еще не	6	3
109	он сам	1	3
110	из этих	1	3
111	что они	2	3
112	в самом	9	3
113	и по	1	3
114	в другом	2	3
115	для них	1	3
116	несмотря на	4	3
117	но если	3	3
118	таким же	1	3
119	знаем что	1	3
120	том чтобы	1	3
121	связи с	5	3
122	в сознании	1	3
123	то это	5	3
124	точке зрения	1	3
125	приходит к	1	3
126	что все	1	3
127	для этого	1	3
128	сводится к	1	3
129	может не	1	3
130	и во	2	3
131	что и	8	3
132	в лучшем	1	3
133	одной из	3	3
134	в качестве	2	3
135	в большинстве	1	3
136	из них	5	3
137	в конце	7	3
138	себя от	2	3
139	друг друга	4	3
140	тем что	5	3
141	что для	2	3
142	не было	2	3
143	ко всем	1	3
144	и потому	1	3
145	да и	1	3
146	этом случае	2	3
147	или в	1	3
148	о котором	1	3
149	конце концов	2	3
150	и как	1	3
151	ибо в	1	3
152	все они	1	3
153	из этого	2	3
154	речь идет	5	2
155	от своей	2	2
156	видеть в	1	2
157	из всех	2	2
158	на себя	4	2
159	в ней	4	2
160	в таком	2	2
161	взгляде на	1	2
162	там и	1	2
163	они будут	2	2
164	по отношению	5	2
165	друг от	1	2
166	с этим	3	2
167	целый ряд	2	2
168	и наконец	1	2
169	но в	5	2
170	все эти	1	2
171	и тот	3	2
172	и те	1	2
173	сами эти	1	2
174	состоит в	2	2
175	не к	1	2
176	на совершенно	1	2
177	чтобы в	2	2
178	в глазах	8	2
179	этот человек	2	2
180	и тем	1	2
181	участие в	1	2
182	же образом	1	2
183	на основании	2	2
184	этого не	1	2
185	нисколько не	3	2
186	в этих	1	2
187	во время	6	2
188	в котором	2	2
189	место в	1	2
190	в силу	2	2
191	друг другу	1	2
192	их в	3	2
193	том и	1	2
194	том же	1	2
195	любовь к	3	2
196	тому что	2	2
197	она не	2	2
198	только для	2	2
199	что с	2	2
200	принадлежат к	1	2
201	для нас	1	2
202	у него	4	2
203	больше чем	2	2
204	чтобы их	1	2
205	людей и	2	2
206	на которой	1	2
207	в области	2	2
208	свое собственное	1	2
209	к себе	5	2
210	всю свою	1	2
211	указывает на	1	2
212	которой она	1	2
213	если же	2	2
214	и о	2	2
215	от друга	1	2
216	за то	2	2
217	ясно что	6	2
218	это только	1	2
219	разумеется что	2	2
220	даже не	3	2
221	настоящее время	1	2
222	и что	6	2
223	они принадлежат	1	2
224	любви к	5	2
225	к нему	5	2
226	это в	2	2
227	речь шла	2	2
228	совершенно не	2	2
229	даже если	2	2
230	по этому	1	2
231	так что	6	2
232	только на	1	2
233	в начале	3	2
234	является не	1	2
235	его и	1	2
236	не так	3	2
237	ни в	10	2
