N	2gram	Bakhtin_Pr_4	VerxiiNi
1	и в	46	26
2	таким образом	4	22
3	в этом	16	15
4	вместе с	2	15
5	точки зрения	11	13
6	как бы	19	12
7	в том	9	11
8	из этих	3	10
9	не только	14	10
10	и с	7	10
11	может быть	23	10
12	связи с	1	9
13	в области	1	9
14	так как	5	9
15	но и	12	9
16	что в	4	9
17	но не	4	8
18	в общем	2	8
19	и у	1	8
20	с другой	3	8
21	и не	27	8
22	как на	1	8
23	но в	6	7
24	но все	2	7
25	том что	4	7
26	потому что	4	7
27	в эпоху	1	7
28	к нему	5	7
29	с одной	1	7
30	то что	4	7
31	а с	1	7
32	одной стороны	1	7
33	того же	3	6
34	все же	4	6
35	все эти	4	6
36	в себе	7	6
37	всяком случае	1	6
38	с точки	9	6
39	в отношении	3	6
40	к тому	2	6
41	так и	4	6
42	и т.д	3	6
43	о том	5	6
44	в конце	3	6
45	что и	3	6
46	несмотря на	1	6
47	и потому	1	6
48	все это	6	6
49	во всяком	2	6
50	отношение к	3	5
51	сих пор	8	5
52	и к	9	5
53	тому же	1	5
54	в силу	1	5
55	в мире	3	5
56	лишь в	2	5
57	или менее	3	5
58	того чтобы	1	5
59	никогда не	6	5
60	с другом	5	5
61	в его	9	5
62	до сих	8	5
63	а не	11	5
64	к жизни	2	5
65	друг с	5	5
66	и для	3	5
67	так же	3	5
68	более или	3	5
69	том числе	4	5
70	в котором	5	4
71	то же	6	4
72	целый ряд	2	4
73	в самом	9	4
74	учение о	1	4
75	в этой	3	4
76	и по	2	4
77	что все	1	4
78	то есть	40	4
79	должен был	1	4
80	он не	4	4
81	далеко не	3	4
82	и тогда	1	4
83	в которых	2	4
84	в то	5	4
85	в нем	17	4
86	а в	2	4
87	числе и	3	4
88	и что	3	4
89	и только	3	4
90	только в	6	4
91	к своим	1	4
92	и вместе	1	4
93	на этот	2	4
94	ничем не	1	4
95	не может	19	4
96	в этих	4	4
97	во время	1	4
98	что он	6	4
99	же как	2	3
100	из всех	1	3
101	не вполне	1	3
102	если в	2	3
103	к сожалению	1	3
104	в своем	3	3
105	и нет	4	3
106	когда он	2	3
107	и как	2	3
108	что это	1	3
109	так или	1	3
110	друг за	1	3
111	и если	1	3
112	при этом	5	3
113	всегда и	1	3
114	и при	3	3
115	если бы	3	3
116	то с	1	3
117	не менее	2	3
118	в других	2	3
119	и о	3	3
120	с самого	1	3
121	на нее	1	3
122	можно сказать	4	3
123	в значительной	1	3
124	но с	2	3
125	хотя бы	2	3
126	так что	2	3
127	из которого	1	3
128	уже не	4	3
129	для него	2	3
130	в одном	11	3
131	к ним	4	3
132	и даже	3	3
133	или иначе	1	3
134	с ней	1	3
135	в связи	1	3
136	каждая из	1	3
137	в результате	2	3
138	конце концов	1	3
139	отношению к	5	3
140	и другие	3	3
141	к этому	1	3
142	в таком	1	3
143	одним из	3	2
144	и это	3	2
145	мы имеем	3	2
146	ни у	3	2
147	так чтобы	3	2
148	и заставляет	1	2
149	еще не	7	2
