N	3gram	Nazirov_Tv_2	Myshleni
1	в том что	2	31
2	с другой стороны	2	8
3	в самом деле	2	6
4	можно было бы	1	5
5	так же как	2	5
6	же как и	1	4
7	в первую очередь	1	4
8	с первого взгляда	1	3
9	точно так же	1	3
10	во всяком случае	2	3
11	в связи с	1	3
12	о том что	2	3
13	и что в	1	2
14	по нашему мнению	4	2
15	в том числе	1	2
16	в отличие от	2	2
17	мы видим в	1	2
18	том числе и	1	2
19	а с другой	1	2
20	в целом и	2	2
21	содержит в себе	1	2
22	в высшей степени	1	2
23	не могут быть	1	2
24	мы уже говорили	1	2
25	в целом ряде	1	2
26	в свою очередь	1	2
27	на всем протяжении	1	2
28	в том смысле	1	2
29	том что в	1	1
30	в психологическом отношении	1	1
31	как и у	1	1
32	потому что в	1	1
33	мы узнаем что	1	1
34	решающую роль в	1	1
35	о том как	1	1
36	в поле зрения	1	1
37	до сих пор	3	1
38	имеет в виду	1	1
39	и в истории	1	1
40	он приходит к	1	1
41	что дает нам	1	1
42	по мере своего	1	1
43	мере своего развития	1	1
44	в противоречии с	1	1
45	в истории человечества	1	1
46	он говорит что	1	1
47	к тому же	1	1
48	являются как бы	1	1
49	не может быть	3	1
50	едва ли не	2	1
51	по себе не	1	1
52	в то время	1	1
53	только то что	1	1
54	отнюдь не означает	1	1
55	по отношению к	3	1
56	так например в	1	1
57	том смысле что	1	1
58	ничего общего с	1	1
59	с самого начала	1	1
60	мы знаем что	1	1
61	мы говорим о	1	1
62	когда он видит	1	1
63	и ту же	1	1
64	является в высшей	1	1
65	все же не	2	1
66	решения этой задачи	1	1
67	одну и ту	1	1
68	может быть в	1	1
69	как и в	1	1
70	в том же	2	1
