N	3gram	Losev_Dial_1	Literetu
1	в том что	7	11
2	так или иначе	1	8
3	то же время	4	5
4	в то же	4	5
5	в связи с	1	4
6	дело в том	1	2
7	с точки зрения	12	2
8	только в том	1	2
9	в этом отношении	2	2
10	из того что	1	2
11	с одной стороны	2	2
12	во всяком случае	2	2
13	о том что	2	2
14	тем не менее	1	2
15	это уже не	1	1
16	как например в	1	1
17	в чистом виде	1	1
18	то что я	2	1
19	в основе всех	1	1
20	только потому что	3	1
21	иметь в виду	3	1
22	может быть названа	1	1
23	на самом деле	2	1
24	на то что	4	1
25	как раз и	1	1
26	имеется в виду	1	1
27	в поэзии тютчева	1	1
28	на том или	1	1
29	несмотря на свою	1	1
30	можно было бы	4	1
31	том или ином	1	1
32	и вот она	1	1
33	по крайней мере	4	1
34	то в чем	2	1
35	жизни и в	1	1
36	и не слыхал	1	1
37	и в частности	2	1
38	которые могли бы	1	1
39	а не только	1	1
40	но в то	1	1
41	в самом деле	1	1
42	на первый взгляд	1	1
43	в отношении к	1	1
44	как один из	2	1
45	и в этом	3	1
46	по большей части	1	1
47	у тютчева и	1	1
48	в этом и	1	1
49	с другой стороны	4	1
50	не может и	3	1
51	не может быть	3	1
52	только то что	3	1
53	ничего общего с	3	1
54	это надо для	1	1
55	нельзя сказать что	1	1
56	далеко не всегда	1	1
57	до сих пор	2	1
58	с самого начала	1	1
59	никогда не бывает	1	1
60	но все же	1	1
61	может и не	2	1
62	тех или иных	1	1
63	мы имеем дело	1	1
64	в полной мере	1	1
65	бы не было	1	1
66	к тому же	1	1
67	не нуждается в	3	1
68	не есть произведение	1	1
69	и никто не	1	1
70	том что для	1	1
71	внутреннего и внешнего	6	1
72	с такой же	1	1
