N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	22
2	мы имеем	1	19
3	в этом	15	17
4	что в	3	15
5	не только	10	14
6	но и	10	12
7	и не	22	12
8	в этих	2	11
9	может быть	6	11
10	и пр	5	11
11	или в	2	11
12	но в	14	10
13	еще не	6	10
14	в нем	13	9
15	и говорит	1	9
16	что и	1	9
17	в том	16	9
18	что он	3	9
19	как мы	6	8
20	дома в	1	8
21	мы видим	2	8
22	с этим	1	8
23	том что	6	8
24	но не	2	7
25	то что	3	7
26	и здесь	3	7
27	уже не	3	7
28	из них	4	7
29	так как	6	7
30	с другой	3	7
31	другой стороны	1	7
32	там где	1	7
33	к этому	1	7
34	то же	1	6
35	мы уже	12	6
36	не вполне	2	6
37	это не	3	6
38	во время	4	6
39	ничего не	3	6
40	связи с	4	6
41	так в	1	6
42	в них	5	6
43	то и	1	6
44	друг друга	3	6
45	а не	1	6
46	связь с	5	6
47	в течение	1	6
48	с ней	1	6
49	все же	6	5
50	он не	2	5
51	здесь мы	1	5
52	в этой	4	5
53	не менее	1	5
54	могут быть	2	5
55	в обряде	1	5
56	к нему	3	5
57	в свете	2	5
58	того что	2	5
59	один из	1	5
60	до сих	4	5
61	в некоторых	2	5
62	в частности	5	5
63	этот мотив	1	5
64	есть и	1	5
65	сих пор	4	5
66	одним из	2	4
67	мы здесь	2	4
68	и на	11	4
69	все эти	10	4
70	этого мотива	1	4
71	отношение к	4	4
72	не в	4	4
73	имеем в	1	4
74	на этом	1	4
75	и с	3	4
76	можно найти	1	4
77	у нас	1	4
78	как это	1	4
79	но он	1	4
80	видим что	1	4
81	и его	10	4
82	тем что	1	4
83	что на	1	4
84	она не	1	4
85	в пределах	1	4
86	в дальнейшем	8	4
87	находится в	1	4
88	только в	7	4
89	и они	1	4
90	его и	1	4
91	в других	3	4
92	они не	1	4
93	для нас	4	4
94	не может	3	4
95	и другие	8	4
96	связана с	5	3
97	их и	1	3
98	если я	1	3
99	представление о	1	3
100	и ее	1	3
101	в чем	2	3
102	со стороны	1	3
103	и как	1	3
104	и к	4	3
105	в целом	2	3
106	из этих	2	3
107	на его	2	3
108	их в	2	3
109	а затем	2	3
110	его в	7	3
111	было бы	1	3
112	далеко не	3	3
113	как и	5	3
114	одном из	1	3
115	можно ли	1	3
116	никогда не	6	3
117	потому что	5	3
118	он и	3	3
119	к тому	2	3
120	они и	1	3
121	о том	2	3
122	здесь не	1	3
123	смерти в	1	3
124	можно только	4	3
125	особого рода	1	3
126	от них	1	3
127	в его	9	3
128	и она	1	3
129	с ними	1	3
130	и у	6	3
131	стоит на	1	3
132	за ним	1	3
133	прежде всего	11	3
134	у него	1	3
135	уходит в	1	3
136	превращается в	5	3
137	в связи	1	3
138	но это	3	3
139	между прочим	2	3
140	и от	2	3
141	и все	5	3
142	он видит	1	3
143	сказать что	6	3
144	все что	1	3
145	например в	2	2
146	на самом	6	2
147	здесь и	4	2
148	и новые	1	2
149	и он	2	2
150	в ней	6	2
151	но конечно	1	2
152	к жизни	2	2
153	по отношению	1	2
154	вступают в	1	2
155	его на	2	2
156	как в	5	2
157	в своем	8	2
158	ней в	1	2
159	хотя и	2	2
160	что по	1	2
161	есть ли	1	2
162	обряда в	1	2
163	в этот	1	2
164	мы рассмотрим	1	2
165	во многих	2	2
166	тому же	1	2
167	не могла	1	2
168	при этом	6	2
169	они в	2	2
170	всех этих	8	2
171	и вот	2	2
172	так и	10	2
173	но все	3	2
174	в работе	1	2
175	на все	2	2
176	большинстве случаев	2	2
177	смерть и	1	2
178	вовсе не	18	2
179	и уже	1	2
180	и для	2	2
181	такой же	1	2
182	исторической действительности	1	2
183	точки зрения	7	2
184	это делает	1	2
185	в которых	1	2
186	в животном	1	2
187	лег в	1	2
188	что было	1	2
189	но они	1	2
190	и более	1	2
191	даже в	3	2
192	в то	1	2
193	который был	2	2
194	одна из	1	2
195	здесь на	2	2
196	вот почему	1	2
197	в самых	1	2
198	на это	1	2
199	и это	2	2
200	роль в	2	2
201	с собой	1	2
202	связан с	3	2
203	связанных с	1	2
204	образом в	2	2
205	на землю	3	2
206	должно было	1	2
207	между тем	5	2
208	же в	2	2
209	этот вопрос	2	2
210	характерно для	3	2
211	и действительно	1	2
212	и так	2	2
213	два типа	1	2
214	с одной	2	2
215	где они	3	2
216	в жизни	4	2
217	что не	2	2
218	еще одну	1	2
219	всяком случае	1	2
220	в одном	5	2
221	только на	2	2
222	в особенности	2	2
223	и даже	8	2
224	есть только	2	2
225	и др	24	2
226	в немецких	1	2
227	что им	1	2
228	не было	1	2
229	одной стороны	2	2
230	представления о	2	2
231	уже давно	1	2
232	и потому	10	2
233	но этот	1	2
234	с миром	3	2
235	в тех	3	2
236	да и	2	2
237	можно сказать	2	2
238	мы найдем	2	2
239	от него	2	2
240	еще более	5	2
241	нет ничего	3	2
242	совершенно не	4	2
243	отношению к	1	2
244	жизни и	7	2
245	во всяком	1	2
246	фигурирует и	1	1
247	к людям	1	1
248	она была	3	1
249	связь этих	1	1
250	формы этой	1	1
251	а из	1	1
252	самом деле	3	1
253	говорили выше	1	1
254	в приведенном	1	1
255	и живут	1	1
256	они стали	1	1
257	и до	4	1
258	действительности и	1	1
259	определенные сроки	1	1
260	из всех	2	1
261	очень широко	2	1
262	и была	1	1
263	значении в	1	1
264	мы не	1	1
265	этого нет	1	1
266	на эти	1	1
267	человека и	1	1
268	это всегда	2	1
269	принадлежит к	1	1
270	они связаны	1	1
271	и другая	1	1
272	и заставляет	1	1
273	и строя	1	1
274	начало и	2	1
275	на них	2	1
276	мы будем	3	1
277	но как	3	1
278	в быту	1	1
279	действия и	1	1
280	к ним	1	1
281	изменения и	1	1
282	не просто	3	1
283	нет и	2	1
284	только путем	1	1
285	чем же	1	1
286	если на	1	1
287	что как	1	1
288	это был	1	1
289	все остальные	1	1
290	кроме того	2	1
291	его к	2	1
292	еще на	1	1
293	он в	1	1
294	в другие	1	1
295	остановиться на	1	1
296	см выше	1	1
297	друг от	1	1
298	на то	1	1
299	этот процесс	1	1
300	но прежде	1	1
301	вообще не	1	1
302	главным образом	6	1
303	были все	1	1
304	все отверстия	1	1
305	перестает быть	3	1
306	видеть в	2	1
307	давали им	1	1
308	человеческого тела	2	1
309	из него	1	1
310	его от	2	1
311	и по	2	1
312	так например	2	1
313	человека в	1	1
314	по своему	8	1
315	могла бы	1	1
316	как они	1	1
317	в состоянии	3	1
318	ним в	1	1
319	об этом	1	1
320	бы быть	2	1
321	где оно	1	1
322	на этой	3	1
323	и иногда	1	1
324	а как	1	1
325	входит в	4	1
326	одной из	1	1
327	этом мы	1	1
328	но уже	1	1
329	и во-вторых	1	1
330	при смерти	1	1
331	могилу и	1	1
332	она и	1	1
333	сущность этого	2	1
334	может даже	1	1
335	всегда лежит	1	1
336	а за	1	1
337	оно имеет	1	1
338	в эту	1	1
339	в своей	5	1
340	что такое	1	1
341	с точки	3	1
