N	2gram	Bakhtin_Pr_4	Komedia
1	и в	46	22
2	том что	4	12
3	но и	12	11
4	в том	9	11
5	не только	14	10
6	в то	5	10
7	как и	12	9
8	может быть	23	9
9	таким образом	4	8
10	о том	5	8
11	и его	6	8
12	в одном	11	8
13	и не	27	8
14	в этой	3	7
15	и других	4	7
16	то же	6	6
17	тому же	1	6
18	и по	2	6
19	не в	10	6
20	в отношении	3	6
21	ни в	6	6
22	в конце	3	6
23	что он	6	6
24	к тому	2	6
25	а в	2	6
26	что в	4	6
27	как в	4	5
28	на его	1	5
29	при этом	5	5
30	во время	1	5
31	потому что	4	5
32	так и	4	5
33	еще в	1	5
34	и даже	3	5
35	между тем	2	5
36	один из	1	5
37	уже в	4	5
38	в его	9	5
39	прежде всего	9	5
40	о которых	2	5
41	с другой	3	5
42	все это	6	5
43	другой стороны	3	5
44	из его	1	4
45	но в	6	4
46	в нем	17	4
47	и вот	1	4
48	в другом	2	4
49	известно что	1	4
50	несмотря на	1	4
51	точки зрения	11	4
52	в котором	5	4
53	в их	4	4
54	одном из	2	4
55	так как	5	4
56	как мы	12	4
57	на него	3	4
58	примерно в	1	4
59	же время	5	4
60	так в	2	4
61	что и	3	4
62	мы можем	4	4
63	тем что	3	4
64	именно в	1	4
65	и особенно	1	4
66	в результате	2	4
67	конце концов	1	4
68	по поводу	1	4
69	к этому	1	4
70	же как	2	3
71	в тех	1	3
72	перед лицом	1	3
73	мы не	4	3
74	и о	3	3
75	и на	11	3
76	в последних	1	3
77	как правило	1	3
78	с одной	1	3
79	в этом	16	3
80	все же	4	3
81	хотя и	6	3
82	и как	2	3
83	в целом	1	3
84	на то	3	3
85	да и	4	3
86	он не	4	3
87	и еще	1	3
88	здесь мы	1	3
89	и с	7	3
90	его в	1	3
91	в них	1	3
92	место в	1	3
93	вопрос о	2	3
94	не менее	2	3
95	однако в	1	3
96	на всю	1	3
97	даже в	1	3
98	по отношению	5	3
99	того как	2	3
100	к этим	1	3
101	ничего не	2	3
102	в сознании	1	3
103	у нас	2	3
104	могут быть	2	3
105	и сам	5	3
106	во второй	1	3
107	после того	1	3
108	в частности	1	3
109	и одновременно	2	3
110	только в	6	3
111	и у	1	3
112	отношение к	3	3
113	у него	5	3
114	как раз	7	3
115	к которому	1	3
116	все более	1	3
117	так же	3	3
118	как это	1	3
119	их к	1	3
120	одной стороны	1	3
121	пародией на	1	3
122	здесь в	2	3
123	всего в	1	3
124	в более	1	3
125	его творчества	3	3
126	и все	9	3
127	все остальные	1	3
128	отношению к	5	3
129	того же	3	2
130	здесь и	3	2
131	ту же	2	2
132	почти всегда	3	2
133	видеть в	1	2
134	в доме	1	2
135	из всех	1	2
136	в сущности	7	2
137	принадлежит к	1	2
138	на себя	4	2
139	в большом	1	2
140	слова о	1	2
141	это время	1	2
142	которую можно	1	2
143	тем как	2	2
144	отличие от	3	2
145	за пределы	5	2
146	к сожалению	1	2
147	было только	1	2
148	со своей	1	2
149	в самом	9	2
150	раз в	2	2
151	в себе	7	2
152	только один	1	2
153	время и	2	2
154	в первой	2	2
155	если они	1	2
156	не к	3	2
157	в силу	1	2
158	на этом	3	2
159	на все	2	2
160	было бы	3	2
161	и тем	2	2
162	ни одной	1	2
163	такой же	3	2
164	или менее	3	2
165	которую он	2	2
166	и без	1	2
167	всяком случае	1	2
168	почти не	2	2
169	но он	3	2
170	правда в	3	2
171	одна из	2	2
172	и внутренней	1	2
173	при всем	2	2
174	к ней	2	2
175	по своей	3	2
176	ему и	1	2
177	внешней и	1	2
178	как будто	1	2
179	в области	1	2
180	одному из	1	2
181	указывает на	2	2
182	для себя	1	2
183	слов но	1	2
184	с ее	3	2
185	в себя	4	2
186	что у	1	2
187	поэтому мы	1	2
188	времени и	2	2
189	для этого	2	2
190	и здесь	4	2
191	и во	3	2
192	от них	2	2
193	в форме	1	2
194	быть даже	1	2
195	еще не	7	2
196	именно на	1	2
197	в эти	1	2
198	а то	3	2
199	мы знаем	1	2
200	могли быть	1	2
201	вовсе не	9	2
202	в других	2	2
203	со стороны	1	2
204	даже не	1	2
205	точек зрения	4	2
206	до сих	8	2
207	еще и	4	2
208	и притом	1	2
209	то и	2	2
210	опять же	1	2
211	которых мы	1	2
212	до конца	4	2
213	не может	19	2
214	вместе с	2	2
215	но не	4	2
216	и формы	1	2
217	к нему	5	2
218	сих пор	8	2
219	но это	6	2
220	мы найдем	1	2
221	или в	8	2
222	а к	1	2
223	ни было	1	2
224	то что	4	2
225	в свою	1	2
226	по одному	1	2
227	из своей	1	2
228	в своих	1	2
229	во всяком	2	2
230	все что	2	2
231	сторон и	1	2
232	а между	2	1
233	к полному	1	1
234	выражено в	1	1
235	он получает	1	1
236	также и	3	1
237	чтобы не	1	1
238	сам по	3	1
239	на самом	1	1
240	или к	2	1
241	тем же	3	1
242	между двумя	3	1
243	из самых	1	1
244	мировоззрения и	1	1
245	поэтому он	1	1
246	в нашу	1	1
247	случае оно	1	1
248	народ на	1	1
249	от которых	1	1
250	высшей степени	1	1
251	одним из	3	1
252	мы уже	3	1
253	той же	3	1
254	здесь нас	1	1
255	а уж	1	1
256	о способах	1	1
257	ни у	3	1
258	из своих	2	1
259	совпадает с	1	1
260	после первого	1	1
261	из того	1	1
262	то это	3	1
263	по замыслу	1	1
264	и заставляет	1	1
265	первого и	1	1
266	мы здесь	2	1
267	в мире	3	1
268	и он	6	1
269	замысла в	1	1
270	в ней	1	1
271	собой в	1	1
272	а только	1	1
273	во всех	5	1
274	стилистических приемов	1	1
275	но конечно	2	1
276	он может	1	1
277	друг на	2	1
278	же она	1	1
279	не входит	2	1
280	при первом	1	1
281	под его	1	1
282	каждая из	1	1
283	с этим	2	1
284	для создания	1	1
285	и речевых	1	1
286	с собой	3	1
287	из уст	1	1
288	прежней славы	1	1
289	в своем	3	1
290	когда он	2	1
291	целый ряд	2	1
292	мысль в	1	1
293	победа в	1	1
294	не являются	1	1
295	его к	2	1
296	и к	9	1
297	да они	1	1
298	более или	3	1
299	и этим	3	1
300	из жизни	1	1
301	что это	1	1
302	тон в	1	1
303	сказать о	1	1
304	так или	1	1
305	что же	3	1
306	бы не	2	1
307	из этих	3	1
308	приводит к	4	1
309	только на	3	1
310	роль в	1	1
311	очень существенное	1	1
312	поражение в	1	1
313	ее как	1	1
314	как он	3	1
315	в братьях	2	1
316	ставит нас	1	1
317	но прежде	1	1
318	прибегают не	1	1
319	в передней	3	1
320	к миру	1	1
321	что же?	1	1
322	политики и	1	1
323	с огромной	1	1
324	к одному	6	1
325	по существу	3	1
326	не могли	2	1
327	теперь от	1	1
328	ярко выраженный	1	1
329	людей и	4	1
330	что она	1	1
331	последнее слово	1	1
332	но все	2	1
333	человека в	1	1
334	значительной степени	1	1
335	что все	1	1
336	это сопоставление	1	1
337	же не	1	1
338	они должны	3	1
339	в каком-нибудь	1	1
340	от некоторых	1	1
341	об этом	2	1
342	почти до	2	1
343	люди по	1	1
344	то есть	40	1
345	на этой	1	1
346	говорить не	1	1
347	и иногда	1	1
348	и подражание	1	1
349	и под	1	1
350	свою полную	1	1
351	перед нами	12	1
352	должен был	1	1
353	любовь к	4	1
354	в жизни	5	1
355	а с	1	1
356	все равно	2	1
357	и уже	1	1
358	всегда и	1	1
359	жизни но	1	1
360	как целое	1	1
361	слова и	7	1
362	для своих	2	1
363	по той	1	1
364	в этих	4	1
365	в еще	1	1
366	можно только	1	1
367	себя внимание	2	1
368	но если	3	1
369	почти нет	2	1
370	а как	2	1
371	не последнее	1	1
372	никто не	1	1
373	от времени	1	1
374	в отличие	3	1
375	в которых	2	1
376	которые в	2	1
377	друг другу	1	1
378	однако не	1	1
379	того типа	1	1
380	том же	4	1
381	и дидро	1	1
382	по себе	7	1
