N	4gram	Tiupa_Disk_1	Narrotol
1	в то же время	3	4
2	мы имеем дело с	1	2
3	одно и то же	1	2
4	лицо события свидетель и	2	2
5	главное действующее лицо события	2	2
6	дело в том что	1	2
7	внимание на то что	1	2
8	действующее лицо события свидетель	2	2
9	состоит в том что	1	2
10	события свидетель и судия	2	2
11	писал бахтин может ощущаться	1	1
12	момент в [...] смысл	1	1
13	в разные времена различные	1	1
14	создает наррацию ибо анарративная	1	1
15	местах и в то	1	1
16	например приказывая или напротив	1	1
17	качестве способности человеческой речи	1	1
18	и по длительности и	1	1
19	''когда'' ''для того чтобы''	1	1
20	неразрывно объединены в едином	1	1
21	это непосредственное воспроизведение чужих	1	1
22	время они неразрывно объединены	1	1
23	сами участвуем как слушатели-читатели	1	1
24	строгом значении этого термина	1	1
25	цепь воспроизводилась древними писателями	1	1
26	самого рассказывания в этом	1	1
27	самое понимание входит как	1	1
28	различные и по длительности	1	1
29	входит как диалогический момент	1	1
30	человеческой речи формировать культурную	1	1
31	что нарративность в качестве	1	1
32	они неразрывно объединены в	1	1
33	и не может быть	1	1
34	в рассказе о ней	1	1
35	и на разных местах	1	1
36	в учебниках по мифологии	1	1
37	однозначности [...] в нем	1	1
38	мифов-нарраций никогда не было	1	1
39	истине красоте и т.п	1	1
40	на концепции нарративности как	1	1
41	происходят в разные времена	1	1
42	стабильно дифференцированном и оцененном	1	1
43	понять со стороны самое	1	1
44	только в перформативной установке	1	1
45	перед нами два события	1	1
46	того чтобы'' ''из-за'' и	1	1
47	практика общения доступна нам	1	1
48	и главное действующее лицо	1	1
49	едином но сложном событии	1	1
50	события эти происходят в	1	1
51	бытия следствие овладения понятийным	1	1
52	чужих высказываний пиететное цитирование	1	1
53	шагом природного социального или	1	1
54	повседневная практика общения доступна	1	1
55	мы можем обозначить как	1	1
56	[...] оно живет в	1	1
57	на разных местах и	1	1
58	в том случае если	1	1
59	так например приказывая или	1	1
60	нарративная установка [...] наблюдателя	1	1
61	готовом стабильно дифференцированном и	1	1
62	их связная сюжетная цепь	1	1
63	и сами участвуем как	1	1
64	по мифологии если же	1	1
65	стороны самое понимание входит	1	1
66	установка [...] наблюдателя упраздняет	1	1
67	следует сказать и о	1	1
68	времена различные и по	1	1
69	слушатели-читатели события эти происходят	1	1
70	повторяющееся действие или положение	1	1
71	диалогический момент в [...]	1	1
72	мы и сами участвуем	1	1
73	цитирование стенографическая передача карикатурное	1	1
74	имеются только в учебниках	1	1
75	ту самую коммуникативную ситуацию	1	1
76	имеющий отношение к ценности	1	1
77	в е годы к	1	1
78	сложном событии которое мы	1	1
79	ценности к истине красоте	1	1
80	по длительности и на	1	1
81	сюжетная цепь воспроизводилась древними	1	1
82	отношение к ценности к	1	1
83	в этом последнем мы	1	1
84	самую коммуникативную ситуацию какой	1	1
85	концепции нарративности как событийности	1	1
86	о ней мифов-нарраций никогда	1	1
87	доступна нам только в	1	1
88	но сложном событии которое	1	1
89	то же время они	1	1
90	один голос [...] оно	1	1
91	отношения с адресатом как	1	1
92	два события событие о	1	1
93	исходя из того что	1	1
94	писателями [...] то потому	1	1
95	с той или иной	1	1
96	а не в рассказе	1	1
97	всех видов не только	1	1
98	же их связная сюжетная	1	1
99	о котором рассказано в	1	1
100	понятийным мышлением которое по	1	1
101	дистанцию по отношению к	1	1
102	освоение человеческим сознанием событийной	1	1
103	объединены в едином но	1	1
104	[...] в нем звучит	1	1
105	не рассказывает а показывает	1	1
106	пиететное цитирование стенографическая передача	1	1
107	как слушатели-читатели события эти	1	1
108	передать оборотов ''если'' ''когда''	1	1
109	красоте и т.п и	1	1
110	сознанием событийной стороны бытия	1	1
111	то потому что к	1	1
112	наблюдателя упраздняет коммуникативные роли	1	1
113	которое по фрейденберг и	1	1
114	к ценности к истине	1	1
115	способности человеческой речи формировать	1	1
116	в связи с кристаллизацией	1	1
117	произведения всех видов не	1	1
118	рассказывания в этом последнем	1	1
119	которое мы можем обозначить	1	1
120	мифологии если же их	1	1
121	можем обозначить как произведение	1	1
122	упраздняет коммуникативные роли первого	1	1
123	рассказе о ней мифов-нарраций	1	1
124	понимание входит как диалогический	1	1
125	связная сюжетная цепь воспроизводилась	1	1
126	заново актуализированная женеттом была	1	1
127	оно живет в готовом	1	1
128	в речевой практике общения	1	1
129	социального или ментального процесса	1	1
130	''если'' ''когда'' ''для того	1	1
131	выходит новое и главное	1	1
132	событие о котором рассказано	1	1
133	в готовом стабильно дифференцированном	1	1
134	овладения понятийным мышлением которое	1	1
135	по фрейденберг и создает	1	1
136	к истине красоте и	1	1
137	с большей или меньшей	1	1
138	в его событийной полноте	1	1
139	и событие самого рассказывания	1	1
140	и требующий ответного понимания	1	1
141	разные времена различные и	1	1
142	нельзя понять со стороны	1	1
143	речи формировать культурную память	1	1
144	может ощущаться завершенная и	1	1
145	одного и того же	2	1
146	мифы-рассказы имеются только в	1	1
147	потому что к этому	1	1
148	что к этому времени	1	1
149	никогда не было и	1	1
150	этому времени наррация давно	1	1
151	в качестве способности человеческой	1	1
152	нам только в перформативной	1	1
153	речевой практике общения это	1	1
154	времени наррация давно функционировала	1	1
155	бахтин может ощущаться завершенная	1	1
156	нами два события событие	1	1
157	в едином но сложном	1	1
158	ощущаться завершенная и строго	1	1
159	в строгом значении этого	1	1
160	голос [...] оно живет	1	1
161	тем или иным образом	1	1
162	разных местах и в	1	1
163	практике общения это непосредственное	1	1
164	в том числе и	2	1
165	было и не могло	1	1
166	самое следует сказать и	1	1
167	''картина'' не может передать	1	1
168	нарративность в качестве способности	1	1
169	и создает наррацию ибо	1	1
170	новое и главное действующее	1	1
171	и в то же	1	1
172	природного социального или ментального	1	1
173	котором рассказано в произведении	1	1
174	и т.п и требующий	1	1
175	обозначить как произведение в	1	1
176	как диалогический момент в	1	1
177	человеческим сознанием событийной стороны	1	1
178	по бахтину нельзя понять	1	1
179	участвуем как слушатели-читатели события	1	1
180	формировать культурную память как	1	1
181	переформатирует ту самую коммуникативную	1	1
182	нем звучит один голос	1	1
183	''для того чтобы'' ''из-за''	1	1
184	и строго отграниченная система	1	1
185	будучи непосредственной формой человеческого	1	1
186	порождается так например приказывая	1	1
187	живет в готовом стабильно	1	1
188	общения это непосредственное воспроизведение	1	1
189	мимесис не рассказывает а	1	1
190	появляется в связи с	1	1
191	следствие овладения понятийным мышлением	1	1
192	событии которое мы можем	1	1
193	роли первого и второго	1	1
194	этом последнем мы и	1	1
195	звучит один голос [...]	1	1
196	же время они неразрывно	1	1
197	видов не только словесные	1	1
198	первого и второго лица	1	1
199	только в учебниках по	1	1
200	учебниках по мифологии если	1	1
201	не может передать оборотов	1	1
202	эти происходят в разные	1	1
203	ней мифов-нарраций никогда не	1	1
204	т.п и требующий ответного	1	1
205	в нем звучит один	1	1
206	и до сего времени	1	1
207	события событие о котором	1	1
208	произведение в его событийной	1	1
209	непосредственное воспроизведение чужих высказываний	1	1
210	же самое следует сказать	1	1
211	событийной стороны бытия следствие	1	1
212	воспроизведение чужих высказываний пиететное	1	1
213	коммуникативные роли первого и	1	1
214	чтобы'' ''из-за'' и т.д	1	1
215	высказываний пиететное цитирование стенографическая	1	1
216	то же самое следует	1	1
217	древними писателями [...] то	1	1
218	и потому что в	1	1
219	не было и не	1	1
220	к этому времени наррация	1	1
221	длительности и на разных	1	1
222	[...] то потому что	1	1
223	оборотов ''если'' ''когда'' ''для	1	1
224	со стороны самое понимание	1	1
225	в произведении и событие	1	1
226	не в рассказе о	1	1
227	строго отграниченная система смыслов	1	1
228	общения доступна нам только	1	1
229	с адресатом как иерархические	1	1
230	фрейденберг и создает наррацию	1	1
231	событие самого рассказывания в	1	1
232	в слове писал бахтин	1	1
233	еще в греческой античности	1	1
234	может передать оборотов ''если''	1	1
235	воспроизводилась древними писателями [...]	1	1
236	бахтину нельзя понять со	1	1
237	последнем мы и сами	1	1
238	и не могло быть	1	1
239	стенографическая передача карикатурное передразнивание	1	1
240	слове писал бахтин может	1	1
241	рассказывает а показывает имитирует	1	1
242	дифференцированном и оцененном мире	1	1
243	рассказано в произведении и	1	1
244	если же их связная	1	1
245	как произведение в его	1	1
246	произведении и событие самого	1	1
247	завершенная и строго отграниченная	1	1
248	[...] наблюдателя упраздняет коммуникативные	1	1
249	стороны бытия следствие овладения	1	1
250	мышлением которое по фрейденберг	1	1
