N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	41
2	то есть	5	20
3	таким образом	10	19
4	в этом	8	15
5	как и	6	14
6	то же	7	13
7	все эти	4	13
8	в этой	5	13
9	мы уже	1	12
10	в его	10	12
11	в себе	3	11
12	как мы	1	11
13	в том	8	11
14	прежде всего	8	11
15	так и	6	10
16	в то	10	10
17	все это	6	10
18	не в	4	9
19	же время	7	9
20	и его	9	9
21	но и	8	9
22	что в	7	9
23	но в	4	8
24	в конце	6	8
25	то что	3	8
26	и от	4	8
27	в нем	3	7
28	вовсе не	2	7
29	в них	1	7
30	как бы	11	7
31	и не	9	7
32	в ад	1	7
33	в романе	15	7
34	и до	1	6
35	ни в	1	6
36	о том	5	6
37	мы видим	4	6
38	только в	2	6
39	это не	7	6
40	для него	3	6
41	у него	6	6
42	в году	16	5
43	как в	4	5
44	и к	1	5
45	не только	13	5
46	в плане	3	5
47	мы видели	1	5
48	потому что	7	5
49	и это	3	5
50	и у	2	5
51	уже в	2	5
52	что и	1	5
53	вместе с	3	5
54	так же	5	5
55	и для	1	5
56	а в	4	5
57	к этому	3	5
58	на место	1	4
59	место в	3	4
60	как я	1	4
61	и на	5	4
62	хотя и	4	4
63	и наконец	2	4
64	что это	1	4
65	он не	3	4
66	при виде	2	4
67	на земле	1	4
68	и с	8	4
69	должно быть	1	4
70	том что	4	4
71	он дает	1	4
72	одном из	2	4
73	но он	1	4
74	одна из	3	4
75	ничего не	4	4
76	рядом с	2	4
77	в виду	1	4
78	в образе	3	4
79	и здесь	1	4
80	влияние на	1	4
81	уже говорили	1	4
82	может быть	8	4
83	было бы	1	4
84	с образами	1	4
85	к жизни	2	4
86	том числе	1	4
87	например в	5	3
88	и есть	2	3
89	проникает в	2	3
90	той же	1	3
91	я не	2	3
92	он был	1	3
93	во всех	1	3
94	средневекового человека	1	3
95	его к	1	3
96	так сказать	2	3
97	при этом	8	3
98	и по	2	3
99	в мире	5	3
100	его в	3	3
101	это одна	1	3
102	несмотря на	1	3
103	во время	1	3
104	в своей	6	3
105	таким же	1	3
106	в их	3	3
107	тем самым	4	3
108	сам он	1	3
109	не имеет	1	3
110	тем что	3	3
111	как о	2	3
112	свою очередь	1	3
113	смерти в	1	3
114	можно было	1	3
115	что у	4	3
116	о нем	1	3
117	в свете	3	3
118	в формах	1	3
119	что он	6	3
120	из них	2	3
121	и их	1	3
122	в одном	2	3
123	так как	3	3
124	не было	2	3
125	не может	7	3
126	и потому	4	3
127	в область	3	3
128	но этот	1	3
129	такой же	2	3
130	но это	5	3
131	с ними	2	3
132	в свою	1	3
133	не знает	1	3
134	и другие	1	3
135	как нечто	1	2
136	ту же	1	2
137	начинается с	2	2
138	в доме	1	2
139	из всех	1	2
140	со всех	1	2
141	мы не	4	2
142	развития человечества	1	2
143	в которой	2	2
144	на глазах	1	2
145	по адресу	1	2
146	он действует	1	2
147	всего романа	1	2
148	же что	1	2
149	еще не	5	2
150	в которых	3	2
151	в чем	4	2
152	с его	1	2
153	глазах у	1	2
154	и праведников	1	2
155	а только	1	2
156	точка зрения	2	2
157	по отношению	3	2
158	отношение к	1	2
159	не просто	1	2
160	в течение	1	2
161	в одной	3	2
162	перед нами	1	2
163	говорит что	1	2
164	и еще	2	2
165	и вот	1	2
166	человека в	3	2
167	что все	1	2
168	с этим	1	2
169	это слияние	1	2
170	которой он	2	2
171	числе и	1	2
172	не мог	1	2
173	в этих	1	2
174	во второй	1	2
175	том как	1	2
176	в глубь	1	2
177	своего рода	3	2
178	образом и	1	2
179	их в	2	2
180	теперь я	2	2
181	находит свое	1	2
182	дело в	1	2
183	в процессе	2	2
184	на землю	2	2
185	и обновление	1	2
186	особое значение	1	2
187	в области	1	2
188	нет ни	1	2
189	года он	3	2
190	к тому	1	2
191	за что	1	2
192	не есть	1	2
193	должен быть	1	2
194	на другой	1	2
195	в себя	1	2
196	с самого	1	2
197	роль в	2	2
198	о тех	1	2
199	никогда не	11	2
200	особенно в	2	2
201	во все	1	2
202	жизнь и	1	2
203	в построении	1	2
204	в будущее	1	2
205	одного из	1	2
206	еще более	1	2
207	святых и	1	2
208	все время	2	2
209	в лице	4	2
210	в литературе	2	2
211	и новая	1	2
212	тот же	1	2
213	одной из	3	2
214	и ее	2	2
215	уже не	3	2
216	в большинстве	1	2
217	и других	2	2
218	и со	1	2
219	связано с	1	2
220	отношению к	3	2
221	нужно сказать	1	2
222	к самому	2	2
223	связан с	1	2
224	именно в	6	2
225	и др	3	2
226	это прежде	2	2
227	а не	6	2
228	человеческой культуры	2	2
229	в связи	1	2
230	в изображении	1	2
231	в первой	2	2
232	своего времени	1	2
233	которые были	1	2
234	этот образ	1	2
235	в результате	1	2
236	в силах	2	2
237	и как	1	2
238	с ним	3	2
239	почти ничего	1	2
240	нас не	1	2
241	однако по	1	2
242	во всяком	2	2
243	этого романа	1	1
244	говорили о	1	1
