1	в том что	3	5
2	для того чтобы	7	4
3	о том что	1	4
4	вместе с тем	1	4
5	в том числе	3	3
6	то же время	4	3
7	в связи с	7	3
8	в то же	4	3
9	в то время	1	3
10	до сих пор	2	2
11	к тому что	1	2
12	и т п	11	2
13	в отличие от	1	2
14	здесь в этом	1	2
15	то время как	1	2
16	с одной стороны	1	2
17	друг с другом	4	2
18	что и в	1	2
19	в частности в	1	2
20	к самому существу	1	1
21	и во всех	2	1
22	но и в	3	1
23	только в том	1	1
24	то что в	1	1
25	в любви и	1	1
26	таким образом и	1	1
27	с самого начала	1	1
28	той или иной	1	1
29	потому что весь	1	1
30	на протяжении всего	2	1
31	сводится к тому	1	1
32	в так называемой	1	1
33	не похож на	2	1
34	наряду с этим	1	1
35	друг от друга	2	1
36	к участию в	1	1
37	и в то	3	1
38	и та же	2	1
39	по сравнению с	1	1
40	одна и та	2	1
41	как и во	1	1
42	уже в двух	1	1
43	под тем же	1	1
44	с точки зрения	8	1
45	не только в	5	1
46	во всех случаях	1	1
47	с другом и	1	1
48	не может быть	1	1
49	так как он	1	1
50	своему содержанию и	1	1
51	том числе и	2	1
52	вместо того чтобы	1	1
53	в разных ее	1	1
54	что он не	1	1
55	в свою очередь	1	1
56	в тех же	1	1
57	а вместе с	1	1
58	но все же	1	1
59	тем же названием	1	1
60	каждой из них	1	1
61	связи с этим	2	1
62	обстоит дело с	1	1
63	не было бы	2	1
64	тем более что	2	1
65	с другой стороны	1	1
66	что по существу	1	1
67	на протяжении полутора	1	1
68	что весь этот	1	1
69	женщин и детей	2	1
70	он и есть	1	1
71	так и на	1	1
72	на первый план	2	1
73	но в этом	1	1
74	отношение к будущему	1	1
75	в большинстве случаев	3	1
76	они вынуждены были	1	1
77	в том же	4	1
78	же что и	1	1
79	по своему содержанию	1	1
80	как мы видели	1	1
