N	2gram	Medvedev_F_1	Narrotol
1	не только	7	31
2	но и	7	27
3	и не	20	23
4	при этом	5	19
5	может быть	14	15
6	в частности	4	14
7	как и	11	13
8	а не	10	13
9	а в	6	13
10	в этом	15	12
11	только в	2	12
12	и в	24	11
13	в данном	1	11
14	тогда как	1	10
15	состоит в	1	10
16	своего рода	1	10
17	и его	10	10
18	то что	8	9
19	то же	10	8
20	не может	16	8
21	данном случае	1	8
22	в том	6	8
23	уже не	2	8
24	со стороны	5	8
25	но в	5	7
26	том что	1	7
27	если бы	4	7
28	у него	1	7
29	в самом	5	6
30	не в	8	6
31	в этой	6	6
32	в себе	3	6
33	не мог	1	6
34	к тому	3	6
35	одного из	1	6
36	в его	23	6
37	как бы	6	6
38	один из	3	6
39	как раз	2	6
40	или в	1	6
41	а также	1	6
42	жизни и	7	6
43	между двумя	1	5
44	и на	8	5
45	перед нами	1	5
46	так и	18	5
47	точки зрения	16	5
48	в своей	11	5
49	тем самым	3	5
50	потому что	1	5
51	можно сказать	1	5
52	точка зрения	2	5
53	то в	1	4
54	было как	1	4
55	в первом	1	4
56	на себя	1	4
57	еще не	6	4
58	с его	4	4
59	но не	3	4
60	как в	8	4
61	все же	3	4
62	хотя и	1	4
63	из этих	1	4
64	в нем	14	4
65	в мире	4	4
66	из них	1	4
67	по себе	5	4
68	и тем	1	4
69	в одном	2	4
70	в то	9	4
71	одна из	2	4
72	не по	3	4
73	того чтобы	1	4
74	никогда не	4	4
75	в сознании	1	4
76	что на	1	4
77	в ней	10	4
78	так в	1	4
79	что у	1	4
80	же время	8	4
81	к нему	1	4
82	в литературе	5	4
83	того что	5	4
84	для него	3	4
85	слова в	1	4
86	у нее	1	4
87	или иной	1	4
88	прежде всего	22	4
89	мира в	2	4
90	однако и	1	4
91	и состоит	1	4
92	также и	1	3
93	самом деле	6	3
94	идет о	2	3
95	едва ли	1	3
96	мы не	3	3
97	а для	1	3
98	в противовес	2	3
99	в своем	11	3
100	и как	3	3
101	в целом	6	3
102	в нашем	2	3
103	он не	3	3
104	и с	8	3
105	при которой	1	3
106	это не	2	3
107	начала и	2	3
108	в жизни	3	3
109	кругозора и	3	3
110	в слове	1	3
111	в современной	1	3
112	и ее	10	3
113	тем не	1	3
114	не менее	11	3
115	в русской	1	3
116	этом отношении	1	3
117	за ними	1	3
118	у нас	5	3
119	и о	1	3
120	еще в	2	3
121	о ней	1	3
122	сводится к	3	3
123	его жизни	1	3
124	лишь в	8	3
125	между тем	2	3
126	что он	3	3
127	в состав	1	3
128	по отношению	4	3
129	могло бы	2	3
130	именно в	8	3
131	не было	3	3
132	как это	6	3
133	но для	3	3
134	это уже	1	3
135	не является	1	3
136	и все	6	3
137	жизни а	1	3
