N	3gram	Losev_Vlad_2	FransuaR
1	то же время	3	8
2	в то же	3	8
3	как мы уже	1	5
4	в конце концов	3	4
5	и в то	1	4
6	более или менее	3	3
7	в том числе	1	3
8	и до конца	2	3
9	для того чтобы	1	3
10	начала и до	2	3
11	с самого начала	1	3
12	с начала и	2	3
13	с точки зрения	3	2
14	это конечно не	1	2
15	не только в	2	2
16	в то время	6	2
17	о том что	3	2
18	нужно сказать что	1	2
19	как мы видели	2	2
20	но дело в	2	1
21	можно сказать что	1	1
22	и в конце	1	1
23	что здесь в	1	1
24	но это конечно	1	1
25	да и в	1	1
26	и вообще в	2	1
27	и всего мира	1	1
28	само собой разумеется	3	1
29	дело в том	3	1
30	на том же	1	1
31	здесь перед нами	1	1
32	франции и в	1	1
33	между прочим и	2	1
34	мы уже сказали	1	1
35	это в свою	1	1
36	вследствие чего он	1	1
37	на первый план	2	1
38	до сих пор	1	1
39	как мы сказали	2	1
40	до известной степени	1	1
41	а также в	1	1
42	в той же	1	1
43	с двух сторон	1	1
44	в этом отношении	1	1
45	и то что	5	1
46	за то что	1	1
47	с новым годом	2	1
48	в этом же	1	1
49	во франции и	1	1
50	в это время	4	1
51	мы видели и	1	1
52	то время как	1	1
53	за собой и	1	1
54	в самом начале	1	1
55	по дошедшим до	1	1
56	на эту тему	2	1
57	в данном случае	2	1
58	и в них	1	1
59	но в то	1	1
60	в первый раз	1	1
61	все эти лица	1	1
62	на этот раз	3	1
63	и все его	1	1
64	а также и	1	1
65	может быть и	1	1
66	в отличие от	3	1
67	в этом споре	2	1
68	мы прежде всего	1	1
69	и на его	2	1
70	и как бы	1	1
71	к одному из	1	1
72	в связи с	8	1
73	о чем он	1	1
74	уже и в	1	1
75	так же и	1	1
76	не обходилось без	1	1
77	как мы знаем	4	1
78	не может быть	1	1
79	далеко не все	1	1
80	раз и навсегда	1	1
81	и в серьезных	1	1
82	в свою очередь	2	1
83	к этому времени	2	1
84	но даже и	1	1
85	но это не	1	1
86	не без влияния	1	1
87	в том что	9	1
88	дошедшим до нас	1	1
89	к тому же	1	1
90	в том же	2	1
91	в чем дело	1	1
