N	3gram	Voloshinov_1	Problema
1	по отношению к	9	19
2	не может быть	3	11
3	с точки зрения	10	6
4	в отличие от	1	5
5	в высшей степени	2	5
6	и прежде всего	5	5
7	в большинстве случаев	4	5
8	позицию по отношению	1	4
9	в данном случае	3	4
10	во всех его	1	4
11	в конечном счете	1	4
12	на самом деле	2	3
13	в самом деле	5	3
14	бы то ни	1	3
15	далеко не всегда	3	3
16	все то что	2	3
17	с одной стороны	1	3
18	то же время	5	3
19	в том что	4	3
20	в то же	5	3
21	тем не менее	2	3
22	в чем не	2	2
23	можно сказать что	3	2
24	со всех сторон	1	2
25	совершенно независимо от	1	2
26	но и в	1	2
27	ни в чем	2	2
28	и не может	1	2
29	и др в	1	2
30	то или иное	2	2
31	не могут быть	3	2
32	конечно и не	1	2
33	во всех своих	1	2
34	так и в	2	2
35	мы можем сказать	2	2
36	к нему и	1	2
37	и должны быть	1	2
38	для того чтобы	1	2
39	и с его	1	2
40	в этом отношении	2	2
41	может войти в	1	1
42	форму и содержание	1	1
43	и может быть	2	1
44	а между тем	1	1
45	в ее целом	3	1
46	к целому ряду	1	1
47	хотя и не	1	1
48	что с ним	1	1
49	конечно и в	1	1
50	к себе самому	1	1
51	организма и психики	1	1
52	его в том	1	1
53	не дает нам	1	1
54	иметь в виду	1	1
55	в свою очередь	1	1
56	областях культурного творчества	1	1
57	же мы должны	1	1
58	тем требованиям которые	1	1
59	в настоящее время	1	1
60	могут и должны	1	1
61	в нем и	1	1
62	во что бы	1	1
63	не нуждается ни	1	1
64	рядом с ним	1	1
65	а следовательно и	2	1
66	до сих пор	3	1
67	во всех видах	1	1
68	хотя бы и	2	1
69	не может в	1	1
70	до известной степени	1	1
71	в таких случаях	2	1
72	конечно не может	1	1
73	что все эти	3	1
74	и др и	1	1
75	не было бы	1	1
76	что в некоторых	1	1
77	или хотя бы	1	1
78	ни в какой	1	1
79	но никогда не	1	1
80	может быть и	1	1
81	а иногда и	1	1
82	и не нуждается	2	1
83	и тем не	1	1
84	отнюдь не является	1	1
85	и художественное творчество	1	1
86	что бы то	1	1
87	на мир не	1	1
88	все снова и	2	1
89	что оно было	1	1
90	но в то	3	1
91	таким образом и	1	1
92	какое же значение	1	1
93	а также и	1	1
94	то ни стало	1	1
95	с помощью которого	1	1
96	по сравнению с	1	1
97	по отношению ко	2	1
98	может быть выделен	1	1
99	настоящее время в	1	1
100	во всех отношениях	1	1
101	у нас в	2	1
102	в следующей главе	3	1
103	только в его	1	1
104	только в таком	1	1
105	не чем иным	1	1
106	нуждается ни в	1	1
107	в свое время	1	1
108	жизни таким образом	1	1
109	важнейшие из них	1	1
110	явление в высшей	1	1
111	в узком смысле	1	1
112	таким образом в	1	1
113	чем иным как	1	1
114	раз и навсегда	1	1
115	равно как и	1	1
116	или другими словами	1	1
117	всех этих явлений	1	1
118	в то время	1	1
119	и есть та	1	1
120	его отношение к	2	1
121	чтобы войти в	1	1
122	войти в историю	1	1
123	это и есть	1	1
124	и т д	1	1
125	что в его	2	1
126	можем сказать что	2	1
127	выходит за пределы	1	1
128	оно может быть	1	1
129	художественной формы и	1	1
130	в двух направлениях	1	1
131	или как русский	1	1
132	как мы уже	4	1
133	и быть не	1	1
134	это как бы	2	1
135	мы уже указывали	3	1
136	быть не может	1	1
137	снова и снова	2	1
138	правда это не	1	1
139	можно определить как	1	1
140	она не может	1	1
141	выходят за пределы	1	1
142	не нуждается в	1	1
143	на этот вопрос	1	1
144	является как бы	1	1
145	дело в том	1	1
146	в основных чертах	1	1
147	нам важно лишь	2	1
148	мы различаем в	1	1
