N	3gram	Potebnia_M_4	Problema
1	о том что	5	9
2	с точки зрения	3	8
3	в том что	7	8
4	в связи с	1	7
5	тем не менее	4	5
6	с другой стороны	1	5
7	по крайней мере	5	4
8	что иное как	2	3
9	в настоящее время	1	3
10	и то что	4	3
11	обратить внимание на	2	3
12	точно так же	1	3
13	может быть только	1	3
14	вместе с тем	3	3
15	с одной стороны	1	3
16	в то время	1	3
17	можно сказать что	4	3
18	после того как	2	3
19	не что иное	2	3
20	в сравнении с	1	3
21	только тогда когда	4	3
22	как и у	1	2
23	дело в том	1	2
24	по отношению к	8	2
25	равно как и	2	2
26	но и о	1	2
27	в том числе	1	2
28	до сих пор	4	2
29	в таком случае	2	2
30	но и в	1	2
31	и не в	1	2
32	то и другое	2	2
33	в это время	1	2
34	в данном случае	2	2
35	не может быть	5	2
36	во всяком случае	3	2
37	на то что	4	2
38	для нас в	1	2
39	для того чтобы	4	2
40	даже тогда когда	1	1
41	таким образом если	1	1
42	хотя и не	1	1
43	то что я	7	1
44	что и они	1	1
45	таким образом уже	1	1
46	что от них	1	1
47	одним и тем	1	1
48	не только о	1	1
49	но даже не	1	1
50	на самом деле	3	1
51	так что в	1	1
52	о том как	1	1
53	в силу того	1	1
54	потому что не	1	1
55	здесь можно сказать	1	1
56	не было и	2	1
57	и то и	1	1
58	сам по себе	4	1
59	таким образом как	1	1
60	что только в	1	1
61	между тем как	2	1
62	мы могли бы	2	1
63	в этом отношении	1	1
64	том числе и	1	1
65	только потому что	2	1
66	мы можем найти	1	1
67	к другому и	1	1
68	не в его	1	1
69	и тем же	1	1
70	таким образом мы	2	1
71	образом как и	1	1
72	той и другой	1	1
73	на первый взгляд	1	1
74	и в этом	4	1
75	это не так	1	1
76	и как бы	2	1
77	так или иначе	2	1
78	таким же образом	1	1
79	уже и в	1	1
80	только о том	1	1
81	и в том	2	1
82	и таким образом	3	1
83	силу того что	1	1
84	элементов то есть	1	1
85	то же время	3	1
86	но тем не	2	1
87	то есть из	1	1
88	от того что	3	1
89	том смысле что	1	1
90	как в виде	1	1
91	и вместе с	1	1
92	если обратить внимание	1	1
93	то есть в	2	1
94	с самого начала	1	1
95	и до сих	2	1
96	вопрос о том	2	1
97	не менее в	1	1
98	его таким же	1	1
99	надо было бы	1	1
100	в большинстве случаев	2	1
101	в то же	3	1
102	в силу которого	2	1
103	в том смысле	2	1
104	по поводу этой	1	1
105	и т д	3	1
