N	3gram	Propp_Russ_2	Myshleni
1	в том что	18	31
2	те и другие	1	9
3	с одной стороны	2	9
4	с другой стороны	1	8
5	в этом отношении	1	7
6	смысле этого слова	1	7
7	можно было бы	1	5
8	так же как	4	5
9	для того чтобы	6	5
10	же как и	2	4
11	в первую очередь	1	4
12	то увидим что	1	4
13	на то что	1	4
14	состоит в том	13	3
15	в этом случае	6	3
16	вместе с тем	4	3
17	между тем как	1	3
18	во всяком случае	1	3
19	о том что	4	3
20	как мы уже	1	3
21	в качестве средства	1	2
22	но так как	1	2
23	так как в	1	2
24	в настоящее время	1	2
25	состояла в том	2	2
26	не может не	1	2
27	в отличие от	3	2
28	но и в	1	2
29	в данном случае	6	2
30	в том чтобы	2	2
31	в какой степени	1	2
32	но вместе с	2	2
33	том что они	1	2
34	между собой и	1	2
35	в свою очередь	1	2
36	к выводу что	1	2
37	подобно тому как	3	2
38	мы видели что	4	2
39	угол в избе	1	2
40	как мы видели	1	2
41	том что в	1	1
42	что иное как	2	1
43	так как это	1	1
44	потому что в	1	1
45	показывает что в	1	1
46	далеко не все	1	1
47	о том как	1	1
48	так как оно	1	1
49	том что это	3	1
50	и во многих	1	1
51	во многих других	1	1
52	более высокой ступени	1	1
53	в своем исследовании	1	1
54	не входит в	1	1
55	они представляют собой	2	1
56	состоит не в	1	1
57	с и сл	1	1
58	каждую из них	1	1
59	у нас нет	1	1
60	следующим образом в	1	1
61	мы видели также	1	1
62	то время как	1	1
63	здесь мы имеем	1	1
64	может быть не	1	1
65	один из основных	1	1
66	по своему происхождению	1	1
67	же кругу явлений	1	1
68	имея в виду	1	1
69	в такой же	1	1
70	той и другой	1	1
71	того момента когда	1	1
72	не может быть	3	1
73	и таким образом	1	1
74	в то время	2	1
75	то что в	1	1
76	тогда когда они	1	1
77	тем и другим	1	1
78	вопрос о том	1	1
79	это приводит нас	1	1
80	можно сказать что	1	1
81	а не на	1	1
82	в этих случаях	3	1
83	не только на	1	1
84	и остаются на	1	1
85	после того как	2	1
86	не что иное	2	1
87	фаза в развитии	1	1
88	тем не менее	2	1
89	оно все же	1	1
90	приводит нас к	2	1
91	как и в	1	1
92	до того момента	1	1
93	только тогда когда	3	1
94	в том же	1	1
95	приводят нас к	1	1
