N	2gram	Trubetskoy_1	Marksizm
1	может быть	9	28
2	и в	14	19
3	как бы	4	19
4	и не	19	19
5	не может	22	18
6	точки зрения	11	17
7	то же	11	16
8	как мы	1	15
9	в этом	17	15
10	языка и	1	15
11	в сущности	1	14
12	таким образом	11	14
13	лишь в	3	14
14	не только	9	13
15	с точки	9	13
16	связи с	3	13
17	в нем	5	11
18	если бы	6	11
19	вовсе не	1	11
20	не в	4	10
21	так и	1	10
22	но и	10	10
23	том что	9	10
24	самом деле	7	9
25	при этом	5	9
26	как и	4	9
27	для него	6	9
28	в основе	1	9
29	это –	1	9
30	а не	2	9
31	на почве	2	9
32	по отношению	2	8
33	в то	10	8
34	же время	10	8
35	только в	5	8
36	отнюдь не	7	8
37	не является	1	8
38	отношению к	1	8
39	на самом	6	7
40	его в	4	7
41	и более	2	7
42	одна из	3	7
43	никогда не	5	7
44	в том	17	7
45	прежде всего	8	7
46	в связи	1	7
47	и для	6	7
48	но в	2	7
49	в таком	2	7
50	мы уже	2	6
51	во всех	5	6
52	и как	3	6
53	в самом	3	6
54	если мы	1	6
55	ни в	2	6
56	того чтобы	8	6
57	к тому	7	6
58	для того	6	6
59	же самое	1	6
60	быть и	2	6
61	между тем	5	6
62	мы можем	2	6
63	– не	2	6
64	и все	1	6
65	хотя бы	5	6
66	ни было	1	6
67	в свою	1	6
68	того же	1	5
69	и на	5	5
70	все же	4	5
71	выражение в	1	5
72	является не	2	5
73	то ни	4	5
74	на этой	2	5
75	в данном	7	5
76	в их	4	5
77	самого начала	1	5
78	свою очередь	1	5
79	с самого	1	5
80	к нему	2	5
81	в его	4	5
82	в большинстве	3	5
83	большинстве случаев	2	5
84	отношении к	2	5
85	или иной	5	5
86	этого слова	1	5
87	и того	1	5
88	тем более	1	5
89	совершенно не	2	5
90	к этому	1	5
91	так же	2	5
92	тем же	1	4
93	должна быть	2	4
94	бы то	4	4
95	конечно не	5	4
96	только на	2	4
97	в себе	9	4
98	на то	5	4
99	в данной	1	4
100	это не	1	4
101	было бы	5	4
102	и тем	2	4
103	одного и	1	4
104	тому что	2	4
105	и т.д	4	4
106	той или	3	4
107	для себя	2	4
108	из одного	1	4
109	в русском	1	4
110	того что	3	4
111	с ними	1	4
112	что он	6	4
113	и их	1	4
114	влияние на	1	4
115	связь с	1	4
116	смысле этого	1	4
117	бы в	1	4
118	то что	13	4
119	и то	4	3
120	в котором	2	3
121	исходит из	1	3
122	в ней	2	3
123	еще не	3	3
124	столь же	1	3
125	в ее	1	3
126	в истории	1	3
127	с этим	2	3
128	перед нами	1	3
129	все эти	2	3
130	в этой	4	3
131	но ведь	1	3
132	он не	5	3
133	не к	2	3
134	– на	1	3
135	в корне	4	3
136	здесь мы	1	3
137	не будет	7	3
138	в другом	3	3
139	с другими	1	3
140	по себе	2	3
141	в этих	2	3
142	в своей	5	3
143	могут быть	1	3
144	не есть	3	3
145	и это	1	3
146	оно может	1	3
147	о том	7	3
148	что и	3	3
149	одной из	3	3
150	не идет	1	3
151	в качестве	3	3
152	его и	2	3
153	так как	4	3
154	до сих	5	3
155	с другой	1	3
156	связано с	1	3
157	не было	3	3
158	хоть сколько-нибудь	1	3
159	да и	3	3
160	должно быть	3	3
161	и от	2	3
162	сих пор	5	3
163	что оно	3	3
164	в различных	1	3
165	а в	5	3
166	во всяком	9	3
167	отношения к	2	2
168	в зависимости	1	2
169	от своего	1	2
170	из всего	1	2
171	воплощения в	1	2
172	вопрос о	5	2
173	он был	1	2
174	иное как	1	2
175	но как	1	2
176	значение и	1	2
177	оно является	1	2
178	что они	3	2
179	в собственном	1	2
180	в одной	1	2
181	стороны и	1	2
182	в своем	6	2
183	в противном	1	2
184	более или	4	2
185	от этого	1	2
186	что это	3	2
187	бы не	1	2
188	тому же	1	2
189	не следует	1	2
190	лишь с	1	2
191	значительной степени	1	2
192	подход к	1	2
193	и с	7	2
194	на все	1	2
195	то есть	1	2
196	уже знаем	1	2
197	в жизни	1	2
198	может стремиться	1	2
199	всем этим	2	2
200	родной язык	1	2
201	и потому	3	2
202	всегда и	1	2
203	мы не	1	2
204	и тогда	2	2
205	или менее	4	2
206	переносится в	1	2
207	нас не	1	2
208	является для	1	2
209	место в	2	2
210	точку зрения	4	2
211	по крайней	1	2
212	на такое	1	2
213	этот тип	1	2
214	лишь при	5	2
215	и является	2	2
216	внутренней и	1	2
217	находит себе	1	2
218	только с	2	2
219	ли это	4	2
220	должны быть	1	2
221	если же	2	2
222	должен быть	1	2
223	и о	2	2
224	но по	1	2
225	оставаясь в	1	2
226	приводит к	4	2
227	являются лишь	1	2
228	и даже	2	2
229	чтобы понять	2	2
230	сводится к	3	2
231	в значительной	3	2
232	глубоко различны	1	2
233	крайней мере	1	2
234	всяком случае	6	2
235	будет ли	2	2
236	эти последние	1	2
237	каждого человека	1	2
238	но не	4	2
239	исторической роли	2	2
240	они –	1	2
241	они могут	1	2
242	это же	1	2
243	себя в	4	2
244	и у	1	2
245	в виде	3	2
246	но для	2	2
247	мы знаем	1	2
248	не так	2	2
249	убедимся что	1	2
250	друг друга	3	2
251	у него	2	2
252	тем что	3	2
253	ближайшим образом	1	2
254	даже и	2	2
255	бы это	1	2
