N	3gram	Losev_Dial_3	KulturaY
1	с точки зрения	14	16
2	в самом деле	5	11
3	тем не менее	10	9
4	до сих пор	1	8
5	в том что	3	8
6	и т д	23	8
7	в зависимости от	2	7
8	той или иной	2	5
9	в данном случае	1	4
10	с одной стороны	3	4
11	и в этом	2	4
12	в связи с	1	4
13	только тогда когда	3	4
14	на самом деле	1	3
15	того или иного	2	3
16	сам по себе	5	3
17	и тем не	2	3
18	с другой стороны	2	3
19	не может быть	6	3
20	о том что	5	3
21	не говоря уже	2	2
22	как раз и	3	2
23	это и значит	1	2
24	говоря уже о	2	2
25	в таком случае	10	2
26	на точку зрения	1	2
27	от того что	1	2
28	стать на точку	1	2
29	потому что в	1	2
30	не в том	1	2
31	не могут быть	2	2
32	а не просто	6	2
33	более или менее	1	2
34	сама по себе	4	2
35	тот или иной	2	2
36	что и в	1	2
37	к тому же	2	2
38	в этом его	1	1
39	не состоит из	1	1
40	есть не более	1	1
41	хотя и не	2	1
42	было бы и	1	1
43	одному тому что	2	1
44	мы говорим что	1	1
45	нас в данном	1	1
46	по одному тому	2	1
47	есть слово в	1	1
48	ровно ничего не	3	1
49	не есть вообще	1	1
50	и той же	1	1
51	если стать на	1	1
52	во-первых с точки	1	1
53	то же самое	1	1
54	т д и	6	1
55	это во внимание	1	1
56	то тем самым	1	1
57	что она есть	3	1
58	первом смысле не	1	1
59	и не может	1	1
60	и в то	1	1
61	то что мы	3	1
62	ни в коем	3	1
63	а в особенности	1	1
64	а что же	2	1
65	бы то ни	1	1
66	можно только тогда	2	1
67	а так как	1	1
68	из того что	2	1
69	точки зрения чисто	1	1
70	так то ясно	1	1
71	одна на другую	1	1
72	по крайней мере	5	1
73	это вовсе не	1	1
74	не о чем	1	1
75	не только не	7	1
76	с этой точки	2	1
77	а кроме того	1	1
78	в коем случае	3	1
79	в первом смысле	1	1
80	чтобы она была	2	1
81	в то время	4	1
82	на наших глазах	1	1
83	так же как	2	1
84	чтобы не было	1	1
85	раз из того	1	1
86	себе ничего не	1	1
87	это не только	1	1
88	как раз из	1	1
89	что он дает	1	1
90	по себе ничего	1	1
91	уже по одному	2	1
92	т е в	4	1
93	и в отношении	1	1
94	это не значит	1	1
95	от всякого другого	5	1
96	ступени его развития	1	1
97	во всяком случае	2	1
98	решительно ничего не	1	1
99	целый ряд таких	1	1
100	в каком смысле	3	1
101	когда мы говорим	1	1
102	и пр и	1	1
103	этой точки зрения	2	1
104	это потому что	1	1
105	что учение о	2	1
106	хочу сказать что	1	1
107	то же время	1	1
108	д и т	5	1
109	самом деле есть	1	1
110	вовсе не в	1	1
111	мы не можем	2	1
112	и не надо	2	1
113	том смысле что	1	1
114	что в ней	1	1
115	все эти факты	1	1
116	само по себе	5	1
117	что есть еще	1	1
118	и в зависимости	1	1
119	в конечном счете	1	1
120	и так как	1	1
121	и прежде всего	3	1
122	тому что она	1	1
123	мы имеем в	1	1
124	в то же	1	1
125	в вопросе о	2	1
126	в одном из	1	1
127	для нас в	2	1
128	мы приходим к	1	1
129	к тому что	2	1
130	в том смысле	1	1
131	одной и той	1	1
132	тех или иных	1	1
133	имеется в виду	3	1
134	пр и пр	1	1
135	то ясно что	3	1
136	вовсе еще не	1	1
137	уже о том	1	1
138	и в вопросе	1	1
139	я и хочу	1	1
140	и вопрос о	1	1
