N	3gram	Propp_Isto_7	Psycholo
1	в том что	4	12
2	о том что	5	10
3	в самом деле	1	7
4	то же самое	1	6
5	к тому что	1	5
6	только после этого	1	5
7	и может быть	1	4
8	с точки зрения	1	4
9	что он не	1	4
10	можно было бы	1	4
11	то что в	3	3
12	точно так же	2	3
13	одна из них	1	3
14	здесь мы видим	1	3
15	и что в	1	3
16	так же как	4	3
17	в том чтобы	2	3
18	в первый раз	1	3
19	так как это	1	3
20	то что он	1	3
21	это означало бы	1	3
22	надо сказать что	1	3
23	и т п	1	3
24	до сих пор	2	3
25	с одной стороны	4	3
26	сама по себе	1	3
27	и в конце	1	2
28	таким образом что	1	2
29	уже знаем что	2	2
30	сказать что в	1	2
31	никак не может	1	2
32	о том как	1	2
33	во всех этих	6	2
34	вместе с тем	1	2
35	то время как	2	2
36	и что он	1	2
37	одна и та	1	2
38	с другой стороны	8	2
39	же самое и	1	2
40	в то время	2	2
41	может быть это	1	2
42	можно формулировать так	1	2
43	что это не	2	2
44	мы видим что	3	2
45	и та же	1	2
46	мы уже знаем	3	2
47	на то чтобы	2	2
48	и т д	16	2
49	мы знаем что	1	1
50	все дело в	1	1
51	совершенно очевидно что	1	1
52	а не в	1	1
53	по отношению к	1	1
54	и показывают что	1	1
55	же как и	1	1
56	мы не можем	2	1
57	но далеко не	1	1
58	то это означало	1	1
59	мы должны признать	1	1
60	бы то ни	1	1
61	но он не	1	1
62	этом все дело	1	1
63	видим что и	1	1
64	на этот вопрос	2	1
65	видит в них	1	1
66	и здесь мы	2	1
67	и одна из	1	1
68	образом и здесь	1	1
69	и о ней	1	1
70	с этой точки	3	1
71	у него нет	1	1
72	и что это	1	1
73	своего отца он	1	1
74	так как он	2	1
75	все это в	1	1
76	в противоречие с	1	1
77	один из них	1	1
78	то ни было	1	1
79	лежит в основе	2	1
80	то что она	1	1
81	означало бы что	1	1
82	другой стороны она	1	1
83	на первый взгляд	4	1
84	и из его	1	1
85	это не так	1	1
86	достаточно сослаться на	1	1
87	в которых они	1	1
88	того что царь	1	1
89	которое существует между	1	1
90	во всем этом	1	1
91	что мы видим	1	1
92	оно может быть	1	1
93	мысль о том	1	1
94	не может быть	3	1
95	что они должны	1	1
96	и в русской	2	1
97	становится понятным что	1	1
98	этой точки зрения	3	1
99	не только в	5	1
100	и все они	1	1
101	и всякий раз	1	1
102	не может его	3	1
103	с этой стороны	3	1
104	с тем и	1	1
105	как мы уже	1	1
106	о том чтобы	1	1
107	в этом все	1	1
108	не понимает причин	1	1
109	что и в	2	1
110	на которые ссылается	1	1
111	мы увидим что	2	1
112	она не может	1	1
113	и что эта	1	1
114	можно найти много	1	1
115	нам кажется что	1	1
