N	2gram	Propp_Isto_1	OGranits
1	и в	28	13
2	и его	3	12
3	прежде всего	10	9
4	может быть	25	8
5	не может	15	8
6	и не	9	8
7	в его	5	7
8	и их	3	7
9	и пр	4	7
10	только в	11	6
11	как бы	2	6
12	не только	12	6
13	то что	9	6
14	мы должны	13	6
15	таким образом	8	6
16	художественного произведения	1	5
17	все же	10	5
18	но ведь	1	5
19	хотя бы	4	5
20	мы не	10	4
21	но мы	2	4
22	тех пор	1	4
23	еще и	2	4
24	но в	8	4
25	до тех	1	4
26	мы можем	1	4
27	то же	12	4
28	в своей	1	4
29	было бы	7	4
30	все это	4	4
31	материала в	1	4
32	связана с	1	3
33	и то	1	3
34	в ее	2	3
35	в пределах	4	3
36	так и	9	3
37	говорить о	1	3
38	в их	3	3
39	по отношению	3	3
40	с этим	4	3
41	в которой	1	3
42	ни один	6	3
43	в себе	2	3
44	не как	3	3
45	в одном	5	3
46	так как	6	3
47	здесь мы	7	3
48	материала и	2	3
49	но и	10	3
50	как и	4	3
51	и уже	1	3
52	точку зрения	3	3
53	что же	3	3
54	не в	9	3
55	да и	1	3
56	и для	4	3
57	никогда не	14	3
58	и все	1	3
59	превращается в	4	3
60	отношению к	3	3
61	что в	12	3
62	поставить вопрос	2	3
63	и др	7	2
64	зависимости от	2	2
65	и этот	1	2
66	мы уже	1	2
67	те же	1	2
68	есть не	1	2
69	не исчерпывается	1	2
70	если бы	8	2
71	что иное	1	2
72	иное как	1	2
73	не что	1	2
74	с самого	2	2
75	и должно	3	2
76	в ней	7	2
77	ее в	5	2
78	а также	1	2
79	между тем	2	2
80	организации в	1	2
81	в языке	1	2
82	во всей	2	2
83	что они	5	2
84	вслед за	6	2
85	к сожалению	3	2
86	материалом для	1	2
87	может иметь	1	2
88	как в	2	2
89	в которую	3	2
90	в этом	8	2
91	но так	2	2
92	в полном	1	2
93	в том	9	2
94	мы видим	11	2
95	тот же	2	2
96	можем поставить	1	2
97	в действительности	2	2
98	или иного	1	2
99	все явления	1	2
100	от этого	2	2
101	в этот	1	2
102	в целом	2	2
103	и тем	2	2
104	все эти	4	2
105	с одной	4	2
106	мы получим	2	2
107	кажется что	1	2
108	иным как	1	2
109	в нем	2	2
110	связанные с	2	2
111	при этом	3	2
112	для него	2	2
113	в другом	3	2
114	вовсе не	2	2
115	в зависимости	2	2
116	тем что	3	2
117	в них	1	2
118	связанных с	1	2
119	в области	2	2
120	с другой	6	2
121	а как	1	2
122	того или	1	2
123	не чем	1	2
124	одной стороны	4	2
125	материал в	1	2
126	соответствии с	1	2
127	не на	2	2
128	а не	15	2
129	другой стороны	5	2
130	между собою	1	2
131	там где	4	2
132	не мог	1	2
133	несмотря на	1	2
134	в связи	4	2
135	этот материал	3	2
136	том что	7	2
137	и ее	1	2
138	так же	7	2
139	в отношении	1	2
140	своего рода	1	2
141	в тех	2	2
142	не менее	6	2
143	что эта	1	2
144	самого начала	2	2
145	в книге	3	2
146	собственно говоря	1	2
147	бы в	2	2
148	во всем	3	2
149	а в	7	2
150	еще в	2	2
151	в целях	3	2
152	нет ничего	1	2
153	и к	1	2
154	могут быть	4	2
155	чем иным	1	2
156	к тому	6	2
157	данной области	1	1
158	и это	1	1
159	можно говорить	1	1
160	оно может	2	1
161	одним из	2	1
162	также и	3	1
163	же как	2	1
164	в виду	1	1
165	в некоторых	2	1
166	на основе	5	1
167	это и	1	1
168	жили и	1	1
169	но тем	1	1
170	последнее время	1	1
171	и есть	1	1
172	в себя	1	1
173	ту же	1	1
174	ведь и	1	1
175	на том	1	1
176	едва ли	1	1
177	в образе	3	1
178	можно было	5	1
179	такое утверждение	1	1
180	или на	3	1
181	мы имеем	13	1
182	или их	1	1
183	к тем	1	1
184	мы в	2	1
185	вопрос о	5	1
186	для этого	3	1
187	нам удалось	1	1
188	утверждение не	1	1
189	по себе	3	1
190	по мере	2	1
191	на себя	1	1
192	сводится к	1	1
193	но даже	1	1
194	ему в	3	1
195	то это	3	1
196	не совсем	3	1
197	может принять	1	1
198	другом месте	1	1
199	и он	3	1
200	аналогия между	1	1
201	внимание на	1	1
202	другими словами	4	1
203	и что	10	1
204	что существуют	1	1
205	отдельном случае	1	1
206	еще не	7	1
207	связи со	1	1
208	их исторической	1	1
209	эту связь	2	1
210	столь же	2	1
211	время в	1	1
212	материала это	1	1
213	есть отражение	1	1
214	в конечном	2	1
215	развития не	1	1
216	то мы	4	1
217	воздействия на	1	1
218	на самом	1	1
219	совсем не	1	1
220	но не	5	1
221	а у	1	1
222	то он	2	1
223	и закономерности	1	1
224	природы и	1	1
225	тут же	1	1
226	к телу	1	1
227	или иное	1	1
228	в другой	1	1
229	на то	4	1
230	но столь	1	1
231	один и	2	1
232	детей и	4	1
233	изучения но	1	1
234	материала так	1	1
235	в истории	1	1
236	эта связь	1	1
237	в своем	5	1
238	как из	1	1
239	по своей	2	1
240	один из	4	1
241	на происшедший	1	1
242	эту точку	2	1
243	и как	2	1
244	не хотят	1	1
245	одной из	2	1
246	этот вопрос	7	1
247	что он	10	1
248	более или	5	1
249	который в	1	1
250	в значительной	1	1
251	или же	1	1
252	сам собой	1	1
253	иной характер	1	1
254	так в	4	1
255	в этой	6	1
256	для всех	2	1
257	в дальнейшем	5	1
258	и тот	2	1
259	важна не	1	1
260	с одним	1	1
261	конечно не	2	1
262	можно установить	1	1
263	не пытается	1	1
264	сливаются в	1	1
265	не можем	3	1
266	и у	1	1
267	только на	1	1
268	вследствие этого	2	1
269	общения с	1	1
270	и если	2	1
271	этот момент	2	1
272	является не	1	1
273	что она	5	1
274	не из	1	1
275	или даже	3	1
276	на эту	3	1
277	раз навсегда	1	1
278	его и	2	1
279	уже видели	1	1
280	стороны оно	1	1
281	одно из	1	1
282	не будут	1	1
283	и социальной	1	1
284	в понимании	1	1
285	никто не	2	1
286	в виде	2	1
287	переходит от	1	1
288	если там	1	1
289	сказал что	1	1
290	в конце	1	1
291	одном случае	1	1
292	но что	1	1
293	только с	2	1
294	каждый из	1	1
295	еще одну	2	1
296	подобно тому	1	1
297	отличие от	2	1
298	на этом	3	1
299	говорит следующее	1	1
300	встречаются в	1	1
301	этим же	1	1
302	или иных	1	1
303	явствует что	1	1
304	ее на	1	1
305	это конечно	3	1
306	для того	1	1
307	же не	3	1
308	на всю	1	1
309	в особенности	2	1
310	в совершенно	1	1
311	важности этого	1	1
312	бы быть	3	1
313	часто мы	1	1
314	мы это	1	1
315	этого мы	1	1
316	и здесь	7	1
317	его в	6	1
318	же мотив	1	1
319	к которому	5	1
320	в предисловии	1	1
321	лежит в	1	1
322	еще одно	1	1
323	что мы	7	1
324	обратиться к	1	1
325	образом мы	2	1
326	и во-вторых	1	1
327	не было	1	1
328	которые с	1	1
329	и голос	1	1
330	не всегда	8	1
331	которой он	1	1
332	фигурирует в	1	1
333	уже у	2	1
334	отнюдь не	1	1
335	из проявлений	1	1
336	должно быть	2	1
337	него не	1	1
338	они-то и	1	1
339	и тогда	3	1
340	связаны между	2	1
341	или менее	5	1
342	вступает в	2	1
